#    L    TT             EE             BB             TE             PP             PT             PE         
   475    2.21457E+03    1.19676E+01    5.83422E-02   -7.41496E+01    2.06848E-08    5.82601E-06    1.37654E-06
   476    2.22523E+03    1.17985E+01    5.85323E-02   -7.39001E+01    2.06235E-08    5.71374E-06    1.35846E-06
   477    2.23582E+03    1.16306E+01    5.87228E-02   -7.36181E+01    2.05624E-08    5.60468E-06    1.34007E-06
   478    2.24636E+03    1.14642E+01    5.89139E-02   -7.33035E+01    2.05016E-08    5.49878E-06    1.32138E-06
   479    2.25685E+03    1.12993E+01    5.91054E-02   -7.29575E+01    2.04411E-08    5.39598E-06    1.30242E-06
   480    2.26726E+03    1.11360E+01    5.92974E-02   -7.25794E+01    2.03808E-08    5.29622E-06    1.28319E-06
   481    2.27761E+03    1.09744E+01    5.94899E-02   -7.21700E+01    2.03207E-08    5.19944E-06    1.26373E-06
   482    2.28787E+03    1.08146E+01    5.96828E-02   -7.17295E+01    2.02609E-08    5.10559E-06    1.24406E-06
   483    2.29805E+03    1.06566E+01    5.98761E-02   -7.12584E+01    2.02014E-08    5.01461E-06    1.22418E-06
   484    2.30813E+03    1.05007E+01    6.00698E-02   -7.07571E+01    2.01421E-08    4.92644E-06    1.20414E-06
   485    2.31810E+03    1.03469E+01    6.02639E-02   -7.02257E+01    2.00831E-08    4.84103E-06    1.18393E-06
   486    2.32797E+03    1.01953E+01    6.04584E-02   -6.96649E+01    2.00243E-08    4.75831E-06    1.16360E-06
   487    2.33771E+03    1.00458E+01    6.06533E-02   -6.90748E+01    1.99658E-08    4.67823E-06    1.14314E-06
   488    2.34734E+03    9.89888E+00    6.08485E-02   -6.84560E+01    1.99075E-08    4.60073E-06    1.12260E-06
   489    2.35684E+03    9.75429E+00    6.10441E-02   -6.78090E+01    1.98494E-08    4.52576E-06    1.10198E-06
   490    2.36621E+03    9.61230E+00    6.12399E-02   -6.71343E+01    1.97916E-08    4.45326E-06    1.08130E-06
   491    2.37544E+03    9.47297E+00    6.14361E-02   -6.64325E+01    1.97341E-08    4.38316E-06    1.06059E-06
   492    2.38454E+03    9.33630E+00    6.16325E-02   -6.57039E+01    1.96767E-08    4.31542E-06    1.03987E-06
   493    2.39351E+03    9.20245E+00    6.18292E-02   -6.49491E+01    1.96197E-08    4.24998E-06    1.01916E-06
   494    2.40234E+03    9.07155E+00    6.20262E-02   -6.41686E+01    1.95628E-08    4.18677E-06    9.98476E-07
   495    2.41102E+03    8.94368E+00    6.22234E-02   -6.33629E+01    1.95062E-08    4.12574E-06    9.77839E-07
   496    2.41956E+03    8.81883E+00    6.24208E-02   -6.25326E+01    1.94498E-08    4.06684E-06    9.57270E-07
   497    2.42793E+03    8.69715E+00    6.26183E-02   -6.16781E+01    1.93937E-08    4.01000E-06    9.36790E-07
   498    2.43614E+03    8.57871E+00    6.28161E-02   -6.08002E+01    1.93378E-08    3.95517E-06    9.16419E-07
   499    2.44419E+03    8.46358E+00    6.30140E-02   -5.98992E+01    1.92821E-08    3.90229E-06    8.96177E-07
   500    2.45205E+03    8.35190E+00    6.32121E-02   -5.89756E+01    1.92266E-08    3.85131E-06    8.76086E-07
   501    2.45974E+03    8.24368E+00    6.34103E-02   -5.80301E+01    1.91714E-08    3.80217E-06    8.56160E-07
   502    2.46723E+03    8.13906E+00    6.36085E-02   -5.70634E+01    1.91164E-08    3.75485E-06    8.36401E-07
   503    2.47454E+03    8.03803E+00    6.38069E-02   -5.60759E+01    1.90616E-08    3.70932E-06    8.16806E-07
   504    2.48166E+03    7.94082E+00    6.40052E-02   -5.50685E+01    1.90071E-08    3.66558E-06    7.97371E-07
   505    2.48860E+03    7.84734E+00    6.42035E-02   -5.40419E+01    1.89528E-08    3.62361E-06    7.78094E-07
   506    2.49533E+03    7.75775E+00    6.44017E-02   -5.29967E+01    1.88987E-08    3.58338E-06    7.58970E-07
   507    2.50188E+03    7.67212E+00    6.45998E-02   -5.19336E+01    1.88448E-08    3.54487E-06    7.39998E-07
   508    2.50823E+03    7.59053E+00    6.47978E-02   -5.08532E+01    1.87911E-08    3.50808E-06    7.21174E-07
   509    2.51438E+03    7.51304E+00    6.49956E-02   -4.97563E+01    1.87377E-08    3.47297E-06    7.02494E-07
   510    2.52034E+03    7.43970E+00    6.51933E-02   -4.86435E+01    1.86845E-08    3.43954E-06    6.83955E-07
   511    2.52608E+03    7.37058E+00    6.53906E-02   -4.75155E+01    1.86315E-08    3.40776E-06    6.65555E-07
   512    2.53163E+03    7.30573E+00    6.55877E-02   -4.63730E+01    1.85787E-08    3.37761E-06    6.47289E-07
   513    2.53697E+03    7.24522E+00    6.57845E-02   -4.52167E+01    1.85261E-08    3.34908E-06    6.29156E-07
   514    2.54209E+03    7.18911E+00    6.59809E-02   -4.40472E+01    1.84738E-08    3.32215E-06    6.11151E-07
   515    2.54701E+03    7.13744E+00    6.61769E-02   -4.28653E+01    1.84216E-08    3.29681E-06    5.93271E-07
   516    2.55171E+03    7.09028E+00    6.63725E-02   -4.16716E+01    1.83697E-08    3.27302E-06    5.75514E-07
   517    2.55620E+03    7.04767E+00    6.65676E-02   -4.04669E+01    1.83180E-08    3.25078E-06    5.57876E-07
   518    2.56046E+03    7.00968E+00    6.67622E-02   -3.92519E+01    1.82665E-08    3.23006E-06    5.40354E-07
   519    2.56451E+03    6.97634E+00    6.69562E-02   -3.80273E+01    1.82152E-08    3.21085E-06    5.22944E-07
   520    2.56832E+03    6.94771E+00    6.71497E-02   -3.67938E+01    1.81641E-08    3.19313E-06    5.05644E-07
   521    2.57191E+03    6.92383E+00    6.73425E-02   -3.55523E+01    1.81133E-08    3.17688E-06    4.88451E-07
   522    2.57526E+03    6.90476E+00    6.75347E-02   -3.43032E+01    1.80626E-08    3.16208E-06    4.71360E-07
   523    2.57838E+03    6.89053E+00    6.77263E-02   -3.30474E+01    1.80122E-08    3.14872E-06    4.54370E-07
   524    2.58127E+03    6.88117E+00    6.79171E-02   -3.17857E+01    1.79619E-08    3.13677E-06    4.37477E-07
   525    2.58392E+03    6.87672E+00    6.81071E-02   -3.05188E+01    1.79119E-08    3.12622E-06    4.20677E-07
   526    2.58635E+03    6.87720E+00    6.82964E-02   -2.92472E+01    1.78620E-08    3.11705E-06    4.03967E-07
   527    2.58855E+03    6.88264E+00    6.84848E-02   -2.79718E+01    1.78124E-08    3.10924E-06    3.87345E-07
   528    2.59052E+03    6.89308E+00    6.86724E-02   -2.66934E+01    1.77630E-08    3.10278E-06    3.70807E-07
   529    2.59225E+03    6.90853E+00    6.88590E-02   -2.54126E+01    1.77138E-08    3.09763E-06    3.54350E-07
   530    2.59376E+03    6.92903E+00    6.90448E-02   -2.41302E+01    1.76648E-08    3.09380E-06    3.37970E-07
   531    2.59504E+03    6.95460E+00    6.92296E-02   -2.28469E+01    1.76159E-08    3.09125E-06    3.21665E-07
   532    2.59609E+03    6.98524E+00    6.94134E-02   -2.15637E+01    1.75673E-08    3.08997E-06    3.05432E-07
   533    2.59691E+03    7.02099E+00    6.95962E-02   -2.02812E+01    1.75189E-08    3.08994E-06    2.89266E-07
   534    2.59749E+03    7.06184E+00    6.97779E-02   -1.90002E+01    1.74707E-08    3.09115E-06    2.73166E-07
   535    2.59785E+03    7.10784E+00    6.99585E-02   -1.77215E+01    1.74226E-08    3.09357E-06    2.57127E-07
   536    2.59797E+03    7.15899E+00    7.01381E-02   -1.64460E+01    1.73748E-08    3.09718E-06    2.41147E-07
   537    2.59787E+03    7.21529E+00    7.03165E-02   -1.51742E+01    1.73272E-08    3.10198E-06    2.25223E-07
   538    2.59753E+03    7.27676E+00    7.04937E-02   -1.39070E+01    1.72797E-08    3.10793E-06    2.09351E-07
   539    2.59698E+03    7.34338E+00    7.06698E-02   -1.26451E+01    1.72325E-08    3.11503E-06    1.93527E-07
   540    2.59619E+03    7.41517E+00    7.08446E-02   -1.13891E+01    1.71854E-08    3.12325E-06    1.77750E-07
   541    2.59518E+03    7.49212E+00    7.10181E-02   -1.01399E+01    1.71386E-08    3.13257E-06    1.62016E-07
   542    2.59395E+03    7.57424E+00    7.11904E-02   -8.89821E+00    1.70919E-08    3.14298E-06    1.46321E-07
   543    2.59249E+03    7.66153E+00    7.13614E-02   -7.66464E+00    1.70454E-08    3.15446E-06    1.30662E-07
   544    2.59081E+03    7.75397E+00    7.15311E-02   -6.43995E+00    1.69991E-08    3.16699E-06    1.15036E-07
   545    2.58892E+03    7.85154E+00    7.16994E-02   -5.22478E+00    1.69530E-08    3.18055E-06    9.94410E-08
   546    2.58681E+03    7.95424E+00    7.18664E-02   -4.01981E+00    1.69071E-08    3.19512E-06    8.38724E-08
   547    2.58448E+03    8.06205E+00    7.20320E-02   -2.82571E+00    1.68614E-08    3.21069E-06    6.83274E-08
   548    2.58194E+03    8.17488E+00    7.21961E-02   -1.64314E+00    1.68158E-08    3.22724E-06    5.28029E-08
   549    2.57918E+03    8.29289E+00    7.23588E-02   -4.72771E-01    1.67705E-08    3.24474E-06    3.72956E-08
   550    2.57621E+03    8.41584E+00    7.25201E-02    6.84723E-01    1.67253E-08    3.26319E-06    2.18024E-08
   551    2.57304E+03    8.54389E+00    7.26799E-02    1.82865E+00    1.66803E-08    3.28256E-06    6.32110E-09
   552    2.56965E+03    8.67689E+00    7.28382E-02    2.95833E+00    1.66355E-08    3.30284E-06   -9.14712E-09
   553    2.56607E+03    8.81483E+00    7.29950E-02    4.07306E+00    1.65908E-08    3.32402E-06   -2.46000E-08
   554    2.56229E+03    8.95771E+00    7.31503E-02    5.17217E+00    1.65464E-08    3.34609E-06   -4.00354E-08
   555    2.55831E+03    9.10546E+00    7.33041E-02    6.25496E+00    1.65021E-08    3.36904E-06   -5.54509E-08
   556    2.55413E+03    9.25807E+00    7.34563E-02    7.32073E+00    1.64580E-08    3.39286E-06   -7.08446E-08
   557    2.54977E+03    9.41547E+00    7.36070E-02    8.36886E+00    1.64141E-08    3.41754E-06   -8.62140E-08
   558    2.54522E+03    9.57766E+00    7.37562E-02    9.39865E+00    1.63703E-08    3.44307E-06   -1.01557E-07
   559    2.54048E+03    9.74457E+00    7.39037E-02    1.04096E+01    1.63268E-08    3.46944E-06   -1.16872E-07
   560    2.53556E+03    9.91619E+00    7.40498E-02    1.14010E+01    1.62834E-08    3.49663E-06   -1.32155E-07
   561    2.53047E+03    1.00924E+01    7.41942E-02    1.23724E+01    1.62402E-08    3.52463E-06   -1.47406E-07
   562    2.52519E+03    1.02732E+01    7.43371E-02    1.33231E+01    1.61972E-08    3.55345E-06   -1.62621E-07
   563    2.51975E+03    1.04585E+01    7.44784E-02    1.42526E+01    1.61543E-08    3.58306E-06   -1.77799E-07
   564    2.51413E+03    1.06483E+01    7.46181E-02    1.51602E+01    1.61116E-08    3.61345E-06   -1.92938E-07
   565    2.50835E+03    1.08425E+01    7.47561E-02    1.60455E+01    1.60691E-08    3.64461E-06   -2.08034E-07
   566    2.50239E+03    1.10411E+01    7.48926E-02    1.69080E+01    1.60267E-08    3.67654E-06   -2.23087E-07
   567    2.49628E+03    1.12439E+01    7.50275E-02    1.77471E+01    1.59846E-08    3.70922E-06   -2.38093E-07
   568    2.49001E+03    1.14509E+01    7.51608E-02    1.85623E+01    1.59426E-08    3.74265E-06   -2.53051E-07
   569    2.48358E+03    1.16622E+01    7.52924E-02    1.93531E+01    1.59007E-08    3.77680E-06   -2.67958E-07
   570    2.47700E+03    1.18775E+01    7.54225E-02    2.01191E+01    1.58590E-08    3.81168E-06   -2.82812E-07
   571    2.47027E+03    1.20968E+01    7.55509E-02    2.08597E+01    1.58175E-08    3.84726E-06   -2.97611E-07
   572    2.46339E+03    1.23200E+01    7.56777E-02    2.15746E+01    1.57762E-08    3.88355E-06   -3.12353E-07
   573    2.45638E+03    1.25471E+01    7.58029E-02    2.22633E+01    1.57350E-08    3.92053E-06   -3.27035E-07
   574    2.44922E+03    1.27781E+01    7.59264E-02    2.29254E+01    1.56940E-08    3.95818E-06   -3.41656E-07
   575    2.44194E+03    1.30127E+01    7.60483E-02    2.35607E+01    1.56532E-08    3.99650E-06   -3.56212E-07
   576    2.43453E+03    1.32509E+01    7.61686E-02    2.41687E+01    1.56125E-08    4.03548E-06   -3.70703E-07
   577    2.42700E+03    1.34927E+01    7.62873E-02    2.47490E+01    1.55720E-08    4.07510E-06   -3.85125E-07
   578    2.41936E+03    1.37379E+01    7.64043E-02    2.53012E+01    1.55316E-08    4.11536E-06   -3.99476E-07
   579    2.41160E+03    1.39866E+01    7.65197E-02    2.58251E+01    1.54915E-08    4.15625E-06   -4.13755E-07
   580    2.40374E+03    1.42385E+01    7.66335E-02    2.63202E+01    1.54514E-08    4.19775E-06   -4.27959E-07
   581    2.39578E+03    1.44937E+01    7.67457E-02    2.67862E+01    1.54116E-08    4.23985E-06   -4.42085E-07
   582    2.38773E+03    1.47519E+01    7.68563E-02    2.72227E+01    1.53718E-08    4.28255E-06   -4.56132E-07
   583    2.37957E+03    1.50132E+01    7.69652E-02    2.76294E+01    1.53323E-08    4.32583E-06   -4.70098E-07
   584    2.37133E+03    1.52774E+01    7.70726E-02    2.80059E+01    1.52929E-08    4.36968E-06   -4.83980E-07
   585    2.36301E+03    1.55444E+01    7.71783E-02    2.83520E+01    1.52537E-08    4.41410E-06   -4.97776E-07
   586    2.35461E+03    1.58141E+01    7.72825E-02    2.86672E+01    1.52146E-08    4.45907E-06   -5.11483E-07
   587    2.34613E+03    1.60865E+01    7.73850E-02    2.89515E+01    1.51756E-08    4.50458E-06   -5.25100E-07
   588    2.33758E+03    1.63614E+01    7.74860E-02    2.92046E+01    1.51369E-08    4.55061E-06   -5.38624E-07
   589    2.32897E+03    1.66388E+01    7.75853E-02    2.94263E+01    1.50983E-08    4.59717E-06   -5.52054E-07
   590    2.32029E+03    1.69184E+01    7.76832E-02    2.96163E+01    1.50598E-08    4.64424E-06   -5.65387E-07
   591    2.31157E+03    1.72003E+01    7.77794E-02    2.97746E+01    1.50215E-08    4.69180E-06   -5.78620E-07
   592    2.30278E+03    1.74844E+01    7.78741E-02    2.99006E+01    1.49833E-08    4.73985E-06   -5.91752E-07
   593    2.29396E+03    1.77704E+01    7.79672E-02    2.99944E+01    1.49453E-08    4.78838E-06   -6.04780E-07
   594    2.28508E+03    1.80583E+01    7.80589E-02    3.00559E+01    1.49074E-08    4.83738E-06   -6.17702E-07
   595    2.27617E+03    1.83480E+01    7.81490E-02    3.00849E+01    1.48697E-08    4.88683E-06   -6.30516E-07
   596    2.26723E+03    1.86394E+01    7.82375E-02    3.00814E+01    1.48322E-08    4.93672E-06   -6.43220E-07
   597    2.25826E+03    1.89324E+01    7.83246E-02    3.00450E+01    1.47947E-08    4.98705E-06   -6.55811E-07
   598    2.24926E+03    1.92268E+01    7.84102E-02    2.99758E+01    1.47575E-08    5.03781E-06   -6.68287E-07
   599    2.24024E+03    1.95226E+01    7.84943E-02    2.98737E+01    1.47204E-08    5.08898E-06   -6.80647E-07
   600    2.23120E+03    1.98196E+01    7.85770E-02    2.97386E+01    1.46834E-08    5.14055E-06   -6.92887E-07
   601    2.22216E+03    2.01177E+01    7.86582E-02    2.95705E+01    1.46465E-08    5.19252E-06   -7.05007E-07
   602    2.21310E+03    2.04168E+01    7.87380E-02    2.93696E+01    1.46099E-08    5.24486E-06   -7.17004E-07
   603    2.20405E+03    2.07168E+01    7.88164E-02    2.91357E+01    1.45733E-08    5.29758E-06   -7.28878E-07
   604    2.19500E+03    2.10175E+01    7.88934E-02    2.88689E+01    1.45369E-08    5.35065E-06   -7.40630E-07
   605    2.18595E+03    2.13189E+01    7.89691E-02    2.85692E+01    1.45006E-08    5.40407E-06   -7.52257E-07
   606    2.17692E+03    2.16208E+01    7.90434E-02    2.82367E+01    1.44645E-08    5.45783E-06   -7.63760E-07
   607    2.16789E+03    2.19232E+01    7.91164E-02    2.78714E+01    1.44285E-08    5.51192E-06   -7.75137E-07
   608    2.15889E+03    2.22259E+01    7.91882E-02    2.74734E+01    1.43927E-08    5.56632E-06   -7.86388E-07
   609    2.14993E+03    2.25288E+01    7.92586E-02    2.70429E+01    1.43570E-08    5.62102E-06   -7.97513E-07
   610    2.14098E+03    2.28317E+01    7.93279E-02    2.65798E+01    1.43214E-08    5.67602E-06   -8.08511E-07
   611    2.13207E+03    2.31344E+01    7.93959E-02    2.60844E+01    1.42860E-08    5.73129E-06   -8.19381E-07
   612    2.12320E+03    2.34370E+01    7.94628E-02    2.55566E+01    1.42507E-08    5.78684E-06   -8.30122E-07
   613    2.11437E+03    2.37392E+01    7.95285E-02    2.49966E+01    1.42156E-08    5.84265E-06   -8.40734E-07
   614    2.10559E+03    2.40410E+01    7.95931E-02    2.44047E+01    1.41806E-08    5.89870E-06   -8.51216E-07
   615    2.09686E+03    2.43422E+01    7.96565E-02    2.37811E+01    1.41457E-08    5.95499E-06   -8.61567E-07
   616    2.08819E+03    2.46428E+01    7.97190E-02    2.31261E+01    1.41110E-08    6.01151E-06   -8.71787E-07
   617    2.07958E+03    2.49426E+01    7.97803E-02    2.24400E+01    1.40764E-08    6.06824E-06   -8.81876E-07
   618    2.07103E+03    2.52416E+01    7.98407E-02    2.17231E+01    1.40419E-08    6.12518E-06   -8.91832E-07
   619    2.06256E+03    2.55395E+01    7.99001E-02    2.09757E+01    1.40076E-08    6.18230E-06   -9.01654E-07
   620    2.05416E+03    2.58364E+01    7.99586E-02    2.01979E+01    1.39734E-08    6.23961E-06   -9.11343E-07
   621    2.04584E+03    2.61321E+01    8.00161E-02    1.93902E+01    1.39393E-08    6.29709E-06   -9.20898E-07
   622    2.03761E+03    2.64263E+01    8.00728E-02    1.85528E+01    1.39053E-08    6.35473E-06   -9.30317E-07
   623    2.02946E+03    2.67192E+01    8.01286E-02    1.76860E+01    1.38715E-08    6.41252E-06   -9.39601E-07
   624    2.02140E+03    2.70105E+01    8.01836E-02    1.67901E+01    1.38379E-08    6.47044E-06   -9.48748E-07
   625    2.01344E+03    2.73002E+01    8.02378E-02    1.58654E+01    1.38043E-08    6.52849E-06   -9.57758E-07
   626    2.00558E+03    2.75879E+01    8.02913E-02    1.49123E+01    1.37709E-08    6.58666E-06   -9.66630E-07
   627    1.99781E+03    2.78738E+01    8.03440E-02    1.39309E+01    1.37376E-08    6.64492E-06   -9.75364E-07
   628    1.99016E+03    2.81575E+01    8.03960E-02    1.29217E+01    1.37044E-08    6.70329E-06   -9.83959E-07
   629    1.98261E+03    2.84391E+01    8.04474E-02    1.18851E+01    1.36714E-08    6.76173E-06   -9.92414E-07
   630    1.97518E+03    2.87184E+01    8.04982E-02    1.08215E+01    1.36385E-08    6.82024E-06   -1.00073E-06
   631    1.96787E+03    2.89953E+01    8.05484E-02    9.73138E+00    1.36057E-08    6.87881E-06   -1.00890E-06
   632    1.96066E+03    2.92697E+01    8.05981E-02    8.61515E+00    1.35730E-08    6.93743E-06   -1.01693E-06
   633    1.95359E+03    2.95414E+01    8.06472E-02    7.47314E+00    1.35405E-08    6.99609E-06   -1.02482E-06
   634    1.94665E+03    2.98104E+01    8.06958E-02    6.30585E+00    1.35081E-08    7.05477E-06   -1.03257E-06
   635    1.93983E+03    3.00766E+01    8.07440E-02    5.11378E+00    1.34758E-08    7.11347E-06   -1.04017E-06
   636    1.93315E+03    3.03397E+01    8.07918E-02    3.89738E+00    1.34437E-08    7.17217E-06   -1.04763E-06
   637    1.92660E+03    3.05999E+01    8.08391E-02    2.65716E+00    1.34116E-08    7.23087E-06   -1.05495E-06
   638    1.92019E+03    3.08568E+01    8.08862E-02    1.39363E+00    1.33797E-08    7.28954E-06   -1.06211E-06
   639    1.91393E+03    3.11105E+01    8.09329E-02    1.07261E-01    1.33479E-08    7.34819E-06   -1.06914E-06
   640    1.90781E+03    3.13609E+01    8.09793E-02   -1.20144E+00    1.33162E-08    7.40679E-06   -1.07601E-06
   641    1.90184E+03    3.16077E+01    8.10255E-02   -2.53196E+00    1.32847E-08    7.46535E-06   -1.08274E-06
   642    1.89601E+03    3.18510E+01    8.10714E-02   -3.88374E+00    1.32532E-08    7.52384E-06   -1.08932E-06
   643    1.89035E+03    3.20906E+01    8.11172E-02   -5.25619E+00    1.32219E-08    7.58226E-06   -1.09575E-06
   644    1.88483E+03    3.23264E+01    8.11628E-02   -6.64873E+00    1.31907E-08    7.64059E-06   -1.10203E-06
   645    1.87947E+03    3.25583E+01    8.12083E-02   -8.06078E+00    1.31596E-08    7.69883E-06   -1.10816E-06
   646    1.87428E+03    3.27862E+01    8.12537E-02   -9.49178E+00    1.31287E-08    7.75695E-06   -1.11414E-06
   647    1.86925E+03    3.30099E+01    8.12991E-02   -1.09411E+01    1.30978E-08    7.81496E-06   -1.11997E-06
   648    1.86438E+03    3.32294E+01    8.13444E-02   -1.24082E+01    1.30671E-08    7.87284E-06   -1.12564E-06
   649    1.85968E+03    3.34446E+01    8.13898E-02   -1.38923E+01    1.30365E-08    7.93059E-06   -1.13116E-06
   650    1.85515E+03    3.36554E+01    8.14352E-02   -1.53930E+01    1.30060E-08    7.98818E-06   -1.13653E-06
   651    1.85079E+03    3.38618E+01    8.14806E-02   -1.69096E+01    1.29756E-08    8.04560E-06   -1.14175E-06
   652    1.84660E+03    3.40637E+01    8.15262E-02   -1.84412E+01    1.29453E-08    8.10286E-06   -1.14681E-06
   653    1.84258E+03    3.42611E+01    8.15719E-02   -1.99875E+01    1.29151E-08    8.15993E-06   -1.15172E-06
   654    1.83875E+03    3.44539E+01    8.16177E-02   -2.15477E+01    1.28851E-08    8.21682E-06   -1.15647E-06
   655    1.83510E+03    3.46419E+01    8.16637E-02   -2.31213E+01    1.28551E-08    8.27351E-06   -1.16108E-06
   656    1.83162E+03    3.48253E+01    8.17099E-02   -2.47073E+01    1.28253E-08    8.32999E-06   -1.16553E-06
   657    1.82832E+03    3.50039E+01    8.17563E-02   -2.63054E+01    1.27956E-08    8.38626E-06   -1.16983E-06
   658    1.82521E+03    3.51776E+01    8.18030E-02   -2.79146E+01    1.27660E-08    8.44230E-06   -1.17398E-06
   659    1.82229E+03    3.53462E+01    8.18500E-02   -2.95345E+01    1.27365E-08    8.49811E-06   -1.17798E-06
   660    1.81955E+03    3.55099E+01    8.18972E-02   -3.11642E+01    1.27071E-08    8.55368E-06   -1.18182E-06
   661    1.81699E+03    3.56684E+01    8.19447E-02   -3.28030E+01    1.26778E-08    8.60900E-06   -1.18552E-06
   662    1.81463E+03    3.58216E+01    8.19926E-02   -3.44504E+01    1.26487E-08    8.66407E-06   -1.18907E-06
   663    1.81245E+03    3.59696E+01    8.20409E-02   -3.61055E+01    1.26196E-08    8.71886E-06   -1.19247E-06
   664    1.81046E+03    3.61123E+01    8.20895E-02   -3.77677E+01    1.25906E-08    8.77338E-06   -1.19572E-06
   665    1.80866E+03    3.62496E+01    8.21386E-02   -3.94362E+01    1.25618E-08    8.82761E-06   -1.19883E-06
   666    1.80705E+03    3.63815E+01    8.21880E-02   -4.11105E+01    1.25330E-08    8.88155E-06   -1.20178E-06
   667    1.80562E+03    3.65079E+01    8.22380E-02   -4.27896E+01    1.25044E-08    8.93519E-06   -1.20459E-06
   668    1.80440E+03    3.66288E+01    8.22884E-02   -4.44729E+01    1.24759E-08    8.98852E-06   -1.20725E-06
   669    1.80336E+03    3.67440E+01    8.23393E-02   -4.61597E+01    1.24474E-08    9.04152E-06   -1.20977E-06
   670    1.80252E+03    3.68537E+01    8.23907E-02   -4.78493E+01    1.24191E-08    9.09420E-06   -1.21214E-06
   671    1.80187E+03    3.69578E+01    8.24427E-02   -4.95410E+01    1.23909E-08    9.14654E-06   -1.21436E-06
   672    1.80140E+03    3.70560E+01    8.24952E-02   -5.12341E+01    1.23628E-08    9.19854E-06   -1.21644E-06
   673    1.80113E+03    3.71486E+01    8.25483E-02   -5.29278E+01    1.23348E-08    9.25018E-06   -1.21838E-06
   674    1.80105E+03    3.72354E+01    8.26020E-02   -5.46214E+01    1.23069E-08    9.30146E-06   -1.22017E-06
   675    1.80117E+03    3.73164E+01    8.26563E-02   -5.63143E+01    1.22790E-08    9.35236E-06   -1.22181E-06
   676    1.80148E+03    3.73916E+01    8.27113E-02   -5.80056E+01    1.22513E-08    9.40289E-06   -1.22332E-06
   677    1.80197E+03    3.74609E+01    8.27670E-02   -5.96947E+01    1.22237E-08    9.45302E-06   -1.22468E-06
   678    1.80265E+03    3.75243E+01    8.28233E-02   -6.13808E+01    1.21962E-08    9.50276E-06   -1.22590E-06
   679    1.80353E+03    3.75817E+01    8.28804E-02   -6.30630E+01    1.21688E-08    9.55209E-06   -1.22698E-06
   680    1.80460E+03    3.76331E+01    8.29381E-02   -6.47407E+01    1.21415E-08    9.60101E-06   -1.22791E-06
   681    1.80585E+03    3.76784E+01    8.29966E-02   -6.64130E+01    1.21143E-08    9.64950E-06   -1.22871E-06
   682    1.80728E+03    3.77177E+01    8.30559E-02   -6.80792E+01    1.20872E-08    9.69756E-06   -1.22936E-06
   683    1.80890E+03    3.77508E+01    8.31159E-02   -6.97385E+01    1.20602E-08    9.74517E-06   -1.22988E-06
   684    1.81071E+03    3.77779E+01    8.31768E-02   -7.13903E+01    1.20333E-08    9.79234E-06   -1.23025E-06
   685    1.81270E+03    3.77989E+01    8.32384E-02   -7.30340E+01    1.20064E-08    9.83904E-06   -1.23048E-06
   686    1.81487E+03    3.78138E+01    8.33009E-02   -7.46685E+01    1.19797E-08    9.88528E-06   -1.23058E-06
   687    1.81722E+03    3.78228E+01    8.33643E-02   -7.62939E+01    1.19531E-08    9.93104E-06   -1.23054E-06
   688    1.81975E+03    3.78257E+01    8.34285E-02   -7.79095E+01    1.19266E-08    9.97632E-06   -1.23036E-06
   689    1.82247E+03    3.78226E+01    8.34935E-02   -7.95140E+01    1.19001E-08    1.00211E-05   -1.23004E-06
   690    1.82536E+03    3.78137E+01    8.35595E-02   -8.11065E+01    1.18738E-08    1.00654E-05   -1.22959E-06
   691    1.82842E+03    3.77988E+01    8.36264E-02   -8.26873E+01    1.18475E-08    1.01092E-05   -1.22900E-06
   692    1.83166E+03    3.77780E+01    8.36942E-02   -8.42555E+01    1.18214E-08    1.01524E-05   -1.22827E-06
   693    1.83507E+03    3.77513E+01    8.37629E-02   -8.58104E+01    1.17953E-08    1.01951E-05   -1.22740E-06
   694    1.83865E+03    3.77187E+01    8.38326E-02   -8.73506E+01    1.17693E-08    1.02373E-05   -1.22641E-06
   695    1.84240E+03    3.76802E+01    8.39033E-02   -8.88763E+01    1.17434E-08    1.02789E-05   -1.22527E-06
   696    1.84631E+03    3.76357E+01    8.39749E-02   -9.03858E+01    1.17177E-08    1.03200E-05   -1.22400E-06
   697    1.85039E+03    3.75854E+01    8.40475E-02   -9.18793E+01    1.16920E-08    1.03605E-05   -1.22260E-06
   698    1.85462E+03    3.75292E+01    8.41211E-02   -9.33553E+01    1.16663E-08    1.04005E-05   -1.22107E-06
   699    1.85902E+03    3.74672E+01    8.41957E-02   -9.48139E+01    1.16408E-08    1.04398E-05   -1.21940E-06
   700    1.86357E+03    3.73994E+01    8.42713E-02   -9.62544E+01    1.16154E-08    1.04786E-05   -1.21760E-06
   701    1.86828E+03    3.73259E+01    8.43479E-02   -9.76760E+01    1.15901E-08    1.05168E-05   -1.21566E-06
   702    1.87313E+03    3.72466E+01    8.44255E-02   -9.90781E+01    1.15648E-08    1.05544E-05   -1.21360E-06
   703    1.87813E+03    3.71617E+01    8.45042E-02   -1.00461E+02    1.15396E-08    1.05913E-05   -1.21140E-06
   704    1.88328E+03    3.70711E+01    8.45839E-02   -1.01822E+02    1.15146E-08    1.06277E-05   -1.20908E-06
   705    1.88856E+03    3.69750E+01    8.46647E-02   -1.03162E+02    1.14896E-08    1.06635E-05   -1.20662E-06
