#    L    TT             EE             BB             TE             PP             PT             PE         
  1549    5.37188E+02    1.74126E+01    7.92051E-02    5.74322E+00    3.18913E-09    1.16990E-06    1.48919E-07
  1550    5.34317E+02    1.75101E+01    7.91191E-02    5.64046E+00    3.18561E-09    1.15971E-06    1.50140E-07
  1551    5.31463E+02    1.76068E+01    7.90332E-02    5.52923E+00    3.18208E-09    1.14954E-06    1.51338E-07
  1552    5.28628E+02    1.77026E+01    7.89471E-02    5.40958E+00    3.17857E-09    1.13939E-06    1.52515E-07
  1553    5.25812E+02    1.77976E+01    7.88611E-02    5.28171E+00    3.17506E-09    1.12926E-06    1.53669E-07
  1554    5.23016E+02    1.78917E+01    7.87751E-02    5.14560E+00    3.17155E-09    1.11915E-06    1.54802E-07
  1555    5.20240E+02    1.79848E+01    7.86892E-02    5.00145E+00    3.16805E-09    1.10906E-06    1.55912E-07
  1556    5.17484E+02    1.80768E+01    7.86032E-02    4.84930E+00    3.16456E-09    1.09900E-06    1.57001E-07
  1557    5.14750E+02    1.81679E+01    7.85173E-02    4.68935E+00    3.16107E-09    1.08896E-06    1.58068E-07
  1558    5.12038E+02    1.82578E+01    7.84314E-02    4.52165E+00    3.15759E-09    1.07895E-06    1.59113E-07
  1559    5.09349E+02    1.83467E+01    7.83456E-02    4.34638E+00    3.15412E-09    1.06896E-06    1.60136E-07
  1560    5.06682E+02    1.84344E+01    7.82598E-02    4.16353E+00    3.15064E-09    1.05900E-06    1.61138E-07
  1561    5.04038E+02    1.85208E+01    7.81742E-02    3.97343E+00    3.14718E-09    1.04906E-06    1.62117E-07
  1562    5.01419E+02    1.86061E+01    7.80886E-02    3.77605E+00    3.14372E-09    1.03915E-06    1.63076E-07
  1563    4.98823E+02    1.86900E+01    7.80031E-02    3.57158E+00    3.14027E-09    1.02927E-06    1.64012E-07
  1564    4.96252E+02    1.87727E+01    7.79177E-02    3.36013E+00    3.13682E-09    1.01942E-06    1.64927E-07
  1565    4.93706E+02    1.88541E+01    7.78325E-02    3.14191E+00    3.13338E-09    1.00960E-06    1.65821E-07
  1566    4.91187E+02    1.89340E+01    7.77474E-02    2.91693E+00    3.12994E-09    9.99816E-07    1.66693E-07
  1567    4.88692E+02    1.90126E+01    7.76624E-02    2.68541E+00    3.12651E-09    9.90059E-07    1.67544E-07
  1568    4.86224E+02    1.90897E+01    7.75775E-02    2.44736E+00    3.12309E-09    9.80334E-07    1.68373E-07
  1569    4.83783E+02    1.91653E+01    7.74929E-02    2.20306E+00    3.11967E-09    9.70643E-07    1.69181E-07
  1570    4.81368E+02    1.92394E+01    7.74083E-02    1.95261E+00    3.11625E-09    9.60985E-07    1.69968E-07
  1571    4.78981E+02    1.93119E+01    7.73240E-02    1.69609E+00    3.11284E-09    9.51362E-07    1.70734E-07
  1572    4.76621E+02    1.93828E+01    7.72398E-02    1.43364E+00    3.10944E-09    9.41775E-07    1.71478E-07
  1573    4.74289E+02    1.94522E+01    7.71559E-02    1.16544E+00    3.10604E-09    9.32224E-07    1.72201E-07
  1574    4.71986E+02    1.95198E+01    7.70721E-02    8.91653E-01    3.10265E-09    9.22709E-07    1.72903E-07
  1575    4.69712E+02    1.95858E+01    7.69886E-02    6.12439E-01    3.09927E-09    9.13233E-07    1.73584E-07
  1576    4.67466E+02    1.96501E+01    7.69053E-02    3.27978E-01    3.09589E-09    9.03796E-07    1.74245E-07
  1577    4.65250E+02    1.97127E+01    7.68222E-02    3.84123E-02    3.09251E-09    8.94397E-07    1.74884E-07
  1578    4.63063E+02    1.97737E+01    7.67393E-02   -2.56069E-01    3.08914E-09    8.85039E-07    1.75502E-07
  1579    4.60907E+02    1.98328E+01    7.66567E-02   -5.55323E-01    3.08578E-09    8.75722E-07    1.76099E-07
  1580    4.58781E+02    1.98901E+01    7.65743E-02   -8.59194E-01    3.08242E-09    8.66446E-07    1.76676E-07
  1581    4.56686E+02    1.99457E+01    7.64922E-02   -1.16753E+00    3.07906E-09    8.57213E-07    1.77231E-07
  1582    4.54621E+02    1.99995E+01    7.64104E-02   -1.48019E+00    3.07572E-09    8.48023E-07    1.77766E-07
  1583    4.52588E+02    2.00513E+01    7.63288E-02   -1.79702E+00    3.07237E-09    8.38877E-07    1.78280E-07
  1584    4.50585E+02    2.01014E+01    7.62475E-02   -2.11788E+00    3.06904E-09    8.29776E-07    1.78774E-07
  1585    4.48612E+02    2.01494E+01    7.61666E-02   -2.44261E+00    3.06570E-09    8.20721E-07    1.79247E-07
  1586    4.46672E+02    2.01956E+01    7.60859E-02   -2.77109E+00    3.06238E-09    8.11712E-07    1.79699E-07
  1587    4.44763E+02    2.02399E+01    7.60055E-02   -3.10313E+00    3.05906E-09    8.02749E-07    1.80131E-07
  1588    4.42885E+02    2.02821E+01    7.59254E-02   -3.43858E+00    3.05574E-09    7.93835E-07    1.80543E-07
  1589    4.41039E+02    2.03224E+01    7.58457E-02   -3.77729E+00    3.05243E-09    7.84970E-07    1.80934E-07
  1590    4.39225E+02    2.03606E+01    7.57663E-02   -4.11909E+00    3.04913E-09    7.76154E-07    1.81304E-07
  1591    4.37443E+02    2.03969E+01    7.56872E-02   -4.46383E+00    3.04583E-09    7.67388E-07    1.81654E-07
  1592    4.35693E+02    2.04311E+01    7.56085E-02   -4.81133E+00    3.04253E-09    7.58673E-07    1.81984E-07
  1593    4.33975E+02    2.04633E+01    7.55301E-02   -5.16146E+00    3.03925E-09    7.50009E-07    1.82294E-07
  1594    4.32289E+02    2.04934E+01    7.54520E-02   -5.51403E+00    3.03596E-09    7.41399E-07    1.82584E-07
  1595    4.30635E+02    2.05213E+01    7.53743E-02   -5.86890E+00    3.03268E-09    7.32841E-07    1.82853E-07
  1596    4.29013E+02    2.05473E+01    7.52970E-02   -6.22588E+00    3.02941E-09    7.24338E-07    1.83102E-07
  1597    4.27424E+02    2.05711E+01    7.52201E-02   -6.58483E+00    3.02614E-09    7.15889E-07    1.83331E-07
  1598    4.25867E+02    2.05928E+01    7.51435E-02   -6.94558E+00    3.02288E-09    7.07496E-07    1.83540E-07
  1599    4.24341E+02    2.06124E+01    7.50673E-02   -7.30797E+00    3.01963E-09    6.99160E-07    1.83729E-07
  1600    4.22849E+02    2.06299E+01    7.49915E-02   -7.67183E+00    3.01637E-09    6.90881E-07    1.83898E-07
  1601    4.21388E+02    2.06452E+01    7.49161E-02   -8.03702E+00    3.01313E-09    6.82659E-07    1.84048E-07
  1602    4.19960E+02    2.06584E+01    7.48411E-02   -8.40338E+00    3.00989E-09    6.74495E-07    1.84177E-07
  1603    4.18563E+02    2.06694E+01    7.47665E-02   -8.77076E+00    3.00665E-09    6.66390E-07    1.84287E-07
  1604    4.17199E+02    2.06783E+01    7.46922E-02   -9.13901E+00    3.00342E-09    6.58343E-07    1.84377E-07
  1605    4.15867E+02    2.06849E+01    7.46185E-02   -9.50801E+00    3.00019E-09    6.50355E-07    1.84448E-07
  1606    4.14566E+02    2.06894E+01    7.45451E-02   -9.87756E+00    2.99697E-09    6.42426E-07    1.84499E-07
  1607    4.13297E+02    2.06917E+01    7.44721E-02   -1.02475E+01    2.99376E-09    6.34555E-07    1.84531E-07
  1608    4.12059E+02    2.06918E+01    7.43996E-02   -1.06177E+01    2.99055E-09    6.26743E-07    1.84545E-07
  1609    4.10853E+02    2.06896E+01    7.43275E-02   -1.09880E+01    2.98734E-09    6.18991E-07    1.84539E-07
  1610    4.09679E+02    2.06853E+01    7.42558E-02   -1.13582E+01    2.98414E-09    6.11298E-07    1.84514E-07
  1611    4.08535E+02    2.06790E+01    7.41846E-02   -1.17281E+01    2.98095E-09    6.03664E-07    1.84471E-07
  1612    4.07424E+02    2.06704E+01    7.41137E-02   -1.20977E+01    2.97776E-09    5.96090E-07    1.84409E-07
  1613    4.06342E+02    2.06597E+01    7.40434E-02   -1.24666E+01    2.97458E-09    5.88576E-07    1.84328E-07
  1614    4.05292E+02    2.06469E+01    7.39734E-02   -1.28348E+01    2.97140E-09    5.81122E-07    1.84229E-07
  1615    4.04272E+02    2.06321E+01    7.39040E-02   -1.32021E+01    2.96822E-09    5.73728E-07    1.84112E-07
  1616    4.03284E+02    2.06151E+01    7.38349E-02   -1.35684E+01    2.96505E-09    5.66394E-07    1.83976E-07
  1617    4.02325E+02    2.05960E+01    7.37664E-02   -1.39336E+01    2.96189E-09    5.59121E-07    1.83823E-07
  1618    4.01396E+02    2.05748E+01    7.36982E-02   -1.42973E+01    2.95873E-09    5.51909E-07    1.83652E-07
  1619    4.00497E+02    2.05515E+01    7.36305E-02   -1.46597E+01    2.95557E-09    5.44757E-07    1.83462E-07
  1620    3.99628E+02    2.05262E+01    7.35633E-02   -1.50204E+01    2.95243E-09    5.37666E-07    1.83256E-07
  1621    3.98788E+02    2.04987E+01    7.34965E-02   -1.53795E+01    2.94928E-09    5.30636E-07    1.83031E-07
  1622    3.97977E+02    2.04692E+01    7.34302E-02   -1.57366E+01    2.94614E-09    5.23667E-07    1.82789E-07
  1623    3.97195E+02    2.04376E+01    7.33644E-02   -1.60918E+01    2.94301E-09    5.16760E-07    1.82530E-07
  1624    3.96441E+02    2.04040E+01    7.32990E-02   -1.64447E+01    2.93988E-09    5.09915E-07    1.82253E-07
  1625    3.95716E+02    2.03683E+01    7.32340E-02   -1.67954E+01    2.93676E-09    5.03131E-07    1.81960E-07
  1626    3.95019E+02    2.03307E+01    7.31695E-02   -1.71437E+01    2.93364E-09    4.96409E-07    1.81649E-07
  1627    3.94349E+02    2.02911E+01    7.31055E-02   -1.74894E+01    2.93052E-09    4.89749E-07    1.81322E-07
  1628    3.93707E+02    2.02495E+01    7.30419E-02   -1.78323E+01    2.92742E-09    4.83151E-07    1.80977E-07
  1629    3.93093E+02    2.02059E+01    7.29788E-02   -1.81724E+01    2.92431E-09    4.76615E-07    1.80616E-07
  1630    3.92504E+02    2.01604E+01    7.29162E-02   -1.85095E+01    2.92121E-09    4.70142E-07    1.80239E-07
  1631    3.91943E+02    2.01130E+01    7.28540E-02   -1.88436E+01    2.91812E-09    4.63732E-07    1.79845E-07
  1632    3.91407E+02    2.00636E+01    7.27922E-02   -1.91745E+01    2.91503E-09    4.57385E-07    1.79435E-07
  1633    3.90897E+02    2.00124E+01    7.27309E-02   -1.95020E+01    2.91195E-09    4.51100E-07    1.79008E-07
  1634    3.90413E+02    1.99592E+01    7.26701E-02   -1.98260E+01    2.90887E-09    4.44879E-07    1.78566E-07
  1635    3.89954E+02    1.99041E+01    7.26097E-02   -2.01466E+01    2.90579E-09    4.38721E-07    1.78108E-07
  1636    3.89519E+02    1.98472E+01    7.25497E-02   -2.04633E+01    2.90272E-09    4.32626E-07    1.77633E-07
  1637    3.89109E+02    1.97885E+01    7.24902E-02   -2.07764E+01    2.89966E-09    4.26595E-07    1.77143E-07
  1638    3.88722E+02    1.97279E+01    7.24312E-02   -2.10855E+01    2.89660E-09    4.20628E-07    1.76638E-07
  1639    3.88360E+02    1.96656E+01    7.23725E-02   -2.13905E+01    2.89354E-09    4.14725E-07    1.76117E-07
  1640    3.88020E+02    1.96016E+01    7.23143E-02   -2.16915E+01    2.89049E-09    4.08885E-07    1.75580E-07
  1641    3.87703E+02    1.95358E+01    7.22566E-02   -2.19882E+01    2.88745E-09    4.03110E-07    1.75028E-07
  1642    3.87409E+02    1.94684E+01    7.21993E-02   -2.22806E+01    2.88441E-09    3.97400E-07    1.74462E-07
  1643    3.87137E+02    1.93993E+01    7.21424E-02   -2.25686E+01    2.88137E-09    3.91754E-07    1.73880E-07
  1644    3.86887E+02    1.93286E+01    7.20859E-02   -2.28520E+01    2.87834E-09    3.86173E-07    1.73283E-07
  1645    3.86658E+02    1.92563E+01    7.20299E-02   -2.31307E+01    2.87531E-09    3.80656E-07    1.72671E-07
  1646    3.86449E+02    1.91823E+01    7.19743E-02   -2.34048E+01    2.87229E-09    3.75205E-07    1.72045E-07
  1647    3.86261E+02    1.91069E+01    7.19191E-02   -2.36741E+01    2.86928E-09    3.69818E-07    1.71404E-07
  1648    3.86093E+02    1.90298E+01    7.18643E-02   -2.39384E+01    2.86626E-09    3.64498E-07    1.70749E-07
  1649    3.85944E+02    1.89513E+01    7.18099E-02   -2.41978E+01    2.86326E-09    3.59242E-07    1.70079E-07
  1650    3.85815E+02    1.88711E+01    7.17559E-02   -2.44520E+01    2.86026E-09    3.54052E-07    1.69395E-07
  1651    3.85703E+02    1.87896E+01    7.17023E-02   -2.47011E+01    2.85726E-09    3.48929E-07    1.68697E-07
  1652    3.85611E+02    1.87067E+01    7.16491E-02   -2.49450E+01    2.85427E-09    3.43871E-07    1.67985E-07
  1653    3.85535E+02    1.86223E+01    7.15963E-02   -2.51836E+01    2.85128E-09    3.38880E-07    1.67260E-07
  1654    3.85478E+02    1.85365E+01    7.15438E-02   -2.54168E+01    2.84829E-09    3.33955E-07    1.66520E-07
  1655    3.85436E+02    1.84494E+01    7.14918E-02   -2.56446E+01    2.84532E-09    3.29098E-07    1.65767E-07
  1656    3.85411E+02    1.83610E+01    7.14401E-02   -2.58669E+01    2.84234E-09    3.24308E-07    1.65000E-07
  1657    3.85402E+02    1.82713E+01    7.13888E-02   -2.60837E+01    2.83937E-09    3.19585E-07    1.64221E-07
  1658    3.85408E+02    1.81804E+01    7.13379E-02   -2.62947E+01    2.83641E-09    3.14931E-07    1.63427E-07
  1659    3.85430E+02    1.80882E+01    7.12873E-02   -2.65002E+01    2.83345E-09    3.10345E-07    1.62621E-07
  1660    3.85466E+02    1.79950E+01    7.12371E-02   -2.66999E+01    2.83049E-09    3.05828E-07    1.61802E-07
  1661    3.85516E+02    1.79005E+01    7.11872E-02   -2.68938E+01    2.82754E-09    3.01379E-07    1.60970E-07
  1662    3.85578E+02    1.78049E+01    7.11377E-02   -2.70819E+01    2.82459E-09    2.97000E-07    1.60125E-07
  1663    3.85655E+02    1.77083E+01    7.10885E-02   -2.72642E+01    2.82165E-09    2.92691E-07    1.59267E-07
  1664    3.85744E+02    1.76107E+01    7.10396E-02   -2.74405E+01    2.81872E-09    2.88451E-07    1.58398E-07
  1665    3.85845E+02    1.75120E+01    7.09911E-02   -2.76108E+01    2.81578E-09    2.84282E-07    1.57515E-07
  1666    3.85958E+02    1.74123E+01    7.09429E-02   -2.77752E+01    2.81286E-09    2.80183E-07    1.56621E-07
  1667    3.86081E+02    1.73118E+01    7.08950E-02   -2.79335E+01    2.80993E-09    2.76155E-07    1.55714E-07
  1668    3.86216E+02    1.72103E+01    7.08474E-02   -2.80857E+01    2.80702E-09    2.72198E-07    1.54796E-07
  1669    3.86360E+02    1.71079E+01    7.08001E-02   -2.82317E+01    2.80410E-09    2.68313E-07    1.53865E-07
  1670    3.86514E+02    1.70047E+01    7.07531E-02   -2.83716E+01    2.80119E-09    2.64499E-07    1.52923E-07
  1671    3.86677E+02    1.69006E+01    7.07064E-02   -2.85053E+01    2.79829E-09    2.60758E-07    1.51969E-07
  1672    3.86849E+02    1.67958E+01    7.06600E-02   -2.86328E+01    2.79539E-09    2.57089E-07    1.51004E-07
  1673    3.87028E+02    1.66902E+01    7.06138E-02   -2.87541E+01    2.79249E-09    2.53493E-07    1.50027E-07
  1674    3.87216E+02    1.65840E+01    7.05679E-02   -2.88691E+01    2.78960E-09    2.49970E-07    1.49039E-07
  1675    3.87411E+02    1.64771E+01    7.05223E-02   -2.89780E+01    2.78672E-09    2.46520E-07    1.48040E-07
  1676    3.87612E+02    1.63697E+01    7.04770E-02   -2.90806E+01    2.78383E-09    2.43144E-07    1.47030E-07
  1677    3.87820E+02    1.62617E+01    7.04319E-02   -2.91770E+01    2.78096E-09    2.39842E-07    1.46009E-07
  1678    3.88035E+02    1.61532E+01    7.03871E-02   -2.92671E+01    2.77808E-09    2.36614E-07    1.44978E-07
  1679    3.88254E+02    1.60443E+01    7.03425E-02   -2.93510E+01    2.77521E-09    2.33461E-07    1.43936E-07
  1680    3.88478E+02    1.59349E+01    7.02981E-02   -2.94287E+01    2.77235E-09    2.30382E-07    1.42883E-07
  1681    3.88707E+02    1.58251E+01    7.02539E-02   -2.95000E+01    2.76949E-09    2.27379E-07    1.41820E-07
  1682    3.88939E+02    1.57150E+01    7.02100E-02   -2.95652E+01    2.76664E-09    2.24452E-07    1.40747E-07
  1683    3.89175E+02    1.56045E+01    7.01663E-02   -2.96240E+01    2.76378E-09    2.21600E-07    1.39663E-07
  1684    3.89414E+02    1.54936E+01    7.01228E-02   -2.96765E+01    2.76094E-09    2.18825E-07    1.38570E-07
  1685    3.89655E+02    1.53825E+01    7.00795E-02   -2.97228E+01    2.75810E-09    2.16126E-07    1.37467E-07
  1686    3.89899E+02    1.52712E+01    7.00364E-02   -2.97628E+01    2.75526E-09    2.13504E-07    1.36354E-07
  1687    3.90144E+02    1.51596E+01    6.99934E-02   -2.97967E+01    2.75243E-09    2.10960E-07    1.35231E-07
  1688    3.90390E+02    1.50479E+01    6.99507E-02   -2.98243E+01    2.74960E-09    2.08492E-07    1.34099E-07
  1689    3.90637E+02    1.49360E+01    6.99081E-02   -2.98457E+01    2.74678E-09    2.06103E-07    1.32957E-07
  1690    3.90884E+02    1.48241E+01    6.98656E-02   -2.98610E+01    2.74396E-09    2.03791E-07    1.31807E-07
  1691    3.91131E+02    1.47121E+01    6.98234E-02   -2.98701E+01    2.74114E-09    2.01558E-07    1.30647E-07
  1692    3.91378E+02    1.46001E+01    6.97812E-02   -2.98731E+01    2.73833E-09    1.99404E-07    1.29478E-07
  1693    3.91622E+02    1.44881E+01    6.97392E-02   -2.98701E+01    2.73552E-09    1.97328E-07    1.28300E-07
  1694    3.91866E+02    1.43762E+01    6.96974E-02   -2.98609E+01    2.73272E-09    1.95332E-07    1.27114E-07
  1695    3.92107E+02    1.42644E+01    6.96556E-02   -2.98456E+01    2.72992E-09    1.93416E-07    1.25919E-07
  1696    3.92346E+02    1.41525E+01    6.96140E-02   -2.98244E+01    2.72713E-09    1.91580E-07    1.24715E-07
  1697    3.92583E+02    1.40409E+01    6.95725E-02   -2.97971E+01    2.72434E-09    1.89824E-07    1.23503E-07
  1698    3.92815E+02    1.39294E+01    6.95311E-02   -2.97638E+01    2.72156E-09    1.88148E-07    1.22283E-07
  1699    3.93043E+02    1.38181E+01    6.94898E-02   -2.97247E+01    2.71877E-09    1.86554E-07    1.21055E-07
  1700    3.93268E+02    1.37072E+01    6.94486E-02   -2.96797E+01    2.71600E-09    1.85041E-07    1.19818E-07
  1701    3.93488E+02    1.35964E+01    6.94074E-02   -2.96288E+01    2.71323E-09    1.83609E-07    1.18574E-07
  1702    3.93703E+02    1.34859E+01    6.93663E-02   -2.95722E+01    2.71046E-09    1.82257E-07    1.17322E-07
  1703    3.93913E+02    1.33759E+01    6.93253E-02   -2.95099E+01    2.70770E-09    1.80983E-07    1.16063E-07
  1704    3.94117E+02    1.32662E+01    6.92844E-02   -2.94421E+01    2.70494E-09    1.79787E-07    1.14797E-07
  1705    3.94316E+02    1.31570E+01    6.92435E-02   -2.93687E+01    2.70218E-09    1.78666E-07    1.13523E-07
  1706    3.94508E+02    1.30483E+01    6.92026E-02   -2.92898E+01    2.69943E-09    1.77619E-07    1.12242E-07
  1707    3.94693E+02    1.29400E+01    6.91617E-02   -2.92055E+01    2.69669E-09    1.76645E-07    1.10955E-07
  1708    3.94871E+02    1.28323E+01    6.91209E-02   -2.91158E+01    2.69394E-09    1.75742E-07    1.09661E-07
  1709    3.95043E+02    1.27251E+01    6.90801E-02   -2.90208E+01    2.69121E-09    1.74909E-07    1.08361E-07
  1710    3.95206E+02    1.26185E+01    6.90393E-02   -2.89206E+01    2.68847E-09    1.74144E-07    1.07055E-07
  1711    3.95362E+02    1.25125E+01    6.89985E-02   -2.88152E+01    2.68574E-09    1.73445E-07    1.05743E-07
  1712    3.95509E+02    1.24071E+01    6.89577E-02   -2.87046E+01    2.68302E-09    1.72812E-07    1.04425E-07
  1713    3.95647E+02    1.23025E+01    6.89169E-02   -2.85891E+01    2.68030E-09    1.72242E-07    1.03102E-07
  1714    3.95776E+02    1.21984E+01    6.88761E-02   -2.84685E+01    2.67758E-09    1.71734E-07    1.01773E-07
  1715    3.95896E+02    1.20952E+01    6.88352E-02   -2.83430E+01    2.67487E-09    1.71287E-07    1.00439E-07
  1716    3.96007E+02    1.19927E+01    6.87943E-02   -2.82128E+01    2.67216E-09    1.70899E-07    9.91008E-08
  1717    3.96107E+02    1.18910E+01    6.87533E-02   -2.80778E+01    2.66946E-09    1.70569E-07    9.77575E-08
  1718    3.96197E+02    1.17901E+01    6.87123E-02   -2.79382E+01    2.66676E-09    1.70295E-07    9.64096E-08
  1719    3.96277E+02    1.16900E+01    6.86713E-02   -2.77939E+01    2.66406E-09    1.70076E-07    9.50574E-08
  1720    3.96346E+02    1.15908E+01    6.86302E-02   -2.76452E+01    2.66137E-09    1.69910E-07    9.37010E-08
  1721    3.96405E+02    1.14925E+01    6.85890E-02   -2.74921E+01    2.65868E-09    1.69795E-07    9.23408E-08
  1722    3.96452E+02    1.13952E+01    6.85477E-02   -2.73346E+01    2.65600E-09    1.69731E-07    9.09767E-08
  1723    3.96487E+02    1.12988E+01    6.85063E-02   -2.71731E+01    2.65332E-09    1.69715E-07    8.96092E-08
  1724    3.96512E+02    1.12034E+01    6.84649E-02   -2.70073E+01    2.65064E-09    1.69747E-07    8.82383E-08
  1725    3.96524E+02    1.11089E+01    6.84233E-02   -2.68375E+01    2.64797E-09    1.69824E-07    8.68642E-08
  1726    3.96523E+02    1.10155E+01    6.83816E-02   -2.66638E+01    2.64531E-09    1.69946E-07    8.54872E-08
  1727    3.96511E+02    1.09232E+01    6.83398E-02   -2.64862E+01    2.64264E-09    1.70110E-07    8.41075E-08
  1728    3.96486E+02    1.08318E+01    6.82979E-02   -2.63048E+01    2.63998E-09    1.70316E-07    8.27252E-08
  1729    3.96448E+02    1.07417E+01    6.82559E-02   -2.61198E+01    2.63733E-09    1.70562E-07    8.13405E-08
  1730    3.96397E+02    1.06526E+01    6.82137E-02   -2.59311E+01    2.63468E-09    1.70845E-07    7.99537E-08
  1731    3.96332E+02    1.05647E+01    6.81714E-02   -2.57389E+01    2.63203E-09    1.71166E-07    7.85649E-08
  1732    3.96254E+02    1.04778E+01    6.81290E-02   -2.55433E+01    2.62939E-09    1.71521E-07    7.71743E-08
  1733    3.96162E+02    1.03923E+01    6.80864E-02   -2.53443E+01    2.62675E-09    1.71911E-07    7.57822E-08
  1734    3.96056E+02    1.03078E+01    6.80437E-02   -2.51421E+01    2.62412E-09    1.72333E-07    7.43887E-08
  1735    3.95936E+02    1.02246E+01    6.80007E-02   -2.49367E+01    2.62149E-09    1.72785E-07    7.29940E-08
  1736    3.95802E+02    1.01426E+01    6.79577E-02   -2.47284E+01    2.61886E-09    1.73267E-07    7.15983E-08
  1737    3.95653E+02    1.00619E+01    6.79144E-02   -2.45170E+01    2.61624E-09    1.73777E-07    7.02019E-08
  1738    3.95490E+02    9.98243E+00    6.78710E-02   -2.43030E+01    2.61362E-09    1.74313E-07    6.88048E-08
  1739    3.95313E+02    9.90429E+00    6.78274E-02   -2.40863E+01    2.61100E-09    1.74874E-07    6.74074E-08
  1740    3.95121E+02    9.82747E+00    6.77836E-02   -2.38670E+01    2.60839E-09    1.75458E-07    6.60098E-08
  1741    3.94915E+02    9.75196E+00    6.77396E-02   -2.36452E+01    2.60579E-09    1.76064E-07    6.46122E-08
  1742    3.94694E+02    9.67782E+00    6.76954E-02   -2.34211E+01    2.60318E-09    1.76691E-07    6.32148E-08
  1743    3.94458E+02    9.60497E+00    6.76511E-02   -2.31947E+01    2.60058E-09    1.77336E-07    6.18178E-08
  1744    3.94206E+02    9.53356E+00    6.76065E-02   -2.29661E+01    2.59799E-09    1.77999E-07    6.04213E-08
  1745    3.93940E+02    9.46350E+00    6.75617E-02   -2.27354E+01    2.59540E-09    1.78677E-07    5.90257E-08
  1746    3.93658E+02    9.39486E+00    6.75167E-02   -2.25027E+01    2.59281E-09    1.79370E-07    5.76311E-08
  1747    3.93360E+02    9.32756E+00    6.74714E-02   -2.22681E+01    2.59023E-09    1.80076E-07    5.62376E-08
  1748    3.93047E+02    9.26174E+00    6.74260E-02   -2.20318E+01    2.58765E-09    1.80793E-07    5.48455E-08
  1749    3.92718E+02    9.19733E+00    6.73803E-02   -2.17936E+01    2.58507E-09    1.81520E-07    5.34551E-08
  1750    3.92374E+02    9.13432E+00    6.73344E-02   -2.15540E+01    2.58250E-09    1.82256E-07    5.20663E-08
  1751    3.92014E+02    9.07278E+00    6.72883E-02   -2.13128E+01    2.57993E-09    1.82999E-07    5.06796E-08
  1752    3.91638E+02    9.01270E+00    6.72419E-02   -2.10704E+01    2.57737E-09    1.83749E-07    4.92949E-08
  1753    3.91247E+02    8.95408E+00    6.71953E-02   -2.08267E+01    2.57481E-09    1.84509E-07    4.79124E-08
  1754    3.90839E+02    8.89691E+00    6.71485E-02   -2.05817E+01    2.57226E-09    1.85278E-07    4.65322E-08
  1755    3.90416E+02    8.84126E+00    6.71014E-02   -2.03358E+01    2.56970E-09    1.86057E-07    4.51543E-08
  1756    3.89978E+02    8.78706E+00    6.70541E-02   -2.00889E+01    2.56715E-09    1.86848E-07    4.37790E-08
  1757    3.89523E+02    8.73438E+00    6.70065E-02   -1.98412E+01    2.56461E-09    1.87651E-07    4.24062E-08
  1758    3.89052E+02    8.68314E+00    6.69586E-02   -1.95927E+01    2.56207E-09    1.88467E-07    4.10361E-08
  1759    3.88565E+02    8.63345E+00    6.69105E-02   -1.93436E+01    2.55953E-09    1.89297E-07    3.96688E-08
  1760    3.88063E+02    8.58525E+00    6.68622E-02   -1.90939E+01    2.55700E-09    1.90143E-07    3.83044E-08
  1761    3.87545E+02    8.53854E+00    6.68135E-02   -1.88438E+01    2.55447E-09    1.91003E-07    3.69429E-08
  1762    3.87010E+02    8.49335E+00    6.67647E-02   -1.85933E+01    2.55194E-09    1.91881E-07    3.55846E-08
  1763    3.86460E+02    8.44966E+00    6.67155E-02   -1.83427E+01    2.54942E-09    1.92776E-07    3.42295E-08
  1764    3.85894E+02    8.40747E+00    6.66661E-02   -1.80918E+01    2.54691E-09    1.93690E-07    3.28776E-08
  1765    3.85314E+02    8.36681E+00    6.66164E-02   -1.78410E+01    2.54439E-09    1.94623E-07    3.15292E-08
  1766    3.84718E+02    8.32766E+00    6.65664E-02   -1.75903E+01    2.54188E-09    1.95576E-07    3.01842E-08
  1767    3.84107E+02    8.29002E+00    6.65162E-02   -1.73397E+01    2.53937E-09    1.96551E-07    2.88429E-08
  1768    3.83480E+02    8.25390E+00    6.64657E-02   -1.70895E+01    2.53687E-09    1.97547E-07    2.75052E-08
  1769    3.82840E+02    8.21929E+00    6.64149E-02   -1.68396E+01    2.53437E-09    1.98566E-07    2.61714E-08
  1770    3.82184E+02    8.18620E+00    6.63638E-02   -1.65903E+01    2.53188E-09    1.99610E-07    2.48414E-08
  1771    3.81514E+02    8.15462E+00    6.63125E-02   -1.63417E+01    2.52939E-09    2.00677E-07    2.35155E-08
  1772    3.80829E+02    8.12454E+00    6.62608E-02   -1.60936E+01    2.52690E-09    2.01771E-07    2.21937E-08
  1773    3.80129E+02    8.09596E+00    6.62089E-02   -1.58464E+01    2.52441E-09    2.02891E-07    2.08760E-08
  1774    3.79415E+02    8.06887E+00    6.61567E-02   -1.56000E+01    2.52193E-09    2.04038E-07    1.95627E-08
  1775    3.78687E+02    8.04327E+00    6.61042E-02   -1.53546E+01    2.51946E-09    2.05213E-07    1.82538E-08
  1776    3.77945E+02    8.01917E+00    6.60515E-02   -1.51103E+01    2.51698E-09    2.06418E-07    1.69495E-08
  1777    3.77188E+02    7.99655E+00    6.59984E-02   -1.48671E+01    2.51451E-09    2.07652E-07    1.56497E-08
