#    L    TT             EE             BB             TE          
   679   0.359995E+00   0.377732E-02   0.232922E-02   0.205312E-01
   680   0.359484E+00   0.373619E-02   0.232476E-02   0.201990E-01
   681   0.358901E+00   0.369612E-02   0.232047E-02   0.198637E-01
   682   0.358245E+00   0.365714E-02   0.231632E-02   0.195260E-01
   683   0.357515E+00   0.361931E-02   0.231231E-02   0.191863E-01
   684   0.356710E+00   0.358266E-02   0.230845E-02   0.188454E-01
   685   0.355831E+00   0.354723E-02   0.230471E-02   0.185036E-01
   686   0.354876E+00   0.351306E-02   0.230110E-02   0.181617E-01
   687   0.353844E+00   0.348020E-02   0.229761E-02   0.178202E-01
   688   0.352736E+00   0.344869E-02   0.229422E-02   0.174797E-01
   689   0.351549E+00   0.341857E-02   0.229094E-02   0.171407E-01
   690   0.350285E+00   0.338988E-02   0.228775E-02   0.168038E-01
   691   0.348941E+00   0.336266E-02   0.228464E-02   0.164696E-01
   692   0.347518E+00   0.333695E-02   0.228162E-02   0.161386E-01
   693   0.346015E+00   0.331280E-02   0.227867E-02   0.158115E-01
   694   0.344430E+00   0.329024E-02   0.227579E-02   0.154889E-01
   695   0.342764E+00   0.326932E-02   0.227297E-02   0.151712E-01
   696   0.341016E+00   0.325007E-02   0.227020E-02   0.148590E-01
   697   0.339185E+00   0.323255E-02   0.226748E-02   0.145530E-01
   698   0.337270E+00   0.321678E-02   0.226479E-02   0.142537E-01
   699   0.335271E+00   0.320282E-02   0.226213E-02   0.139617E-01
   700   0.333187E+00   0.319070E-02   0.225950E-02   0.136775E-01
   701   0.331019E+00   0.318046E-02   0.225689E-02   0.134017E-01
   702   0.328768E+00   0.317203E-02   0.225428E-02   0.131342E-01
   703   0.326439E+00   0.316539E-02   0.225169E-02   0.128751E-01
   704   0.324036E+00   0.316045E-02   0.224910E-02   0.126243E-01
   705   0.321561E+00   0.315718E-02   0.224652E-02   0.123819E-01
   706   0.319019E+00   0.315550E-02   0.224393E-02   0.121477E-01
   707   0.316413E+00   0.315537E-02   0.224134E-02   0.119217E-01
   708   0.313748E+00   0.315673E-02   0.223874E-02   0.117039E-01
   709   0.311025E+00   0.315952E-02   0.223612E-02   0.114943E-01
   710   0.308250E+00   0.316369E-02   0.223349E-02   0.112928E-01
   711   0.305426E+00   0.316918E-02   0.223084E-02   0.110994E-01
   712   0.302556E+00   0.317593E-02   0.222817E-02   0.109140E-01
   713   0.299644E+00   0.318388E-02   0.222547E-02   0.107367E-01
   714   0.296693E+00   0.319298E-02   0.222274E-02   0.105674E-01
   715   0.293708E+00   0.320318E-02   0.221998E-02   0.104060E-01
   716   0.290692E+00   0.321441E-02   0.221717E-02   0.102526E-01
   717   0.287648E+00   0.322662E-02   0.221433E-02   0.101070E-01
   718   0.284581E+00   0.323975E-02   0.221144E-02   0.996935E-02
   719   0.281493E+00   0.325375E-02   0.220850E-02   0.983949E-02
   720   0.278388E+00   0.326856E-02   0.220551E-02   0.971743E-02
   721   0.275271E+00   0.328412E-02   0.220247E-02   0.960313E-02
   722   0.272144E+00   0.330038E-02   0.219936E-02   0.949656E-02
   723   0.269012E+00   0.331728E-02   0.219619E-02   0.939769E-02
   724   0.265878E+00   0.333476E-02   0.219295E-02   0.930647E-02
   725   0.262745E+00   0.335277E-02   0.218964E-02   0.922288E-02
   726   0.259617E+00   0.337124E-02   0.218626E-02   0.914689E-02
   727   0.256498E+00   0.339014E-02   0.218280E-02   0.907845E-02
   728   0.253392E+00   0.340938E-02   0.217926E-02   0.901755E-02
   729   0.250302E+00   0.342893E-02   0.217563E-02   0.896414E-02
   730   0.247231E+00   0.344872E-02   0.217192E-02   0.891819E-02
   731   0.244184E+00   0.346870E-02   0.216811E-02   0.887967E-02
   732   0.241163E+00   0.348880E-02   0.216421E-02   0.884854E-02
   733   0.238174E+00   0.350899E-02   0.216020E-02   0.882477E-02
   734   0.235218E+00   0.352918E-02   0.215610E-02   0.880833E-02
   735   0.232300E+00   0.354934E-02   0.215188E-02   0.879919E-02
   736   0.229424E+00   0.356941E-02   0.214756E-02   0.879730E-02
   737   0.226593E+00   0.358932E-02   0.214312E-02   0.880265E-02
   738   0.223811E+00   0.360902E-02   0.213856E-02   0.881518E-02
   739   0.221081E+00   0.362845E-02   0.213389E-02   0.883488E-02
   740   0.218407E+00   0.364756E-02   0.212908E-02   0.886171E-02
   741   0.215792E+00   0.366630E-02   0.212415E-02   0.889563E-02
   742   0.213241E+00   0.368460E-02   0.211909E-02   0.893662E-02
   743   0.210757E+00   0.370240E-02   0.211389E-02   0.898463E-02
   744   0.208343E+00   0.371966E-02   0.210854E-02   0.903963E-02
   745   0.206003E+00   0.373631E-02   0.210306E-02   0.910160E-02
   746   0.203741E+00   0.375230E-02   0.209743E-02   0.917049E-02
   747   0.201561E+00   0.376757E-02   0.209165E-02   0.924628E-02
   748   0.199465E+00   0.378206E-02   0.208571E-02   0.932893E-02
   749   0.197459E+00   0.379572E-02   0.207962E-02   0.941841E-02
   750   0.195544E+00   0.380850E-02   0.207337E-02   0.951469E-02
   751   0.193725E+00   0.382034E-02   0.206695E-02   0.961767E-02
   752   0.191999E+00   0.383124E-02   0.206037E-02   0.972710E-02
   753   0.190365E+00   0.384121E-02   0.205364E-02   0.984265E-02
   754   0.188821E+00   0.385027E-02   0.204676E-02   0.996401E-02
   755   0.187365E+00   0.385840E-02   0.203974E-02   0.100908E-01
   756   0.185995E+00   0.386564E-02   0.203259E-02   0.102229E-01
   757   0.184708E+00   0.387197E-02   0.202530E-02   0.103597E-01
   758   0.183504E+00   0.387742E-02   0.201790E-02   0.105011E-01
   759   0.182379E+00   0.388198E-02   0.201037E-02   0.106467E-01
   760   0.181332E+00   0.388567E-02   0.200273E-02   0.107961E-01
   761   0.180360E+00   0.388849E-02   0.199499E-02   0.109492E-01
   762   0.179463E+00   0.389045E-02   0.198715E-02   0.111055E-01
   763   0.178637E+00   0.389157E-02   0.197921E-02   0.112647E-01
   764   0.177880E+00   0.389184E-02   0.197119E-02   0.114265E-01
   765   0.177192E+00   0.389127E-02   0.196308E-02   0.115906E-01
   766   0.176569E+00   0.388988E-02   0.195490E-02   0.117567E-01
   767   0.176010E+00   0.388767E-02   0.194664E-02   0.119245E-01
   768   0.175512E+00   0.388465E-02   0.193833E-02   0.120935E-01
   769   0.175074E+00   0.388083E-02   0.192995E-02   0.122636E-01
   770   0.174694E+00   0.387621E-02   0.192153E-02   0.124344E-01
   771   0.174369E+00   0.387080E-02   0.191305E-02   0.126056E-01
   772   0.174098E+00   0.386462E-02   0.190454E-02   0.127768E-01
   773   0.173878E+00   0.385766E-02   0.189599E-02   0.129477E-01
   774   0.173708E+00   0.384993E-02   0.188741E-02   0.131181E-01
   775   0.173585E+00   0.384146E-02   0.187882E-02   0.132876E-01
   776   0.173508E+00   0.383223E-02   0.187020E-02   0.134558E-01
   777   0.173474E+00   0.382226E-02   0.186157E-02   0.136225E-01
   778   0.173482E+00   0.381157E-02   0.185294E-02   0.137874E-01
   779   0.173530E+00   0.380014E-02   0.184431E-02   0.139500E-01
   780   0.173614E+00   0.378800E-02   0.183569E-02   0.141102E-01
   781   0.173735E+00   0.377515E-02   0.182708E-02   0.142675E-01
   782   0.173888E+00   0.376161E-02   0.181849E-02   0.144218E-01
   783   0.174073E+00   0.374736E-02   0.180992E-02   0.145725E-01
   784   0.174287E+00   0.373244E-02   0.180139E-02   0.147195E-01
   785   0.174529E+00   0.371683E-02   0.179289E-02   0.148624E-01
   786   0.174796E+00   0.370056E-02   0.178443E-02   0.150009E-01
   787   0.175087E+00   0.368362E-02   0.177603E-02   0.151346E-01
   788   0.175398E+00   0.366604E-02   0.176768E-02   0.152633E-01
   789   0.175729E+00   0.364780E-02   0.175938E-02   0.153866E-01
   790   0.176078E+00   0.362893E-02   0.175116E-02   0.155042E-01
   791   0.176441E+00   0.360943E-02   0.174301E-02   0.156158E-01
   792   0.176818E+00   0.358931E-02   0.173493E-02   0.157211E-01
   793   0.177206E+00   0.356857E-02   0.172694E-02   0.158197E-01
   794   0.177603E+00   0.354723E-02   0.171905E-02   0.159114E-01
   795   0.178008E+00   0.352528E-02   0.171124E-02   0.159958E-01
   796   0.178417E+00   0.350275E-02   0.170354E-02   0.160725E-01
   797   0.178830E+00   0.347964E-02   0.169595E-02   0.161414E-01
   798   0.179244E+00   0.345595E-02   0.168847E-02   0.162020E-01
   799   0.179657E+00   0.343169E-02   0.168111E-02   0.162540E-01
   800   0.180067E+00   0.340687E-02   0.167388E-02   0.162972E-01
   801   0.180473E+00   0.338151E-02   0.166678E-02   0.163312E-01
   802   0.180873E+00   0.335563E-02   0.165981E-02   0.163562E-01
   803   0.181266E+00   0.332926E-02   0.165296E-02   0.163725E-01
   804   0.181652E+00   0.330243E-02   0.164625E-02   0.163803E-01
   805   0.182031E+00   0.327518E-02   0.163966E-02   0.163797E-01
   806   0.182401E+00   0.324753E-02   0.163319E-02   0.163710E-01
   807   0.182761E+00   0.321953E-02   0.162685E-02   0.163545E-01
   808   0.183111E+00   0.319119E-02   0.162063E-02   0.163303E-01
   809   0.183450E+00   0.316255E-02   0.161453E-02   0.162987E-01
   810   0.183778E+00   0.313364E-02   0.160854E-02   0.162598E-01
   811   0.184093E+00   0.310450E-02   0.160267E-02   0.162140E-01
   812   0.184395E+00   0.307515E-02   0.159692E-02   0.161614E-01
   813   0.184683E+00   0.304562E-02   0.159127E-02   0.161023E-01
   814   0.184956E+00   0.301596E-02   0.158574E-02   0.160368E-01
   815   0.185214E+00   0.298618E-02   0.158032E-02   0.159653E-01
   816   0.185456E+00   0.295633E-02   0.157501E-02   0.158878E-01
   817   0.185680E+00   0.292642E-02   0.156981E-02   0.158047E-01
   818   0.185887E+00   0.289650E-02   0.156471E-02   0.157162E-01
   819   0.186076E+00   0.286659E-02   0.155971E-02   0.156225E-01
   820   0.186245E+00   0.283673E-02   0.155482E-02   0.155237E-01
   821   0.186395E+00   0.280695E-02   0.155002E-02   0.154202E-01
   822   0.186523E+00   0.277728E-02   0.154533E-02   0.153121E-01
   823   0.186630E+00   0.274774E-02   0.154073E-02   0.151997E-01
   824   0.186715E+00   0.271838E-02   0.153623E-02   0.150832E-01
   825   0.186777E+00   0.268923E-02   0.153182E-02   0.149628E-01
   826   0.186815E+00   0.266030E-02   0.152751E-02   0.148388E-01
   827   0.186829E+00   0.263164E-02   0.152328E-02   0.147113E-01
   828   0.186818E+00   0.260329E-02   0.151915E-02   0.145805E-01
   829   0.186780E+00   0.257526E-02   0.151510E-02   0.144468E-01
   830   0.186716E+00   0.254759E-02   0.151114E-02   0.143103E-01
   831   0.186624E+00   0.252031E-02   0.150726E-02   0.141712E-01
   832   0.186504E+00   0.249345E-02   0.150347E-02   0.140299E-01
   833   0.186355E+00   0.246705E-02   0.149976E-02   0.138863E-01
   834   0.186176E+00   0.244114E-02   0.149613E-02   0.137409E-01
   835   0.185967E+00   0.241574E-02   0.149257E-02   0.135939E-01
   836   0.185727E+00   0.239090E-02   0.148910E-02   0.134453E-01
   837   0.185454E+00   0.236663E-02   0.148570E-02   0.132956E-01
   838   0.185149E+00   0.234297E-02   0.148237E-02   0.131448E-01
   839   0.184810E+00   0.231996E-02   0.147912E-02   0.129933E-01
   840   0.184437E+00   0.229763E-02   0.147593E-02   0.128412E-01
   841   0.184028E+00   0.227600E-02   0.147282E-02   0.126888E-01
   842   0.183585E+00   0.225510E-02   0.146977E-02   0.125362E-01
   843   0.183104E+00   0.223498E-02   0.146679E-02   0.123837E-01
   844   0.182586E+00   0.221566E-02   0.146387E-02   0.122316E-01
   845   0.182030E+00   0.219716E-02   0.146101E-02   0.120800E-01
   846   0.181436E+00   0.217954E-02   0.145822E-02   0.119292E-01
   847   0.180801E+00   0.216280E-02   0.145549E-02   0.117793E-01
   848   0.180127E+00   0.214700E-02   0.145281E-02   0.116307E-01
   849   0.179411E+00   0.213215E-02   0.145019E-02   0.114835E-01
   850   0.178654E+00   0.211829E-02   0.144762E-02   0.113379E-01
   851   0.177854E+00   0.210544E-02   0.144511E-02   0.111942E-01
   852   0.177014E+00   0.209359E-02   0.144265E-02   0.110525E-01
   853   0.176134E+00   0.208270E-02   0.144024E-02   0.109127E-01
   854   0.175216E+00   0.207277E-02   0.143787E-02   0.107749E-01
   855   0.174261E+00   0.206375E-02   0.143554E-02   0.106392E-01
   856   0.173272E+00   0.205564E-02   0.143326E-02   0.105056E-01
   857   0.172250E+00   0.204839E-02   0.143101E-02   0.103742E-01
   858   0.171196E+00   0.204199E-02   0.142880E-02   0.102451E-01
   859   0.170112E+00   0.203642E-02   0.142662E-02   0.101182E-01
   860   0.169000E+00   0.203164E-02   0.142447E-02   0.999364E-02
   861   0.167861E+00   0.202764E-02   0.142235E-02   0.987147E-02
   862   0.166696E+00   0.202439E-02   0.142025E-02   0.975174E-02
   863   0.165507E+00   0.202186E-02   0.141817E-02   0.963449E-02
   864   0.164296E+00   0.202002E-02   0.141611E-02   0.951977E-02
   865   0.163065E+00   0.201887E-02   0.141407E-02   0.940764E-02
   866   0.161814E+00   0.201836E-02   0.141205E-02   0.929814E-02
   867   0.160546E+00   0.201848E-02   0.141003E-02   0.919133E-02
   868   0.159262E+00   0.201920E-02   0.140803E-02   0.908726E-02
   869   0.157963E+00   0.202049E-02   0.140603E-02   0.898598E-02
   870   0.156651E+00   0.202234E-02   0.140403E-02   0.888754E-02
   871   0.155329E+00   0.202471E-02   0.140203E-02   0.879198E-02
   872   0.153996E+00   0.202759E-02   0.140004E-02   0.869937E-02
   873   0.152655E+00   0.203094E-02   0.139804E-02   0.860975E-02
   874   0.151308E+00   0.203474E-02   0.139603E-02   0.852317E-02
   875   0.149955E+00   0.203897E-02   0.139401E-02   0.843968E-02
   876   0.148599E+00   0.204360E-02   0.139199E-02   0.835934E-02
   877   0.147241E+00   0.204862E-02   0.138994E-02   0.828219E-02
   878   0.145882E+00   0.205398E-02   0.138788E-02   0.820829E-02
   879   0.144525E+00   0.205967E-02   0.138580E-02   0.813768E-02
   880   0.143171E+00   0.206567E-02   0.138370E-02   0.807042E-02
   881   0.141820E+00   0.207195E-02   0.138157E-02   0.800656E-02
   882   0.140476E+00   0.207848E-02   0.137942E-02   0.794614E-02
   883   0.139139E+00   0.208524E-02   0.137723E-02   0.788923E-02
   884   0.137811E+00   0.209220E-02   0.137501E-02   0.783587E-02
   885   0.136494E+00   0.209935E-02   0.137276E-02   0.778610E-02
   886   0.135188E+00   0.210665E-02   0.137047E-02   0.773999E-02
   887   0.133897E+00   0.211409E-02   0.136814E-02   0.769758E-02
   888   0.132620E+00   0.212163E-02   0.136576E-02   0.765893E-02
   889   0.131361E+00   0.212925E-02   0.136334E-02   0.762408E-02
   890   0.130120E+00   0.213692E-02   0.136087E-02   0.759308E-02
   891   0.128898E+00   0.214463E-02   0.135835E-02   0.756599E-02
   892   0.127699E+00   0.215235E-02   0.135578E-02   0.754285E-02
   893   0.126522E+00   0.216005E-02   0.135314E-02   0.752372E-02
   894   0.125370E+00   0.216771E-02   0.135045E-02   0.750865E-02
   895   0.124244E+00   0.217530E-02   0.134770E-02   0.749769E-02
   896   0.123145E+00   0.218280E-02   0.134489E-02   0.749089E-02
   897   0.122076E+00   0.219019E-02   0.134201E-02   0.748830E-02
   898   0.121038E+00   0.219743E-02   0.133905E-02   0.748997E-02
   899   0.120033E+00   0.220451E-02   0.133603E-02   0.749595E-02
   900   0.119061E+00   0.221139E-02   0.133293E-02   0.750630E-02
   901   0.118125E+00   0.221807E-02   0.132976E-02   0.752102E-02
   902   0.117223E+00   0.222452E-02   0.132651E-02   0.753999E-02
   903   0.116356E+00   0.223076E-02   0.132319E-02   0.756305E-02
   904   0.115522E+00   0.223676E-02   0.131980E-02   0.759003E-02
   905   0.114722E+00   0.224252E-02   0.131634E-02   0.762076E-02
   906   0.113954E+00   0.224805E-02   0.131281E-02   0.765509E-02
   907   0.113218E+00   0.225332E-02   0.130922E-02   0.769285E-02
   908   0.112514E+00   0.225835E-02   0.130557E-02   0.773388E-02
   909   0.111840E+00   0.226313E-02   0.130186E-02   0.777800E-02
   910   0.111197E+00   0.226764E-02   0.129810E-02   0.782506E-02
   911   0.110583E+00   0.227189E-02   0.129428E-02   0.787490E-02
   912   0.109997E+00   0.227586E-02   0.129041E-02   0.792734E-02
   913   0.109441E+00   0.227956E-02   0.128649E-02   0.798223E-02
   914   0.108912E+00   0.228298E-02   0.128253E-02   0.803940E-02
   915   0.108410E+00   0.228611E-02   0.127851E-02   0.809869E-02
   916   0.107934E+00   0.228895E-02   0.127446E-02   0.815993E-02
   917   0.107485E+00   0.229150E-02   0.127037E-02   0.822296E-02
   918   0.107061E+00   0.229374E-02   0.126623E-02   0.828761E-02
   919   0.106662E+00   0.229568E-02   0.126207E-02   0.835373E-02
   920   0.106286E+00   0.229730E-02   0.125787E-02   0.842114E-02
   921   0.105935E+00   0.229861E-02   0.125364E-02   0.848969E-02
   922   0.105606E+00   0.229960E-02   0.124938E-02   0.855920E-02
   923   0.105300E+00   0.230026E-02   0.124509E-02   0.862952E-02
   924   0.105015E+00   0.230059E-02   0.124078E-02   0.870048E-02
   925   0.104751E+00   0.230058E-02   0.123645E-02   0.877191E-02
   926   0.104508E+00   0.230023E-02   0.123210E-02   0.884366E-02
   927   0.104285E+00   0.229953E-02   0.122773E-02   0.891556E-02
   928   0.104082E+00   0.229848E-02   0.122335E-02   0.898744E-02
   929   0.103897E+00   0.229707E-02   0.121895E-02   0.905914E-02
   930   0.103730E+00   0.229530E-02   0.121455E-02   0.913050E-02
   931   0.103581E+00   0.229316E-02   0.121014E-02   0.920135E-02
   932   0.103448E+00   0.229065E-02   0.120572E-02   0.927153E-02
   933   0.103332E+00   0.228777E-02   0.120130E-02   0.934087E-02
   934   0.103232E+00   0.228450E-02   0.119687E-02   0.940922E-02
   935   0.103147E+00   0.228084E-02   0.119245E-02   0.947640E-02
   936   0.103076E+00   0.227679E-02   0.118804E-02   0.954225E-02
   937   0.103019E+00   0.227234E-02   0.118363E-02   0.960661E-02
   938   0.102976E+00   0.226748E-02   0.117923E-02   0.966932E-02
   939   0.102945E+00   0.226222E-02   0.117484E-02   0.973020E-02
   940   0.102927E+00   0.225655E-02   0.117046E-02   0.978910E-02
   941   0.102920E+00   0.225046E-02   0.116610E-02   0.984586E-02
   942   0.102924E+00   0.224394E-02   0.116175E-02   0.990030E-02
   943   0.102938E+00   0.223699E-02   0.115743E-02   0.995226E-02
   944   0.102962E+00   0.222962E-02   0.115313E-02   0.100016E-01
   945   0.102995E+00   0.222180E-02   0.114885E-02   0.100481E-01
   946   0.103037E+00   0.221354E-02   0.114460E-02   0.100917E-01
   947   0.103087E+00   0.220483E-02   0.114038E-02   0.101321E-01
   948   0.103143E+00   0.219566E-02   0.113619E-02   0.101692E-01
   949   0.103207E+00   0.218604E-02   0.113204E-02   0.102029E-01
   950   0.103277E+00   0.217595E-02   0.112792E-02   0.102329E-01
   951   0.103352E+00   0.216540E-02   0.112384E-02   0.102592E-01
   952   0.103433E+00   0.215440E-02   0.111979E-02   0.102818E-01
   953   0.103517E+00   0.214297E-02   0.111579E-02   0.103007E-01
   954   0.103606E+00   0.213112E-02   0.111183E-02   0.103161E-01
   955   0.103698E+00   0.211888E-02   0.110790E-02   0.103279E-01
   956   0.103793E+00   0.210626E-02   0.110401E-02   0.103364E-01
   957   0.103891E+00   0.209329E-02   0.110017E-02   0.103414E-01
   958   0.103990E+00   0.207997E-02   0.109636E-02   0.103432E-01
   959   0.104091E+00   0.206634E-02   0.109259E-02   0.103418E-01
   960   0.104192E+00   0.205241E-02   0.108886E-02   0.103372E-01
   961   0.104294E+00   0.203820E-02   0.108517E-02   0.103295E-01
   962   0.104395E+00   0.202372E-02   0.108151E-02   0.103189E-01
   963   0.104496E+00   0.200900E-02   0.107790E-02   0.103053E-01
   964   0.104595E+00   0.199406E-02   0.107433E-02   0.102889E-01
   965   0.104693E+00   0.197890E-02   0.107079E-02   0.102697E-01
   966   0.104788E+00   0.196356E-02   0.106730E-02   0.102477E-01
   967   0.104880E+00   0.194805E-02   0.106384E-02   0.102232E-01
   968   0.104969E+00   0.193240E-02   0.106043E-02   0.101960E-01
   969   0.105054E+00   0.191660E-02   0.105705E-02   0.101664E-01
   970   0.105135E+00   0.190070E-02   0.105371E-02   0.101343E-01
   971   0.105211E+00   0.188470E-02   0.105042E-02   0.100999E-01
   972   0.105281E+00   0.186863E-02   0.104716E-02   0.100632E-01
   973   0.105345E+00   0.185250E-02   0.104394E-02   0.100243E-01
   974   0.105402E+00   0.183633E-02   0.104076E-02   0.998320E-02
   975   0.105453E+00   0.182014E-02   0.103763E-02   0.994007E-02
   976   0.105496E+00   0.180396E-02   0.103453E-02   0.989494E-02
   977   0.105531E+00   0.178779E-02   0.103147E-02   0.984789E-02
   978   0.105557E+00   0.177166E-02   0.102845E-02   0.979899E-02
   979   0.105574E+00   0.175558E-02   0.102548E-02   0.974831E-02
   980   0.105581E+00   0.173958E-02   0.102254E-02   0.969591E-02
   981   0.105578E+00   0.172367E-02   0.101964E-02   0.964188E-02
   982   0.105565E+00   0.170788E-02   0.101678E-02   0.958628E-02
   983   0.105540E+00   0.169221E-02   0.101397E-02   0.952918E-02
   984   0.105503E+00   0.167670E-02   0.101119E-02   0.947066E-02
   985   0.105454E+00   0.166135E-02   0.100845E-02   0.941079E-02
   986   0.105392E+00   0.164620E-02   0.100576E-02   0.934964E-02
   987   0.105317E+00   0.163124E-02   0.100310E-02   0.928728E-02
   988   0.105228E+00   0.161652E-02   0.100049E-02   0.922379E-02
   989   0.105124E+00   0.160203E-02   0.997913E-03   0.915922E-02
   990   0.105006E+00   0.158781E-02   0.995380E-03   0.909367E-02
   991   0.104872E+00   0.157387E-02   0.992888E-03   0.902719E-02
   992   0.104722E+00   0.156023E-02   0.990436E-03   0.895987E-02
   993   0.104556E+00   0.154691E-02   0.988025E-03   0.889176E-02
   994   0.104372E+00   0.153392E-02   0.985655E-03   0.882295E-02
   995   0.104171E+00   0.152129E-02   0.983325E-03   0.875350E-02
   996   0.103952E+00   0.150904E-02   0.981037E-03   0.868349E-02
   997   0.103714E+00   0.149718E-02   0.978790E-03   0.861298E-02
   998   0.103457E+00   0.148573E-02   0.976584E-03   0.854206E-02
   999   0.103181E+00   0.147471E-02   0.974419E-03   0.847079E-02
  1000   0.102884E+00   0.146415E-02   0.972295E-03   0.839924E-02
  1001   0.102567E+00   0.145404E-02   0.970213E-03   0.832748E-02
  1002   0.102230E+00   0.144440E-02   0.968170E-03   0.825557E-02
  1003   0.101873E+00   0.143521E-02   0.966165E-03   0.818357E-02
  1004   0.101498E+00   0.142646E-02   0.964198E-03   0.811152E-02
  1005   0.101104E+00   0.141815E-02   0.962266E-03   0.803949E-02
  1006   0.100693E+00   0.141026E-02   0.960368E-03   0.796753E-02
  1007   0.100266E+00   0.140279E-02   0.958502E-03   0.789569E-02
  1008   0.998224E-01   0.139573E-02   0.956668E-03   0.782402E-02
  1009   0.993634E-01   0.138907E-02   0.954863E-03   0.775259E-02
  1010   0.988897E-01   0.138280E-02   0.953087E-03   0.768145E-02
  1011   0.984019E-01   0.137692E-02   0.951338E-03   0.761065E-02
  1012   0.979008E-01   0.137141E-02   0.949614E-03   0.754024E-02
  1013   0.973869E-01   0.136627E-02   0.947914E-03   0.747029E-02
  1014   0.968609E-01   0.136149E-02   0.946236E-03   0.740084E-02
  1015   0.963235E-01   0.135705E-02   0.944580E-03   0.733195E-02
  1016   0.957754E-01   0.135296E-02   0.942943E-03   0.726368E-02
  1017   0.952172E-01   0.134920E-02   0.941325E-03   0.719607E-02
  1018   0.946496E-01   0.134576E-02   0.939723E-03   0.712919E-02
  1019   0.940732E-01   0.134264E-02   0.938137E-03   0.706310E-02
  1020   0.934887E-01   0.133982E-02   0.936564E-03   0.699783E-02
  1021   0.928969E-01   0.133731E-02   0.935004E-03   0.693345E-02
  1022   0.922982E-01   0.133508E-02   0.933455E-03   0.687002E-02
  1023   0.916935E-01   0.133314E-02   0.931916E-03   0.680758E-02
  1024   0.910834E-01   0.133147E-02   0.930385E-03   0.674620E-02
  1025   0.904684E-01   0.133006E-02   0.928860E-03   0.668593E-02
  1026   0.898494E-01   0.132891E-02   0.927341E-03   0.662681E-02
  1027   0.892270E-01   0.132801E-02   0.925825E-03   0.656892E-02
  1028   0.886018E-01   0.132734E-02   0.924312E-03   0.651229E-02
  1029   0.879744E-01   0.132691E-02   0.922800E-03   0.645699E-02
  1030   0.873457E-01   0.132670E-02   0.921287E-03   0.640308E-02
  1031   0.867161E-01   0.132670E-02   0.919772E-03   0.635060E-02
  1032   0.860865E-01   0.132691E-02   0.918254E-03   0.629960E-02
  1033   0.854574E-01   0.132731E-02   0.916731E-03   0.625016E-02
  1034   0.848295E-01   0.132791E-02   0.915202E-03   0.620231E-02
  1035   0.842035E-01   0.132868E-02   0.913666E-03   0.615612E-02
  1036   0.835800E-01   0.132962E-02   0.912120E-03   0.611164E-02
  1037   0.829598E-01   0.133073E-02   0.910563E-03   0.606892E-02
  1038   0.823434E-01   0.133198E-02   0.908994E-03   0.602802E-02
  1039   0.817315E-01   0.133339E-02   0.907412E-03   0.598899E-02
  1040   0.811249E-01   0.133493E-02   0.905815E-03   0.595189E-02
  1041   0.805241E-01   0.133660E-02   0.904202E-03   0.591677E-02
  1042   0.799299E-01   0.133839E-02   0.902571E-03   0.588370E-02
  1043   0.793428E-01   0.134029E-02   0.900921E-03   0.585271E-02
  1044   0.787637E-01   0.134230E-02   0.899250E-03   0.582387E-02
  1045   0.781930E-01   0.134440E-02   0.897557E-03   0.579723E-02
  1046   0.776315E-01   0.134658E-02   0.895840E-03   0.577285E-02
  1047   0.770799E-01   0.134884E-02   0.894099E-03   0.575078E-02
  1048   0.765388E-01   0.135118E-02   0.892331E-03   0.573107E-02
  1049   0.760089E-01   0.135357E-02   0.890535E-03   0.571378E-02
  1050   0.754908E-01   0.135601E-02   0.888710E-03   0.569897E-02
  1051   0.749852E-01   0.135850E-02   0.886854E-03   0.568667E-02
  1052   0.744919E-01   0.136102E-02   0.884969E-03   0.567682E-02
  1053   0.740108E-01   0.136358E-02   0.883054E-03   0.566934E-02
  1054   0.735419E-01   0.136615E-02   0.881111E-03   0.566416E-02
  1055   0.730850E-01   0.136875E-02   0.879140E-03   0.566119E-02
  1056   0.726400E-01   0.137135E-02   0.877142E-03   0.566037E-02
  1057   0.722068E-01   0.137396E-02   0.875118E-03   0.566160E-02
  1058   0.717852E-01   0.137656E-02   0.873069E-03   0.566482E-02
  1059   0.713751E-01   0.137915E-02   0.870995E-03   0.566995E-02
  1060   0.709764E-01   0.138172E-02   0.868897E-03   0.567691E-02
  1061   0.705889E-01   0.138427E-02   0.866776E-03   0.568561E-02
  1062   0.702126E-01   0.138678E-02   0.864633E-03   0.569599E-02
  1063   0.698473E-01   0.138926E-02   0.862468E-03   0.570796E-02
  1064   0.694929E-01   0.139169E-02   0.860282E-03   0.572144E-02
  1065   0.691493E-01   0.139407E-02   0.858077E-03   0.573636E-02
  1066   0.688162E-01   0.139640E-02   0.855852E-03   0.575265E-02
  1067   0.684937E-01   0.139865E-02   0.853608E-03   0.577021E-02
  1068   0.681816E-01   0.140084E-02   0.851347E-03   0.578898E-02
  1069   0.678798E-01   0.140294E-02   0.849069E-03   0.580888E-02
  1070   0.675881E-01   0.140496E-02   0.846774E-03   0.582982E-02
  1071   0.673064E-01   0.140689E-02   0.844464E-03   0.585173E-02
  1072   0.670346E-01   0.140871E-02   0.842139E-03   0.587454E-02
  1073   0.667725E-01   0.141043E-02   0.839801E-03   0.589816E-02
  1074   0.665201E-01   0.141204E-02   0.837449E-03   0.592251E-02
  1075   0.662772E-01   0.141353E-02   0.835084E-03   0.594753E-02
