#    L    TT             EE             BB             TE         
    75    1.98983E+03    3.96227E-01    1.98805E-03   -8.18360E+00
    76    2.01553E+03    4.10387E-01    2.00044E-03   -8.69177E+00
    77    2.04142E+03    4.24714E-01    2.01183E-03   -9.21037E+00
    78    2.06748E+03    4.39195E-01    2.02221E-03   -9.73894E+00
    79    2.09375E+03    4.53821E-01    2.03158E-03   -1.02773E+01
    80    2.12027E+03    4.68579E-01    2.03994E-03   -1.08255E+01
    81    2.14704E+03    4.83460E-01    2.04728E-03   -1.13832E+01
    82    2.17409E+03    4.98452E-01    2.05360E-03   -1.19500E+01
    83    2.20138E+03    5.13544E-01    2.05891E-03   -1.25257E+01
    84    2.22892E+03    5.28726E-01    2.06321E-03   -1.31096E+01
    85    2.25670E+03    5.43986E-01    2.06649E-03   -1.37015E+01
    86    2.28472E+03    5.59314E-01    2.06878E-03   -1.43008E+01
    87    2.31295E+03    5.74697E-01    2.07006E-03   -1.49070E+01
    88    2.34135E+03    5.90121E-01    2.07036E-03   -1.55195E+01
    89    2.36996E+03    6.05574E-01    2.06967E-03   -1.61380E+01
    90    2.39876E+03    6.21038E-01    2.06801E-03   -1.67621E+01
    91    2.42777E+03    6.36499E-01    2.06538E-03   -1.73914E+01
    92    2.45699E+03    6.51943E-01    2.06180E-03   -1.80255E+01
    93    2.48644E+03    6.67354E-01    2.05729E-03   -1.86641E+01
    94    2.51611E+03    6.82722E-01    2.05187E-03   -1.93069E+01
    95    2.54600E+03    6.98030E-01    2.04557E-03   -1.99534E+01
    96    2.57613E+03    7.13264E-01    2.03840E-03   -2.06031E+01
    97    2.60648E+03    7.28410E-01    2.03037E-03   -2.12557E+01
    98    2.63706E+03    7.43453E-01    2.02153E-03   -2.19107E+01
    99    2.66786E+03    7.58379E-01    2.01187E-03   -2.25676E+01
   100    2.69888E+03    7.73176E-01    2.00143E-03   -2.32260E+01
   101    2.73012E+03    7.87830E-01    1.99021E-03   -2.38852E+01
   102    2.76158E+03    8.02318E-01    1.97826E-03   -2.45451E+01
   103    2.79325E+03    8.16641E-01    1.96557E-03   -2.52047E+01
   104    2.82513E+03    8.30770E-01    1.95218E-03   -2.58639E+01
   105    2.85720E+03    8.44698E-01    1.93810E-03   -2.65219E+01
   106    2.88946E+03    8.58409E-01    1.92335E-03   -2.71782E+01
   107    2.92191E+03    8.71896E-01    1.90795E-03   -2.78322E+01
   108    2.95453E+03    8.85139E-01    1.89193E-03   -2.84835E+01
   109    2.98733E+03    8.98129E-01    1.87531E-03   -2.91314E+01
   110    3.02029E+03    9.10844E-01    1.85809E-03   -2.97755E+01
   111    3.05341E+03    9.23278E-01    1.84031E-03   -3.04151E+01
   112    3.08668E+03    9.35422E-01    1.82199E-03   -3.10497E+01
   113    3.12010E+03    9.47255E-01    1.80315E-03   -3.16787E+01
   114    3.15365E+03    9.58762E-01    1.78383E-03   -3.23016E+01
   115    3.18733E+03    9.69942E-01    1.76404E-03   -3.29177E+01
   116    3.22114E+03    9.80781E-01    1.74381E-03   -3.35266E+01
   117    3.25507E+03    9.91256E-01    1.72316E-03   -3.41275E+01
   118    3.28910E+03    1.00137E+00    1.70213E-03   -3.47200E+01
   119    3.32323E+03    1.01110E+00    1.68074E-03   -3.53035E+01
   120    3.35745E+03    1.02045E+00    1.65901E-03   -3.58775E+01
   121    3.39176E+03    1.02939E+00    1.63696E-03   -3.64412E+01
   122    3.42613E+03    1.03793E+00    1.61464E-03   -3.69943E+01
   123    3.46057E+03    1.04605E+00    1.59205E-03   -3.75361E+01
   124    3.49506E+03    1.05373E+00    1.56922E-03   -3.80661E+01
   125    3.52960E+03    1.06099E+00    1.54619E-03   -3.85837E+01
   126    3.56417E+03    1.06780E+00    1.52297E-03   -3.90884E+01
   127    3.59877E+03    1.07417E+00    1.49959E-03   -3.95797E+01
   128    3.63338E+03    1.08007E+00    1.47608E-03   -4.00570E+01
   129    3.66800E+03    1.08551E+00    1.45246E-03   -4.05197E+01
   130    3.70263E+03    1.09048E+00    1.42876E-03   -4.09674E+01
   131    3.73723E+03    1.09497E+00    1.40500E-03   -4.13995E+01
   132    3.77182E+03    1.09898E+00    1.38120E-03   -4.18156E+01
   133    3.80638E+03    1.10250E+00    1.35739E-03   -4.22151E+01
   134    3.84091E+03    1.10555E+00    1.33357E-03   -4.25975E+01
   135    3.87539E+03    1.10810E+00    1.30977E-03   -4.29626E+01
   136    3.90983E+03    1.11016E+00    1.28600E-03   -4.33097E+01
   137    3.94421E+03    1.11173E+00    1.26228E-03   -4.36383E+01
   138    3.97854E+03    1.11280E+00    1.23864E-03   -4.39482E+01
   139    4.01278E+03    1.11338E+00    1.21509E-03   -4.42388E+01
   140    4.04696E+03    1.11347E+00    1.19164E-03   -4.45097E+01
   141    4.08105E+03    1.11307E+00    1.16832E-03   -4.47607E+01
   142    4.11504E+03    1.11218E+00    1.14515E-03   -4.49911E+01
   143    4.14894E+03    1.11080E+00    1.12214E-03   -4.52008E+01
   144    4.18273E+03    1.10895E+00    1.09931E-03   -4.53892E+01
   145    4.21640E+03    1.10660E+00    1.07668E-03   -4.55559E+01
   146    4.24993E+03    1.10379E+00    1.05426E-03   -4.57007E+01
   147    4.28332E+03    1.10051E+00    1.03209E-03   -4.58230E+01
   148    4.31654E+03    1.09677E+00    1.01017E-03   -4.59225E+01
   149    4.34958E+03    1.09258E+00    9.88522E-04   -4.59988E+01
   150    4.38244E+03    1.08793E+00    9.67166E-04   -4.60514E+01
   151    4.41509E+03    1.08285E+00    9.46118E-04   -4.60801E+01
   152    4.44753E+03    1.07733E+00    9.25385E-04   -4.60846E+01
   153    4.47976E+03    1.07140E+00    9.04975E-04   -4.60646E+01
   154    4.51177E+03    1.06507E+00    8.84892E-04   -4.60200E+01
   155    4.54356E+03    1.05833E+00    8.65143E-04   -4.59503E+01
   156    4.57512E+03    1.05121E+00    8.45734E-04   -4.58554E+01
   157    4.60645E+03    1.04371E+00    8.26670E-04   -4.57351E+01
   158    4.63754E+03    1.03586E+00    8.07959E-04   -4.55890E+01
   159    4.66839E+03    1.02766E+00    7.89605E-04   -4.54171E+01
   160    4.69898E+03    1.01913E+00    7.71615E-04   -4.52190E+01
   161    4.72929E+03    1.01029E+00    7.53994E-04   -4.49946E+01
   162    4.75932E+03    1.00114E+00    7.36750E-04   -4.47438E+01
   163    4.78905E+03    9.91732E-01    7.19887E-04   -4.44662E+01
   164    4.81847E+03    9.82051E-01    7.03412E-04   -4.41618E+01
   165    4.84757E+03    9.72124E-01    6.87330E-04   -4.38302E+01
   166    4.87634E+03    9.61971E-01    6.71649E-04   -4.34715E+01
   167    4.90477E+03    9.51616E-01    6.56373E-04   -4.30855E+01
   168    4.93286E+03    9.41081E-01    6.41509E-04   -4.26722E+01
   169    4.96059E+03    9.30387E-01    6.27063E-04   -4.22315E+01
   170    4.98796E+03    9.19551E-01    6.13040E-04   -4.17634E+01
   171    5.01496E+03    9.08601E-01    5.99448E-04   -4.12677E+01
   172    5.04158E+03    8.97559E-01    5.86291E-04   -4.07445E+01
   173    5.06782E+03    8.86449E-01    5.73576E-04   -4.01937E+01
   174    5.09365E+03    8.75291E-01    5.61308E-04   -3.96152E+01
   175    5.11909E+03    8.64124E-01    5.49495E-04   -3.90093E+01
   176    5.14412E+03    8.52962E-01    5.38138E-04   -3.83759E+01
   177    5.16872E+03    8.41843E-01    5.27234E-04   -3.77149E+01
   178    5.19288E+03    8.30788E-01    5.16774E-04   -3.70264E+01
   179    5.21662E+03    8.19821E-01    5.06750E-04   -3.63105E+01
   180    5.23990E+03    8.08979E-01    4.97154E-04   -3.55673E+01
   181    5.26273E+03    7.98291E-01    4.87979E-04   -3.47969E+01
   182    5.28511E+03    7.87788E-01    4.79216E-04   -3.39994E+01
   183    5.30701E+03    7.77493E-01    4.70858E-04   -3.31750E+01
   184    5.32844E+03    7.67441E-01    4.62897E-04   -3.23238E+01
   185    5.34939E+03    7.57672E-01    4.55325E-04   -3.14458E+01
   186    5.36985E+03    7.48207E-01    4.48135E-04   -3.05414E+01
   187    5.38981E+03    7.39076E-01    4.41317E-04   -2.96106E+01
   188    5.40927E+03    7.30321E-01    4.34865E-04   -2.86538E+01
   189    5.42821E+03    7.21973E-01    4.28770E-04   -2.76710E+01
   190    5.44664E+03    7.14066E-01    4.23026E-04   -2.66627E+01
   191    5.46455E+03    7.06632E-01    4.17623E-04   -2.56290E+01
   192    5.48192E+03    6.99706E-01    4.12554E-04   -2.45700E+01
   193    5.49874E+03    6.93322E-01    4.07811E-04   -2.34861E+01
   194    5.51503E+03    6.87517E-01    4.03386E-04   -2.23777E+01
   195    5.53076E+03    6.82324E-01    3.99272E-04   -2.12450E+01
   196    5.54595E+03    6.77782E-01    3.95461E-04   -2.00884E+01
   197    5.56058E+03    6.73926E-01    3.91944E-04   -1.89083E+01
   198    5.57466E+03    6.70793E-01    3.88714E-04   -1.77051E+01
   199    5.58817E+03    6.68418E-01    3.85763E-04   -1.64789E+01
   200    5.60112E+03    6.66838E-01    3.83083E-04   -1.52304E+01
   201    5.61350E+03    6.66091E-01    3.80666E-04   -1.39597E+01
   202    5.62529E+03    6.66212E-01    3.78504E-04   -1.26675E+01
   203    5.63648E+03    6.67238E-01    3.76590E-04   -1.13540E+01
   204    5.64708E+03    6.69205E-01    3.74915E-04   -1.00197E+01
   205    5.65705E+03    6.72151E-01    3.73471E-04   -8.66497E+00
   206    5.66640E+03    6.76112E-01    3.72250E-04   -7.29032E+00
   207    5.67512E+03    6.81125E-01    3.71244E-04   -5.89606E+00
   208    5.68320E+03    6.87226E-01    3.70445E-04   -4.48281E+00
   209    5.69066E+03    6.94451E-01    3.69845E-04   -3.05110E+00
   210    5.69750E+03    7.02838E-01    3.69436E-04   -1.60149E+00
   211    5.70372E+03    7.12425E-01    3.69210E-04   -1.34540E-01
   212    5.70933E+03    7.23245E-01    3.69159E-04    1.34920E+00
   213    5.71434E+03    7.35336E-01    3.69275E-04    2.84917E+00
   214    5.71875E+03    7.48737E-01    3.69549E-04    4.36481E+00
   215    5.72256E+03    7.63476E-01    3.69975E-04    5.89553E+00
   216    5.72575E+03    7.79599E-01    3.70543E-04    7.44073E+00
   217    5.72833E+03    7.97135E-01    3.71245E-04    8.99981E+00
   218    5.73030E+03    8.16114E-01    3.72075E-04    1.05722E+01
   219    5.73165E+03    8.36581E-01    3.73023E-04    1.21573E+01
   220    5.73237E+03    8.58565E-01    3.74082E-04    1.37546E+01
   221    5.73246E+03    8.82096E-01    3.75243E-04    1.53633E+01
   222    5.73192E+03    9.07218E-01    3.76499E-04    1.69829E+01
   223    5.73075E+03    9.33954E-01    3.77842E-04    1.86127E+01
   224    5.72895E+03    9.62341E-01    3.79263E-04    2.02520E+01
   225    5.72653E+03    9.92401E-01    3.80755E-04    2.19002E+01
   226    5.72348E+03    1.02418E+00    3.82308E-04    2.35567E+01
   227    5.71981E+03    1.05770E+00    3.83917E-04    2.52207E+01
   228    5.71551E+03    1.09300E+00    3.85572E-04    2.68916E+01
   229    5.71060E+03    1.13010E+00    3.87265E-04    2.85686E+01
   230    5.70506E+03    1.16903E+00    3.88988E-04    3.02512E+01
   231    5.69890E+03    1.20982E+00    3.90734E-04    3.19385E+01
   232    5.69214E+03    1.25250E+00    3.92493E-04    3.36300E+01
   233    5.68476E+03    1.29709E+00    3.94259E-04    3.53248E+01
   234    5.67675E+03    1.34362E+00    3.96024E-04    3.70223E+01
   235    5.66815E+03    1.39212E+00    3.97778E-04    3.87217E+01
   236    5.65893E+03    1.44263E+00    3.99515E-04    4.04224E+01
   237    5.64911E+03    1.49513E+00    4.01225E-04    4.21235E+01
   238    5.63869E+03    1.54968E+00    4.02902E-04    4.38245E+01
   239    5.62767E+03    1.60628E+00    4.04536E-04    4.55244E+01
   240    5.61605E+03    1.66496E+00    4.06121E-04    4.72225E+01
   241    5.60384E+03    1.72575E+00    4.07648E-04    4.89183E+01
   242    5.59104E+03    1.78865E+00    4.09108E-04    5.06107E+01
   243    5.57766E+03    1.85370E+00    4.10494E-04    5.22992E+01
   244    5.56370E+03    1.92090E+00    4.11799E-04    5.39830E+01
   245    5.54917E+03    1.99027E+00    4.13013E-04    5.56615E+01
   246    5.53408E+03    2.06183E+00    4.14129E-04    5.73338E+01
   247    5.51842E+03    2.13559E+00    4.15138E-04    5.89993E+01
   248    5.50221E+03    2.21157E+00    4.16033E-04    6.06571E+01
   249    5.48545E+03    2.28977E+00    4.16806E-04    6.23067E+01
   250    5.46815E+03    2.37023E+00    4.17449E-04    6.39472E+01
   251    5.45030E+03    2.45292E+00    4.17955E-04    6.55778E+01
   252    5.43191E+03    2.53787E+00    4.18325E-04    6.71977E+01
   253    5.41298E+03    2.62508E+00    4.18563E-04    6.88061E+01
   254    5.39353E+03    2.71456E+00    4.18669E-04    7.04022E+01
   255    5.37354E+03    2.80630E+00    4.18648E-04    7.19854E+01
   256    5.35302E+03    2.90033E+00    4.18502E-04    7.35547E+01
   257    5.33199E+03    2.99663E+00    4.18234E-04    7.51096E+01
   258    5.31045E+03    3.09521E+00    4.17846E-04    7.66491E+01
   259    5.28842E+03    3.19607E+00    4.17340E-04    7.81735E+01
   260    5.26592E+03    3.29921E+00    4.16721E-04    7.96808E+01
   261    5.24295E+03    3.40463E+00    4.15989E-04    8.11716E+01
   262    5.21953E+03    3.51233E+00    4.15148E-04    8.26444E+01
   263    5.19567E+03    3.62231E+00    4.14201E-04    8.40993E+01
   264    5.17138E+03    3.73456E+00    4.13150E-04    8.55347E+01
   265    5.14665E+03    3.84906E+00    4.11997E-04    8.69515E+01
   266    5.12150E+03    3.96581E+00    4.10747E-04    8.83473E+01
   267    5.09593E+03    4.08480E+00    4.09400E-04    8.97215E+01
   268    5.06996E+03    4.20601E+00    4.07960E-04    9.10748E+01
   269    5.04358E+03    4.32943E+00    4.06429E-04    9.24050E+01
   270    5.01679E+03    4.45506E+00    4.04811E-04    9.37127E+01
   271    4.98962E+03    4.58287E+00    4.03107E-04    9.49959E+01
   272    4.96207E+03    4.71285E+00    4.01321E-04    9.62552E+01
   273    4.93416E+03    4.84497E+00    3.99455E-04    9.74892E+01
   274    4.90589E+03    4.97922E+00    3.97512E-04    9.86985E+01
   275    4.87726E+03    5.11558E+00    3.95494E-04    9.98811E+01
   276    4.84831E+03    5.25402E+00    3.93404E-04    1.01038E+02
   277    4.81903E+03    5.39454E+00    3.91244E-04    1.02166E+02
   278    4.78943E+03    5.53710E+00    3.89018E-04    1.03267E+02
   279    4.75953E+03    5.68167E+00    3.86728E-04    1.04340E+02
   280    4.72934E+03    5.82821E+00    3.84377E-04    1.05384E+02
   281    4.69886E+03    5.97672E+00    3.81967E-04    1.06399E+02
   282    4.66811E+03    6.12714E+00    3.79501E-04    1.07384E+02
   283    4.63710E+03    6.27947E+00    3.76982E-04    1.08339E+02
   284    4.60583E+03    6.43365E+00    3.74412E-04    1.09262E+02
   285    4.57432E+03    6.58967E+00    3.71794E-04    1.10155E+02
   286    4.54257E+03    6.74748E+00    3.69130E-04    1.11015E+02
   287    4.51061E+03    6.90704E+00    3.66424E-04    1.11844E+02
   288    4.47844E+03    7.06832E+00    3.63678E-04    1.12640E+02
   289    4.44606E+03    7.23128E+00    3.60894E-04    1.13403E+02
   290    4.41349E+03    7.39588E+00    3.58076E-04    1.14133E+02
   291    4.38076E+03    7.56210E+00    3.55225E-04    1.14829E+02
   292    4.34784E+03    7.72981E+00    3.52345E-04    1.15490E+02
   293    4.31477E+03    7.89907E+00    3.49438E-04    1.16118E+02
   294    4.28155E+03    8.06982E+00    3.46507E-04    1.16709E+02
   295    4.24819E+03    8.24190E+00    3.43555E-04    1.17266E+02
   296    4.21470E+03    8.41540E+00    3.40584E-04    1.17787E+02
   297    4.18108E+03    8.59015E+00    3.37596E-04    1.18271E+02
   298    4.14735E+03    8.76617E+00    3.34595E-04    1.18719E+02
   299    4.11352E+03    8.94337E+00    3.31583E-04    1.19130E+02
   300    4.07960E+03    9.12169E+00    3.28563E-04    1.19504E+02
   301    4.04561E+03    9.30119E+00    3.25538E-04    1.19841E+02
   302    4.01155E+03    9.48165E+00    3.22508E-04    1.20141E+02
   303    3.97744E+03    9.66315E+00    3.19477E-04    1.20404E+02
   304    3.94329E+03    9.84562E+00    3.16445E-04    1.20629E+02
   305    3.90911E+03    1.00290E+01    3.13414E-04    1.20817E+02
   306    3.87491E+03    1.02132E+01    3.10386E-04    1.20967E+02
   307    3.84070E+03    1.03982E+01    3.07364E-04    1.21079E+02
   308    3.80650E+03    1.05839E+01    3.04347E-04    1.21153E+02
   309    3.77231E+03    1.07703E+01    3.01339E-04    1.21189E+02
   310    3.73814E+03    1.09572E+01    2.98341E-04    1.21187E+02
   311    3.70400E+03    1.11447E+01    2.95354E-04    1.21146E+02
   312    3.66990E+03    1.13326E+01    2.92381E-04    1.21067E+02
   313    3.63585E+03    1.15209E+01    2.89423E-04    1.20949E+02
   314    3.60186E+03    1.17096E+01    2.86482E-04    1.20793E+02
   315    3.56794E+03    1.18985E+01    2.83559E-04    1.20598E+02
   316    3.53410E+03    1.20876E+01    2.80657E-04    1.20364E+02
   317    3.50036E+03    1.22769E+01    2.77777E-04    1.20093E+02
   318    3.46672E+03    1.24662E+01    2.74920E-04    1.19782E+02
   319    3.43319E+03    1.26555E+01    2.72089E-04    1.19434E+02
   320    3.39977E+03    1.28448E+01    2.69285E-04    1.19047E+02
   321    3.36650E+03    1.30339E+01    2.66509E-04    1.18622E+02
   322    3.33335E+03    1.32228E+01    2.63765E-04    1.18159E+02
   323    3.30036E+03    1.34114E+01    2.61052E-04    1.17658E+02
   324    3.26753E+03    1.35996E+01    2.58374E-04    1.17120E+02
   325    3.23486E+03    1.37875E+01    2.55731E-04    1.16544E+02
   326    3.20237E+03    1.39748E+01    2.53126E-04    1.15930E+02
   327    3.17007E+03    1.41616E+01    2.50560E-04    1.15279E+02
   328    3.13796E+03    1.43477E+01    2.48035E-04    1.14591E+02
   329    3.10605E+03    1.45331E+01    2.45552E-04    1.13867E+02
   330    3.07436E+03    1.47178E+01    2.43114E-04    1.13106E+02
   331    3.04289E+03    1.49015E+01    2.40722E-04    1.12308E+02
   332    3.01164E+03    1.50844E+01    2.38378E-04    1.11474E+02
   333    2.98063E+03    1.52662E+01    2.36083E-04    1.10605E+02
   334    2.94987E+03    1.54470E+01    2.33839E-04    1.09700E+02
   335    2.91936E+03    1.56266E+01    2.31649E-04    1.08761E+02
   336    2.88912E+03    1.58049E+01    2.29513E-04    1.07786E+02
   337    2.85914E+03    1.59820E+01    2.27433E-04    1.06778E+02
   338    2.82944E+03    1.61578E+01    2.25412E-04    1.05736E+02
   339    2.80003E+03    1.63321E+01    2.23450E-04    1.04661E+02
   340    2.77091E+03    1.65050E+01    2.21550E-04    1.03554E+02
   341    2.74210E+03    1.66763E+01    2.19713E-04    1.02413E+02
   342    2.71358E+03    1.68459E+01    2.17941E-04    1.01240E+02
   343    2.68538E+03    1.70138E+01    2.16236E-04    1.00036E+02
   344    2.65749E+03    1.71798E+01    2.14599E-04    9.87999E+01
   345    2.62992E+03    1.73440E+01    2.13033E-04    9.75325E+01
   346    2.60267E+03    1.75061E+01    2.11538E-04    9.62338E+01
   347    2.57575E+03    1.76663E+01    2.10117E-04    9.49046E+01
   348    2.54916E+03    1.78241E+01    2.08771E-04    9.35450E+01
   349    2.52292E+03    1.79799E+01    2.07502E-04    9.21571E+01
   350    2.49703E+03    1.81335E+01    2.06312E-04    9.07402E+01
   351    2.47150E+03    1.82848E+01    2.05202E-04    8.92958E+01
   352    2.44634E+03    1.84338E+01    2.04170E-04    8.78246E+01
   353    2.42156E+03    1.85804E+01    2.03214E-04    8.63266E+01
   354    2.39714E+03    1.87246E+01    2.02331E-04    8.48041E+01
   355    2.37312E+03    1.88662E+01    2.01520E-04    8.32564E+01
   356    2.34949E+03    1.90053E+01    2.00779E-04    8.16841E+01
   357    2.32625E+03    1.91418E+01    2.00104E-04    8.00880E+01
   358    2.30340E+03    1.92757E+01    1.99494E-04    7.84689E+01
   359    2.28096E+03    1.94067E+01    1.98946E-04    7.68268E+01
   360    2.25892E+03    1.95348E+01    1.98459E-04    7.51632E+01
   361    2.23728E+03    1.96600E+01    1.98029E-04    7.34770E+01
   362    2.21606E+03    1.97823E+01    1.97656E-04    7.17700E+01
   363    2.19525E+03    1.99015E+01    1.97335E-04    7.00430E+01
   364    2.17485E+03    2.00176E+01    1.97066E-04    6.82965E+01
   365    2.15488E+03    2.01306E+01    1.96846E-04    6.65315E+01
   366    2.13534E+03    2.02404E+01    1.96672E-04    6.47486E+01
   367    2.11622E+03    2.03469E+01    1.96543E-04    6.29486E+01
   368    2.09753E+03    2.04502E+01    1.96456E-04    6.11324E+01
   369    2.07927E+03    2.05502E+01    1.96410E-04    5.93007E+01
   370    2.06146E+03    2.06467E+01    1.96400E-04    5.74542E+01
   371    2.04408E+03    2.07399E+01    1.96426E-04    5.55938E+01
   372    2.02714E+03    2.08295E+01    1.96486E-04    5.37202E+01
   373    2.01064E+03    2.09157E+01    1.96576E-04    5.18342E+01
   374    1.99459E+03    2.09984E+01    1.96695E-04    4.99366E+01
   375    1.97897E+03    2.10775E+01    1.96840E-04    4.80279E+01
   376    1.96380E+03    2.11530E+01    1.97010E-04    4.61092E+01
   377    1.94908E+03    2.12248E+01    1.97202E-04    4.41811E+01
   378    1.93479E+03    2.12928E+01    1.97413E-04    4.22443E+01
   379    1.92096E+03    2.13571E+01    1.97641E-04    4.02997E+01
   380    1.90758E+03    2.14176E+01    1.97885E-04    3.83479E+01
   381    1.89465E+03    2.14742E+01    1.98142E-04    3.63898E+01
   382    1.88217E+03    2.15269E+01    1.98409E-04    3.44260E+01
   383    1.87014E+03    2.15757E+01    1.98685E-04    3.24574E+01
   384    1.85856E+03    2.16206E+01    1.98967E-04    3.04850E+01
   385    1.84742E+03    2.16615E+01    1.99253E-04    2.85094E+01
   386    1.83674E+03    2.16985E+01    1.99540E-04    2.65316E+01
   387    1.82650E+03    2.17316E+01    1.99827E-04    2.45524E+01
   388    1.81671E+03    2.17608E+01    2.00111E-04    2.25727E+01
   389    1.80736E+03    2.17861E+01    2.00390E-04    2.05933E+01
   390    1.79846E+03    2.18074E+01    2.00662E-04    1.86149E+01
   391    1.79000E+03    2.18247E+01    2.00924E-04    1.66386E+01
   392    1.78197E+03    2.18380E+01    2.01174E-04    1.46650E+01
   393    1.77439E+03    2.18474E+01    2.01410E-04    1.26948E+01
   394    1.76724E+03    2.18527E+01    2.01630E-04    1.07290E+01
   395    1.76052E+03    2.18539E+01    2.01831E-04    8.76829E+00
