2.000000000000000000e+00 9.732280112075708303e+02 3.196139628682834188e-02 0.000000000000000000e+00 2.588678066098799579e+00
3.000000000000000000e+00 9.218897445158164601e+02 4.416508138406689127e-02 0.000000000000000000e+00 2.986508218536669812e+00
4.000000000000000000e+00 8.719135999272903064e+02 4.154567089088276322e-02 0.000000000000000000e+00 2.867869982185020650e+00
5.000000000000000000e+00 8.340242444398932093e+02 3.027860430222272664e-02 0.000000000000000000e+00 2.494357443716360034e+00
6.000000000000000000e+00 8.077412490880982432e+02 1.823871575161248662e-02 0.000000000000000000e+00 2.058301484205840470e+00
7.000000000000000000e+00 7.908983826190349191e+02 9.881100581601808680e-03 0.000000000000000000e+00 1.649237864156381628e+00
8.000000000000000000e+00 7.806500551594098170e+02 5.704381735565906483e-03 0.000000000000000000e+00 1.304262330650992618e+00
9.000000000000000000e+00 7.755716789729905258e+02 4.126643309592762168e-03 0.000000000000000000e+00 1.051808319513170220e+00
1.000000000000000000e+01 7.743014430862809832e+02 3.489322112703406500e-03 0.000000000000000000e+00 8.961361954732054436e-01
1.100000000000000000e+01 7.756632472531886151e+02 3.093060317260638674e-03 0.000000000000000000e+00 8.236980441326748892e-01
1.200000000000000000e+01 7.799568652103280328e+02 2.663609348360334011e-03 0.000000000000000000e+00 8.138604074842341607e-01
1.300000000000000000e+01 7.856521263010839675e+02 2.611637047940073338e-03 0.000000000000000000e+00 8.387342883572341812e-01
1.400000000000000000e+01 7.921229915800709023e+02 2.670177514607003418e-03 0.000000000000000000e+00 8.874885403393603100e-01
1.500000000000000000e+01 7.997311427797119450e+02 2.758285924135675613e-03 0.000000000000000000e+00 9.527019032078816174e-01
1.600000000000000000e+01 8.088597642513398114e+02 2.930651916419523429e-03 0.000000000000000000e+00 1.026471209972293686e+00
1.700000000000000000e+01 8.193092518219285694e+02 3.334772815827549784e-03 0.000000000000000000e+00 1.097999623571000560e+00
1.800000000000000000e+01 8.300840829373632914e+02 3.901546270847645621e-03 0.000000000000000000e+00 1.159501017174632720e+00
1.900000000000000000e+01 8.423437540435279516e+02 4.451369472967701621e-03 0.000000000000000000e+00 1.211363473953820602e+00
2.000000000000000000e+01 8.547211875863074511e+02 4.890840373675610885e-03 0.000000000000000000e+00 1.254123699079194854e+00
2.100000000000000000e+01 8.674172539388608811e+02 5.294325849659822433e-03 0.000000000000000000e+00 1.293739014576430479e+00
2.200000000000000000e+01 8.805138691834448537e+02 5.801485206411023145e-03 0.000000000000000000e+00 1.331840359891379055e+00
2.300000000000000000e+01 8.938031223295913605e+02 6.569266899620461279e-03 0.000000000000000000e+00 1.371020631324936900e+00
2.400000000000000000e+01 9.073743463868316894e+02 7.698143024979381584e-03 0.000000000000000000e+00 1.414244280177999524e+00
2.500000000000000000e+01 9.212425633646975029e+02 9.196440038179029552e-03 0.000000000000000000e+00 1.463584025751463624e+00
2.600000000000000000e+01 9.352741732727199633e+02 1.100411827491065524e-02 0.000000000000000000e+00 1.521484142346224866e+00
2.700000000000000000e+01 9.496328201204313473e+02 1.304404654086549833e-02 0.000000000000000000e+00 1.585558689263179444e+00
2.800000000000000000e+01 9.641105929173623963e+02 1.527030426173481108e-02 0.000000000000000000e+00 1.653347414803223225e+00
2.900000000000000000e+01 9.788711356730450461e+02 1.766446593320983305e-02 0.000000000000000000e+00 1.721795579267252352e+00
3.000000000000000000e+01 9.939294703970106184e+02 2.022296825098181955e-02 0.000000000000000000e+00 1.786139289956162779e+00
3.100000000000000000e+01 1.009074744509846028e+03 2.293741568615218288e-02 0.000000000000000000e+00 1.842009433998787582e+00
3.200000000000000000e+01 1.024455894076358618e+03 2.579271668146300781e-02 0.000000000000000000e+00 1.886244462835705127e+00
3.300000000000000000e+01 1.040144602572410804e+03 2.876374568506656279e-02 0.000000000000000000e+00 1.915780363735430925e+00
