#    L    TT             EE             BB             TE         
   316    3.53410E+03    1.20876E+01    2.77018E-04    1.20364E+02
   317    3.50036E+03    1.22769E+01    2.74214E-04    1.20092E+02
   318    3.46672E+03    1.24662E+01    2.71433E-04    1.19782E+02
   319    3.43319E+03    1.26555E+01    2.68677E-04    1.19434E+02
   320    3.39977E+03    1.28448E+01    2.65947E-04    1.19047E+02
   321    3.36649E+03    1.30339E+01    2.63245E-04    1.18622E+02
   322    3.33335E+03    1.32228E+01    2.60572E-04    1.18159E+02
   323    3.30036E+03    1.34114E+01    2.57931E-04    1.17658E+02
   324    3.26753E+03    1.35996E+01    2.55323E-04    1.17120E+02
   325    3.23486E+03    1.37874E+01    2.52749E-04    1.16544E+02
   326    3.20237E+03    1.39748E+01    2.50212E-04    1.15930E+02
   327    3.17007E+03    1.41616E+01    2.47713E-04    1.15279E+02
   328    3.13796E+03    1.43477E+01    2.45254E-04    1.14591E+02
   329    3.10605E+03    1.45331E+01    2.42836E-04    1.13867E+02
   330    3.07436E+03    1.47177E+01    2.40462E-04    1.13106E+02
   331    3.04289E+03    1.49015E+01    2.38132E-04    1.12308E+02
   332    3.01164E+03    1.50844E+01    2.35849E-04    1.11474E+02
   333    2.98063E+03    1.52662E+01    2.33614E-04    1.10605E+02
   334    2.94987E+03    1.54470E+01    2.31429E-04    1.09700E+02
   335    2.91936E+03    1.56266E+01    2.29296E-04    1.08761E+02
   336    2.88912E+03    1.58049E+01    2.27216E-04    1.07786E+02
   337    2.85914E+03    1.59820E+01    2.25191E-04    1.06778E+02
   338    2.82944E+03    1.61578E+01    2.23222E-04    1.05736E+02
   339    2.80003E+03    1.63321E+01    2.21312E-04    1.04661E+02
   340    2.77091E+03    1.65050E+01    2.19463E-04    1.03554E+02
   341    2.74209E+03    1.66763E+01    2.17675E-04    1.02413E+02
   342    2.71358E+03    1.68459E+01    2.15951E-04    1.01240E+02
   343    2.68538E+03    1.70138E+01    2.14291E-04    1.00036E+02
   344    2.65749E+03    1.71798E+01    2.12699E-04    9.87998E+01
   345    2.62992E+03    1.73440E+01    2.11175E-04    9.75324E+01
   346    2.60267E+03    1.75061E+01    2.09722E-04    9.62338E+01
   347    2.57575E+03    1.76663E+01    2.08341E-04    9.49046E+01
   348    2.54916E+03    1.78241E+01    2.07033E-04    9.35450E+01
   349    2.52292E+03    1.79799E+01    2.05800E-04    9.21571E+01
   350    2.49703E+03    1.81335E+01    2.04645E-04    9.07402E+01
   351    2.47150E+03    1.82848E+01    2.03568E-04    8.92957E+01
