#    L    TT             EE             BB             TE             PP             PT             PE         
  1295    7.28581E+02    3.04834E+01    9.13201E-02   -2.85233E+01    4.31700E-09    1.76653E-06   -3.48676E-07
  1296    7.27561E+02    3.04955E+01    9.12531E-02   -2.92232E+01    4.31143E-09    1.77781E-06   -3.48933E-07
  1297    7.26598E+02    3.05038E+01    9.11867E-02   -2.99216E+01    4.30587E-09    1.78899E-06   -3.49150E-07
  1298    7.25696E+02    3.05083E+01    9.11210E-02   -3.06183E+01    4.30032E-09    1.80008E-06   -3.49326E-07
  1299    7.24851E+02    3.05090E+01    9.10560E-02   -3.13129E+01    4.29479E-09    1.81108E-06   -3.49461E-07
  1300    7.24064E+02    3.05060E+01    9.09916E-02   -3.20051E+01    4.28926E-09    1.82199E-06   -3.49556E-07
  1301    7.23334E+02    3.04991E+01    9.09279E-02   -3.26948E+01    4.28375E-09    1.83280E-06   -3.49611E-07
  1302    7.22662E+02    3.04886E+01    9.08648E-02   -3.33815E+01    4.27824E-09    1.84351E-06   -3.49625E-07
  1303    7.22047E+02    3.04743E+01    9.08025E-02   -3.40650E+01    4.27275E-09    1.85412E-06   -3.49599E-07
  1304    7.21487E+02    3.04562E+01    9.07408E-02   -3.47450E+01    4.26727E-09    1.86463E-06   -3.49534E-07
  1305    7.20985E+02    3.04345E+01    9.06799E-02   -3.54213E+01    4.26180E-09    1.87505E-06   -3.49429E-07
  1306    7.20537E+02    3.04090E+01    9.06196E-02   -3.60935E+01    4.25634E-09    1.88536E-06   -3.49285E-07
  1307    7.20145E+02    3.03799E+01    9.05601E-02   -3.67613E+01    4.25089E-09    1.89557E-06   -3.49102E-07
  1308    7.19806E+02    3.03472E+01    9.05012E-02   -3.74245E+01    4.24545E-09    1.90568E-06   -3.48881E-07
  1309    7.19522E+02    3.03107E+01    9.04430E-02   -3.80829E+01    4.24003E-09    1.91569E-06   -3.48620E-07
  1310    7.19290E+02    3.02706E+01    9.03856E-02   -3.87360E+01    4.23461E-09    1.92559E-06   -3.48322E-07
  1311    7.19112E+02    3.02269E+01    9.03289E-02   -3.93837E+01    4.22921E-09    1.93539E-06   -3.47986E-07
  1312    7.18985E+02    3.01796E+01    9.02728E-02   -4.00257E+01    4.22381E-09    1.94509E-06   -3.47612E-07
  1313    7.18910E+02    3.01286E+01    9.02175E-02   -4.06616E+01    4.21843E-09    1.95468E-06   -3.47201E-07
  1314    7.18885E+02    3.00740E+01    9.01629E-02   -4.12913E+01    4.21305E-09    1.96416E-06   -3.46752E-07
  1315    7.18910E+02    3.00160E+01    9.01091E-02   -4.19145E+01    4.20769E-09    1.97353E-06   -3.46267E-07
  1316    7.18985E+02    2.99544E+01    9.00559E-02   -4.25309E+01    4.20234E-09    1.98280E-06   -3.45745E-07
  1317    7.19108E+02    2.98895E+01    9.00035E-02   -4.31404E+01    4.19699E-09    1.99196E-06   -3.45187E-07
  1318    7.19279E+02    2.98210E+01    8.99517E-02   -4.37426E+01    4.19166E-09    2.00100E-06   -3.44592E-07
  1319    7.19497E+02    2.97493E+01    8.99007E-02   -4.43374E+01    4.18634E-09    2.00994E-06   -3.43962E-07
  1320    7.19762E+02    2.96742E+01    8.98505E-02   -4.49244E+01    4.18103E-09    2.01877E-06   -3.43296E-07
  1321    7.20073E+02    2.95958E+01    8.98009E-02   -4.55035E+01    4.17573E-09    2.02748E-06   -3.42594E-07
  1322    7.20429E+02    2.95143E+01    8.97520E-02   -4.60745E+01    4.17044E-09    2.03608E-06   -3.41858E-07
  1323    7.20828E+02    2.94295E+01    8.97039E-02   -4.66371E+01    4.16516E-09    2.04457E-06   -3.41087E-07
  1324    7.21271E+02    2.93415E+01    8.96565E-02   -4.71910E+01    4.15989E-09    2.05294E-06   -3.40281E-07
  1325    7.21757E+02    2.92503E+01    8.96097E-02   -4.77361E+01    4.15464E-09    2.06119E-06   -3.39440E-07
  1326    7.22284E+02    2.91560E+01    8.95637E-02   -4.82721E+01    4.14939E-09    2.06933E-06   -3.38566E-07
  1327    7.22852E+02    2.90587E+01    8.95184E-02   -4.87989E+01    4.14415E-09    2.07736E-06   -3.37657E-07
  1328    7.23459E+02    2.89582E+01    8.94738E-02   -4.93161E+01    4.13892E-09    2.08526E-06   -3.36716E-07
  1329    7.24105E+02    2.88548E+01    8.94299E-02   -4.98237E+01    4.13370E-09    2.09305E-06   -3.35740E-07
  1330    7.24790E+02    2.87484E+01    8.93867E-02   -5.03214E+01    4.12850E-09    2.10072E-06   -3.34732E-07
  1331    7.25511E+02    2.86391E+01    8.93441E-02   -5.08091E+01    4.12330E-09    2.10827E-06   -3.33691E-07
  1332    7.26268E+02    2.85269E+01    8.93023E-02   -5.12865E+01    4.11811E-09    2.11570E-06   -3.32617E-07
  1333    7.27061E+02    2.84119E+01    8.92611E-02   -5.17536E+01    4.11293E-09    2.12300E-06   -3.31511E-07
  1334    7.27888E+02    2.82942E+01    8.92206E-02   -5.22100E+01    4.10777E-09    2.13019E-06   -3.30373E-07
  1335    7.28747E+02    2.81737E+01    8.91807E-02   -5.26555E+01    4.10261E-09    2.13725E-06   -3.29203E-07
  1336    7.29640E+02    2.80505E+01    8.91416E-02   -5.30902E+01    4.09746E-09    2.14418E-06   -3.28002E-07
  1337    7.30563E+02    2.79247E+01    8.91030E-02   -5.35138E+01    4.09232E-09    2.15099E-06   -3.26769E-07
  1338    7.31517E+02    2.77964E+01    8.90652E-02   -5.39262E+01    4.08720E-09    2.15768E-06   -3.25506E-07
  1339    7.32500E+02    2.76656E+01    8.90279E-02   -5.43271E+01    4.08208E-09    2.16424E-06   -3.24211E-07
  1340    7.33511E+02    2.75323E+01    8.89913E-02   -5.47165E+01    4.07697E-09    2.17067E-06   -3.22886E-07
  1341    7.34550E+02    2.73965E+01    8.89553E-02   -5.50942E+01    4.07187E-09    2.17698E-06   -3.21531E-07
  1342    7.35615E+02    2.72584E+01    8.89200E-02   -5.54599E+01    4.06678E-09    2.18316E-06   -3.20145E-07
  1343    7.36705E+02    2.71180E+01    8.88852E-02   -5.58138E+01    4.06171E-09    2.18920E-06   -3.18730E-07
  1344    7.37818E+02    2.69753E+01    8.88511E-02   -5.61554E+01    4.05664E-09    2.19512E-06   -3.17286E-07
  1345    7.38955E+02    2.68304E+01    8.88175E-02   -5.64848E+01    4.05158E-09    2.20091E-06   -3.15812E-07
  1346    7.40113E+02    2.66833E+01    8.87845E-02   -5.68018E+01    4.04653E-09    2.20656E-06   -3.14309E-07
  1347    7.41292E+02    2.65341E+01    8.87521E-02   -5.71063E+01    4.04149E-09    2.21209E-06   -3.12777E-07
  1348    7.42490E+02    2.63828E+01    8.87203E-02   -5.73981E+01    4.03646E-09    2.21748E-06   -3.11217E-07
  1349    7.43708E+02    2.62295E+01    8.86890E-02   -5.76771E+01    4.03144E-09    2.22273E-06   -3.09629E-07
  1350    7.44942E+02    2.60744E+01    8.86583E-02   -5.79434E+01    4.02643E-09    2.22785E-06   -3.08012E-07
  1351    7.46194E+02    2.59173E+01    8.86281E-02   -5.81969E+01    4.02143E-09    2.23283E-06   -3.06368E-07
  1352    7.47460E+02    2.57585E+01    8.85984E-02   -5.84374E+01    4.01643E-09    2.23768E-06   -3.04697E-07
  1353    7.48743E+02    2.55979E+01    8.85692E-02   -5.86650E+01    4.01145E-09    2.24240E-06   -3.02998E-07
  1354    7.50034E+02    2.54358E+01    8.85405E-02   -5.88796E+01    4.00648E-09    2.24698E-06   -3.01273E-07
  1355    7.51343E+02    2.52721E+01    8.85123E-02   -5.90812E+01    4.00151E-09    2.25142E-06   -2.99522E-07
  1356    7.52663E+02    2.51069E+01    8.84846E-02   -5.92697E+01    3.99656E-09    2.25573E-06   -2.97744E-07
  1357    7.53995E+02    2.49403E+01    8.84574E-02   -5.94451E+01    3.99162E-09    2.25991E-06   -2.95941E-07
  1358    7.55338E+02    2.47723E+01    8.84306E-02   -5.96072E+01    3.98668E-09    2.26395E-06   -2.94112E-07
  1359    7.56686E+02    2.46030E+01    8.84042E-02   -5.97562E+01    3.98175E-09    2.26786E-06   -2.92259E-07
  1360    7.58038E+02    2.44325E+01    8.83783E-02   -5.98919E+01    3.97684E-09    2.27163E-06   -2.90380E-07
  1361    7.59395E+02    2.42608E+01    8.83528E-02   -6.00142E+01    3.97193E-09    2.27527E-06   -2.88478E-07
  1362    7.60765E+02    2.40879E+01    8.83277E-02   -6.01232E+01    3.96703E-09    2.27878E-06   -2.86551E-07
  1363    7.62132E+02    2.39141E+01    8.83030E-02   -6.02187E+01    3.96214E-09    2.28215E-06   -2.84601E-07
  1364    7.63506E+02    2.37392E+01    8.82787E-02   -6.03009E+01    3.95726E-09    2.28539E-06   -2.82627E-07
  1365    7.64885E+02    2.35634E+01    8.82548E-02   -6.03698E+01    3.95239E-09    2.28850E-06   -2.80631E-07
  1366    7.66255E+02    2.33867E+01    8.82312E-02   -6.04253E+01    3.94753E-09    2.29147E-06   -2.78611E-07
  1367    7.67632E+02    2.32093E+01    8.82079E-02   -6.04673E+01    3.94268E-09    2.29432E-06   -2.76570E-07
  1368    7.69008E+02    2.30311E+01    8.81850E-02   -6.04960E+01    3.93783E-09    2.29703E-06   -2.74506E-07
  1369    7.70376E+02    2.28523E+01    8.81624E-02   -6.05113E+01    3.93300E-09    2.29961E-06   -2.72421E-07
  1370    7.71751E+02    2.26730E+01    8.81401E-02   -6.05133E+01    3.92817E-09    2.30206E-06   -2.70315E-07
  1371    7.73111E+02    2.24930E+01    8.81181E-02   -6.05020E+01    3.92336E-09    2.30437E-06   -2.68187E-07
  1372    7.74471E+02    2.23128E+01    8.80964E-02   -6.04775E+01    3.91855E-09    2.30656E-06   -2.66039E-07
  1373    7.75824E+02    2.21321E+01    8.80749E-02   -6.04397E+01    3.91375E-09    2.30861E-06   -2.63871E-07
  1374    7.77170E+02    2.19511E+01    8.80537E-02   -6.03888E+01    3.90896E-09    2.31054E-06   -2.61683E-07
  1375    7.78502E+02    2.17699E+01    8.80327E-02   -6.03248E+01    3.90418E-09    2.31233E-06   -2.59475E-07
  1376    7.79828E+02    2.15886E+01    8.80119E-02   -6.02476E+01    3.89941E-09    2.31399E-06   -2.57248E-07
  1377    7.81148E+02    2.14072E+01    8.79914E-02   -6.01575E+01    3.89464E-09    2.31552E-06   -2.55002E-07
  1378    7.82454E+02    2.12257E+01    8.79710E-02   -6.00544E+01    3.88989E-09    2.31692E-06   -2.52737E-07
  1379    7.83747E+02    2.10443E+01    8.79508E-02   -5.99384E+01    3.88514E-09    2.31820E-06   -2.50454E-07
  1380    7.85021E+02    2.08630E+01    8.79308E-02   -5.98094E+01    3.88041E-09    2.31934E-06   -2.48154E-07
  1381    7.86288E+02    2.06817E+01    8.79109E-02   -5.96676E+01    3.87568E-09    2.32035E-06   -2.45835E-07
  1382    7.87537E+02    2.05008E+01    8.78912E-02   -5.95130E+01    3.87096E-09    2.32124E-06   -2.43500E-07
  1383    7.88765E+02    2.03200E+01    8.78716E-02   -5.93456E+01    3.86625E-09    2.32199E-06   -2.41148E-07
  1384    7.89974E+02    2.01396E+01    8.78521E-02   -5.91655E+01    3.86155E-09    2.32262E-06   -2.38779E-07
  1385    7.91172E+02    1.99596E+01    8.78327E-02   -5.89730E+01    3.85686E-09    2.32312E-06   -2.36393E-07
  1386    7.92351E+02    1.97801E+01    8.78134E-02   -5.87681E+01    3.85217E-09    2.32349E-06   -2.33992E-07
  1387    7.93503E+02    1.96011E+01    8.77941E-02   -5.85509E+01    3.84750E-09    2.32373E-06   -2.31576E-07
  1388    7.94637E+02    1.94228E+01    8.77750E-02   -5.83217E+01    3.84283E-09    2.32384E-06   -2.29144E-07
  1389    7.95746E+02    1.92451E+01    8.77558E-02   -5.80806E+01    3.83817E-09    2.32383E-06   -2.26697E-07
  1390    7.96837E+02    1.90683E+01    8.77367E-02   -5.78276E+01    3.83352E-09    2.32369E-06   -2.24236E-07
  1391    7.97902E+02    1.88922E+01    8.77176E-02   -5.75629E+01    3.82888E-09    2.32342E-06   -2.21761E-07
  1392    7.98942E+02    1.87171E+01    8.76985E-02   -5.72866E+01    3.82425E-09    2.32302E-06   -2.19272E-07
  1393    7.99965E+02    1.85429E+01    8.76794E-02   -5.69989E+01    3.81962E-09    2.32250E-06   -2.16769E-07
  1394    8.00956E+02    1.83696E+01    8.76602E-02   -5.66997E+01    3.81501E-09    2.32185E-06   -2.14253E-07
  1395    8.01915E+02    1.81974E+01    8.76410E-02   -5.63894E+01    3.81040E-09    2.32107E-06   -2.11725E-07
  1396    8.02850E+02    1.80263E+01    8.76218E-02   -5.60678E+01    3.80580E-09    2.32017E-06   -2.09184E-07
  1397    8.03762E+02    1.78564E+01    8.76024E-02   -5.57353E+01    3.80121E-09    2.31915E-06   -2.06630E-07
  1398    8.04634E+02    1.76877E+01    8.75830E-02   -5.53919E+01    3.79663E-09    2.31799E-06   -2.04065E-07
  1399    8.05483E+02    1.75202E+01    8.75635E-02   -5.50378E+01    3.79205E-09    2.31671E-06   -2.01489E-07
  1400    8.06294E+02    1.73541E+01    8.75439E-02   -5.46732E+01    3.78749E-09    2.31531E-06   -1.98901E-07
  1401    8.07081E+02    1.71893E+01    8.75242E-02   -5.42983E+01    3.78293E-09    2.31378E-06   -1.96302E-07
  1402    8.07831E+02    1.70260E+01    8.75043E-02   -5.39131E+01    3.77838E-09    2.31212E-06   -1.93693E-07
  1403    8.08551E+02    1.68642E+01    8.74843E-02   -5.35180E+01    3.77384E-09    2.31034E-06   -1.91074E-07
  1404    8.09240E+02    1.67039E+01    8.74641E-02   -5.31130E+01    3.76931E-09    2.30844E-06   -1.88445E-07
  1405    8.09892E+02    1.65452E+01    8.74438E-02   -5.26984E+01    3.76478E-09    2.30642E-06   -1.85807E-07
  1406    8.10508E+02    1.63882E+01    8.74232E-02   -5.22743E+01    3.76026E-09    2.30428E-06   -1.83159E-07
  1407    8.11086E+02    1.62328E+01    8.74025E-02   -5.18409E+01    3.75576E-09    2.30201E-06   -1.80502E-07
  1408    8.11635E+02    1.60793E+01    8.73815E-02   -5.13983E+01    3.75125E-09    2.29962E-06   -1.77837E-07
  1409    8.12140E+02    1.59274E+01    8.73603E-02   -5.09468E+01    3.74676E-09    2.29712E-06   -1.75163E-07
  1410    8.12616E+02    1.57774E+01    8.73389E-02   -5.04865E+01    3.74228E-09    2.29449E-06   -1.72481E-07
  1411    8.13048E+02    1.56292E+01    8.73172E-02   -5.00176E+01    3.73780E-09    2.29175E-06   -1.69792E-07
  1412    8.13444E+02    1.54831E+01    8.72952E-02   -4.95403E+01    3.73333E-09    2.28889E-06   -1.67095E-07
  1413    8.13797E+02    1.53388E+01    8.72730E-02   -4.90547E+01    3.72887E-09    2.28592E-06   -1.64391E-07
  1414    8.14114E+02    1.51967E+01    8.72504E-02   -4.85613E+01    3.72442E-09    2.28283E-06   -1.61681E-07
  1415    8.14388E+02    1.50565E+01    8.72276E-02   -4.80602E+01    3.71998E-09    2.27962E-06   -1.58963E-07
  1416    8.14626E+02    1.49185E+01    8.72044E-02   -4.75516E+01    3.71554E-09    2.27630E-06   -1.56240E-07
  1417    8.14822E+02    1.47826E+01    8.71809E-02   -4.70357E+01    3.71111E-09    2.27286E-06   -1.53511E-07
  1418    8.14983E+02    1.46489E+01    8.71571E-02   -4.65129E+01    3.70669E-09    2.26931E-06   -1.50776E-07
  1419    8.15101E+02    1.45175E+01    8.71329E-02   -4.59831E+01    3.70228E-09    2.26565E-06   -1.48036E-07
  1420    8.15176E+02    1.43884E+01    8.71084E-02   -4.54469E+01    3.69788E-09    2.26188E-06   -1.45292E-07
  1421    8.15210E+02    1.42615E+01    8.70835E-02   -4.49043E+01    3.69348E-09    2.25800E-06   -1.42542E-07
  1422    8.15201E+02    1.41371E+01    8.70582E-02   -4.43554E+01    3.68909E-09    2.25401E-06   -1.39788E-07
  1423    8.15158E+02    1.40149E+01    8.70325E-02   -4.38007E+01    3.68471E-09    2.24991E-06   -1.37031E-07
  1424    8.15065E+02    1.38953E+01    8.70064E-02   -4.32401E+01    3.68034E-09    2.24570E-06   -1.34269E-07
  1425    8.14931E+02    1.37780E+01    8.69798E-02   -4.26740E+01    3.67597E-09    2.24138E-06   -1.31505E-07
  1426    8.14755E+02    1.36633E+01    8.69529E-02   -4.21027E+01    3.67161E-09    2.23695E-06   -1.28737E-07
  1427    8.14530E+02    1.35510E+01    8.69255E-02   -4.15262E+01    3.66726E-09    2.23242E-06   -1.25966E-07
  1428    8.14264E+02    1.34413E+01    8.68976E-02   -4.09448E+01    3.66292E-09    2.22778E-06   -1.23193E-07
  1429    8.13956E+02    1.33341E+01    8.68693E-02   -4.03589E+01    3.65859E-09    2.22304E-06   -1.20418E-07
  1430    8.13607E+02    1.32296E+01    8.68405E-02   -3.97685E+01    3.65426E-09    2.21819E-06   -1.17641E-07
  1431    8.13209E+02    1.31276E+01    8.68113E-02   -3.91740E+01    3.64994E-09    2.21324E-06   -1.14863E-07
  1432    8.12770E+02    1.30284E+01    8.67815E-02   -3.85755E+01    3.64563E-09    2.20819E-06   -1.12083E-07
  1433    8.12283E+02    1.29318E+01    8.67512E-02   -3.79734E+01    3.64133E-09    2.20303E-06   -1.09302E-07
  1434    8.11755E+02    1.28378E+01    8.67205E-02   -3.73677E+01    3.63703E-09    2.19777E-06   -1.06521E-07
  1435    8.11178E+02    1.27466E+01    8.66892E-02   -3.67588E+01    3.63274E-09    2.19242E-06   -1.03740E-07
  1436    8.10561E+02    1.26581E+01    8.66574E-02   -3.61468E+01    3.62846E-09    2.18696E-06   -1.00958E-07
  1437    8.09895E+02    1.25723E+01    8.66251E-02   -3.55322E+01    3.62419E-09    2.18140E-06   -9.81772E-08
  1438    8.09182E+02    1.24893E+01    8.65922E-02   -3.49149E+01    3.61992E-09    2.17575E-06   -9.53967E-08
  1439    8.08427E+02    1.24092E+01    8.65588E-02   -3.42954E+01    3.61566E-09    2.16999E-06   -9.26172E-08
  1440    8.07632E+02    1.23318E+01    8.65248E-02   -3.36737E+01    3.61141E-09    2.16414E-06   -8.98390E-08
  1441    8.06789E+02    1.22572E+01    8.64902E-02   -3.30502E+01    3.60717E-09    2.15819E-06   -8.70623E-08
  1442    8.05898E+02    1.21854E+01    8.64551E-02   -3.24251E+01    3.60293E-09    2.15215E-06   -8.42876E-08
  1443    8.04959E+02    1.21165E+01    8.64194E-02   -3.17985E+01    3.59870E-09    2.14601E-06   -8.15150E-08
  1444    8.03980E+02    1.20504E+01    8.63831E-02   -3.11708E+01    3.59448E-09    2.13978E-06   -7.87449E-08
  1445    8.02952E+02    1.19871E+01    8.63463E-02   -3.05421E+01    3.59027E-09    2.13346E-06   -7.59777E-08
  1446    8.01877E+02    1.19268E+01    8.63088E-02   -2.99126E+01    3.58606E-09    2.12704E-06   -7.32136E-08
  1447    8.00761E+02    1.18693E+01    8.62708E-02   -2.92828E+01    3.58186E-09    2.12053E-06   -7.04529E-08
  1448    7.99598E+02    1.18146E+01    8.62321E-02   -2.86525E+01    3.57767E-09    2.11393E-06   -6.76959E-08
  1449    7.98386E+02    1.17629E+01    8.61928E-02   -2.80224E+01    3.57349E-09    2.10723E-06   -6.49430E-08
  1450    7.97134E+02    1.17140E+01    8.61529E-02   -2.73924E+01    3.56931E-09    2.10045E-06   -6.21945E-08
  1451    7.95842E+02    1.16680E+01    8.61124E-02   -2.67629E+01    3.56514E-09    2.09358E-06   -5.94506E-08
  1452    7.94501E+02    1.16249E+01    8.60713E-02   -2.61341E+01    3.56098E-09    2.08662E-06   -5.67116E-08
  1453    7.93113E+02    1.15847E+01    8.60295E-02   -2.55063E+01    3.55682E-09    2.07957E-06   -5.39779E-08
  1454    7.91684E+02    1.15474E+01    8.59871E-02   -2.48797E+01    3.55267E-09    2.07244E-06   -5.12495E-08
  1455    7.90215E+02    1.15129E+01    8.59441E-02   -2.42545E+01    3.54853E-09    2.06523E-06   -4.85268E-08
  1456    7.88705E+02    1.14813E+01    8.59004E-02   -2.36308E+01    3.54440E-09    2.05793E-06   -4.58101E-08
  1457    7.87154E+02    1.14527E+01    8.58561E-02   -2.30090E+01    3.54027E-09    2.05054E-06   -4.30995E-08
  1458    7.85555E+02    1.14267E+01    8.58111E-02   -2.23892E+01    3.53615E-09    2.04308E-06   -4.03954E-08
  1459    7.83916E+02    1.14037E+01    8.57655E-02   -2.17715E+01    3.53204E-09    2.03554E-06   -3.76980E-08
  1460    7.82235E+02    1.13836E+01    8.57193E-02   -2.11564E+01    3.52793E-09    2.02791E-06   -3.50075E-08
  1461    7.80514E+02    1.13663E+01    8.56724E-02   -2.05438E+01    3.52384E-09    2.02021E-06   -3.23243E-08
  1462    7.78752E+02    1.13518E+01    8.56248E-02   -1.99342E+01    3.51975E-09    2.01243E-06   -2.96485E-08
  1463    7.76949E+02    1.13401E+01    8.55766E-02   -1.93276E+01    3.51566E-09    2.00458E-06   -2.69804E-08
  1464    7.75105E+02    1.13312E+01    8.55278E-02   -1.87242E+01    3.51158E-09    1.99665E-06   -2.43203E-08
  1465    7.73220E+02    1.13251E+01    8.54783E-02   -1.81243E+01    3.50751E-09    1.98865E-06   -2.16683E-08
  1466    7.71300E+02    1.13217E+01    8.54281E-02   -1.75281E+01    3.50345E-09    1.98058E-06   -1.90249E-08
  1467    7.69340E+02    1.13211E+01    8.53773E-02   -1.69357E+01    3.49940E-09    1.97244E-06   -1.63902E-08
  1468    7.67346E+02    1.13232E+01    8.53258E-02   -1.63475E+01    3.49535E-09    1.96423E-06   -1.37644E-08
  1469    7.65310E+02    1.13280E+01    8.52736E-02   -1.57636E+01    3.49130E-09    1.95594E-06   -1.11479E-08
  1470    7.63232E+02    1.13356E+01    8.52208E-02   -1.51840E+01    3.48727E-09    1.94760E-06   -8.54091E-09
  1471    7.61128E+02    1.13458E+01    8.51674E-02   -1.46092E+01    3.48324E-09    1.93918E-06   -5.94362E-09
  1472    7.58982E+02    1.13587E+01    8.51133E-02   -1.40391E+01    3.47922E-09    1.93070E-06   -3.35631E-09
  1473    7.56794E+02    1.13741E+01    8.50585E-02   -1.34741E+01    3.47521E-09    1.92215E-06   -7.79259E-10
  1474    7.54579E+02    1.13922E+01    8.50031E-02   -1.29143E+01    3.47120E-09    1.91355E-06    1.78730E-09
  1475    7.52322E+02    1.14129E+01    8.49471E-02   -1.23600E+01    3.46720E-09    1.90488E-06    4.34311E-09
  1476    7.50038E+02    1.14362E+01    8.48903E-02   -1.18112E+01    3.46320E-09    1.89615E-06    6.88791E-09
  1477    7.47718E+02    1.14619E+01    8.48330E-02   -1.12681E+01    3.45922E-09    1.88736E-06    9.42145E-09
  1478    7.45364E+02    1.14901E+01    8.47750E-02   -1.07310E+01    3.45524E-09    1.87851E-06    1.19435E-08
  1479    7.42981E+02    1.15209E+01    8.47164E-02   -1.01999E+01    3.45126E-09    1.86960E-06    1.44538E-08
  1480    7.40564E+02    1.15540E+01    8.46571E-02   -9.67507E+00    3.44730E-09    1.86064E-06    1.69520E-08
  1481    7.38118E+02    1.15897E+01    8.45972E-02   -9.15667E+00    3.44334E-09    1.85163E-06    1.94380E-08
  1482    7.35637E+02    1.16277E+01    8.45366E-02   -8.64486E+00    3.43939E-09    1.84256E-06    2.19114E-08
  1483    7.33128E+02    1.16680E+01    8.44755E-02   -8.13976E+00    3.43544E-09    1.83343E-06    2.43721E-08
  1484    7.30598E+02    1.17107E+01    8.44137E-02   -7.64154E+00    3.43150E-09    1.82426E-06    2.68198E-08
  1485    7.28031E+02    1.17556E+01    8.43512E-02   -7.15033E+00    3.42757E-09    1.81503E-06    2.92541E-08
  1486    7.25444E+02    1.18028E+01    8.42882E-02   -6.66628E+00    3.42364E-09    1.80576E-06    3.16749E-08
  1487    7.22820E+02    1.18522E+01    8.42245E-02   -6.18956E+00    3.41972E-09    1.79644E-06    3.40820E-08
  1488    7.20174E+02    1.19038E+01    8.41603E-02   -5.72029E+00    3.41581E-09    1.78707E-06    3.64749E-08
  1489    7.17507E+02    1.19576E+01    8.40954E-02   -5.25861E+00    3.41190E-09    1.77766E-06    3.88536E-08
  1490    7.14807E+02    1.20134E+01    8.40300E-02   -4.80465E+00    3.40800E-09    1.76820E-06    4.12178E-08
  1491    7.12084E+02    1.20713E+01    8.39639E-02   -4.35854E+00    3.40411E-09    1.75869E-06    4.35671E-08
  1492    7.09338E+02    1.21313E+01    8.38972E-02   -3.92040E+00    3.40022E-09    1.74915E-06    4.59013E-08
  1493    7.06569E+02    1.21932E+01    8.38300E-02   -3.49037E+00    3.39635E-09    1.73956E-06    4.82203E-08
  1494    7.03776E+02    1.22571E+01    8.37622E-02   -3.06858E+00    3.39247E-09    1.72994E-06    5.05237E-08
  1495    7.00962E+02    1.23229E+01    8.36938E-02   -2.65514E+00    3.38861E-09    1.72027E-06    5.28113E-08
  1496    6.98126E+02    1.23906E+01    8.36248E-02   -2.25017E+00    3.38475E-09    1.71057E-06    5.50827E-08
  1497    6.95270E+02    1.24600E+01    8.35553E-02   -1.85375E+00    3.38089E-09    1.70083E-06    5.73379E-08
  1498    6.92393E+02    1.25313E+01    8.34852E-02   -1.46598E+00    3.37705E-09    1.69105E-06    5.95765E-08
  1499    6.89498E+02    1.26043E+01    8.34146E-02   -1.08695E+00    3.37320E-09    1.68124E-06    6.17983E-08
  1500    6.86584E+02    1.26790E+01    8.33434E-02   -7.16758E-01    3.36937E-09    1.67140E-06    6.40029E-08
  1501    6.83652E+02    1.27553E+01    8.32717E-02   -3.55514E-01    3.36554E-09    1.66152E-06    6.61903E-08
  1502    6.80705E+02    1.28332E+01    8.31995E-02   -3.29473E-03    3.36172E-09    1.65162E-06    6.83602E-08
  1503    6.77740E+02    1.29127E+01    8.31268E-02    3.39804E-01    3.35791E-09    1.64168E-06    7.05126E-08
  1504    6.74760E+02    1.29937E+01    8.30535E-02    6.73728E-01    3.35410E-09    1.63172E-06    7.26473E-08
  1505    6.71766E+02    1.30762E+01    8.29797E-02    9.98396E-01    3.35030E-09    1.62172E-06    7.47644E-08
  1506    6.68758E+02    1.31601E+01    8.29055E-02    1.31373E+00    3.34650E-09    1.61170E-06    7.68636E-08
  1507    6.65736E+02    1.32453E+01    8.28307E-02    1.61965E+00    3.34271E-09    1.60165E-06    7.89449E-08
  1508    6.62701E+02    1.33319E+01    8.27555E-02    1.91606E+00    3.33893E-09    1.59158E-06    8.10082E-08
  1509    6.59654E+02    1.34198E+01    8.26797E-02    2.20300E+00    3.33515E-09    1.58149E-06    8.30534E-08
  1510    6.56596E+02    1.35088E+01    8.26036E-02    2.48026E+00    3.33138E-09    1.57137E-06    8.50804E-08
  1511    6.53527E+02    1.35991E+01    8.25269E-02    2.74795E+00    3.32762E-09    1.56123E-06    8.70891E-08
  1512    6.50450E+02    1.36905E+01    8.24498E-02    3.00600E+00    3.32386E-09    1.55107E-06    8.90794E-08
  1513    6.47363E+02    1.37830E+01    8.23723E-02    3.25443E+00    3.32011E-09    1.54089E-06    9.10512E-08
  1514    6.44270E+02    1.38764E+01    8.22944E-02    3.49313E+00    3.31636E-09    1.53069E-06    9.30045E-08
  1515    6.41170E+02    1.39709E+01    8.22160E-02    3.72217E+00    3.31262E-09    1.52047E-06    9.49390E-08
  1516    6.38065E+02    1.40664E+01    8.21372E-02    3.94143E+00    3.30889E-09    1.51024E-06    9.68548E-08
  1517    6.34955E+02    1.41627E+01    8.20580E-02    4.15092E+00    3.30517E-09    1.49999E-06    9.87517E-08
  1518    6.31841E+02    1.42599E+01    8.19784E-02    4.35066E+00    3.30144E-09    1.48973E-06    1.00630E-07
  1519    6.28724E+02    1.43578E+01    8.18985E-02    4.54066E+00    3.29773E-09    1.47945E-06    1.02489E-07
  1520    6.25604E+02    1.44565E+01    8.18181E-02    4.72079E+00    3.29402E-09    1.46916E-06    1.04328E-07
