#    L    TT             EE             BB             TE             PP             PT             PE         
   602    2.21300E+03    2.04148E+01    7.77707E-02    2.93660E+01    1.46099E-08    5.24486E-06   -7.17004E-07
   603    2.20396E+03    2.07148E+01    7.78534E-02    2.91320E+01    1.45733E-08    5.29758E-06   -7.28878E-07
   604    2.19490E+03    2.10156E+01    7.79348E-02    2.88651E+01    1.45369E-08    5.35065E-06   -7.40630E-07
   605    2.18585E+03    2.13169E+01    7.80149E-02    2.85653E+01    1.45006E-08    5.40407E-06   -7.52257E-07
   606    2.17682E+03    2.16189E+01    7.80938E-02    2.82327E+01    1.44645E-08    5.45783E-06   -7.63760E-07
   607    2.16780E+03    2.19213E+01    7.81714E-02    2.78673E+01    1.44285E-08    5.51192E-06   -7.75137E-07
   608    2.15880E+03    2.22239E+01    7.82478E-02    2.74692E+01    1.43927E-08    5.56632E-06   -7.86388E-07
   609    2.14984E+03    2.25268E+01    7.83230E-02    2.70386E+01    1.43570E-08    5.62102E-06   -7.97513E-07
   610    2.14089E+03    2.28297E+01    7.83970E-02    2.65754E+01    1.43214E-08    5.67602E-06   -8.08511E-07
   611    2.13198E+03    2.31324E+01    7.84698E-02    2.60798E+01    1.42860E-08    5.73129E-06   -8.19381E-07
   612    2.12311E+03    2.34350E+01    7.85415E-02    2.55519E+01    1.42507E-08    5.78684E-06   -8.30122E-07
   613    2.11428E+03    2.37373E+01    7.86121E-02    2.49918E+01    1.42156E-08    5.84265E-06   -8.40734E-07
   614    2.10550E+03    2.40391E+01    7.86816E-02    2.43998E+01    1.41806E-08    5.89870E-06   -8.51216E-07
   615    2.09677E+03    2.43403E+01    7.87500E-02    2.37761E+01    1.41457E-08    5.95499E-06   -8.61567E-07
   616    2.08810E+03    2.46408E+01    7.88174E-02    2.31210E+01    1.41110E-08    6.01151E-06   -8.71787E-07
   617    2.07949E+03    2.49407E+01    7.88838E-02    2.24348E+01    1.40764E-08    6.06824E-06   -8.81876E-07
   618    2.07094E+03    2.52397E+01    7.89492E-02    2.17178E+01    1.40419E-08    6.12518E-06   -8.91832E-07
   619    2.06247E+03    2.55376E+01    7.90137E-02    2.09702E+01    1.40076E-08    6.18230E-06   -9.01654E-07
   620    2.05407E+03    2.58344E+01    7.90772E-02    2.01924E+01    1.39734E-08    6.23961E-06   -9.11343E-07
   621    2.04575E+03    2.61302E+01    7.91398E-02    1.93845E+01    1.39393E-08    6.29709E-06   -9.20898E-07
   622    2.03752E+03    2.64245E+01    7.92015E-02    1.85470E+01    1.39053E-08    6.35473E-06   -9.30317E-07
   623    2.02937E+03    2.67174E+01    7.92624E-02    1.76802E+01    1.38715E-08    6.41252E-06   -9.39601E-07
   624    2.02131E+03    2.70087E+01    7.93225E-02    1.67842E+01    1.38379E-08    6.47044E-06   -9.48748E-07
   625    2.01335E+03    2.72983E+01    7.93818E-02    1.58594E+01    1.38043E-08    6.52849E-06   -9.57758E-07
   626    2.00549E+03    2.75861E+01    7.94403E-02    1.49061E+01    1.37709E-08    6.58666E-06   -9.66630E-07
   627    1.99772E+03    2.78719E+01    7.94981E-02    1.39246E+01    1.37376E-08    6.64492E-06   -9.75364E-07
   628    1.99007E+03    2.81557E+01    7.95551E-02    1.29153E+01    1.37044E-08    6.70329E-06   -9.83959E-07
   629    1.98252E+03    2.84373E+01    7.96115E-02    1.18786E+01    1.36714E-08    6.76173E-06   -9.92414E-07
   630    1.97509E+03    2.87166E+01    7.96673E-02    1.08150E+01    1.36385E-08    6.82024E-06   -1.00073E-06
   631    1.96777E+03    2.89935E+01    7.97224E-02    9.72473E+00    1.36057E-08    6.87881E-06   -1.00890E-06
   632    1.96057E+03    2.92679E+01    7.97770E-02    8.60842E+00    1.35730E-08    6.93743E-06   -1.01693E-06
   633    1.95350E+03    2.95397E+01    7.98310E-02    7.46632E+00    1.35405E-08    6.99609E-06   -1.02482E-06
   634    1.94655E+03    2.98086E+01    7.98844E-02    6.29895E+00    1.35081E-08    7.05477E-06   -1.03257E-06
   635    1.93973E+03    3.00748E+01    7.99374E-02    5.10680E+00    1.34758E-08    7.11347E-06   -1.04017E-06
   636    1.93305E+03    3.03380E+01    7.99899E-02    3.89033E+00    1.34437E-08    7.17217E-06   -1.04763E-06
   637    1.92651E+03    3.05982E+01    8.00420E-02    2.65004E+00    1.34116E-08    7.23087E-06   -1.05495E-06
   638    1.92010E+03    3.08551E+01    8.00936E-02    1.38644E+00    1.33797E-08    7.28954E-06   -1.06211E-06
   639    1.91383E+03    3.11089E+01    8.01449E-02    1.00013E-01    1.33479E-08    7.34819E-06   -1.06914E-06
   640    1.90771E+03    3.13592E+01    8.01958E-02   -1.20874E+00    1.33162E-08    7.40679E-06   -1.07601E-06
   641    1.90174E+03    3.16061E+01    8.02464E-02   -2.53932E+00    1.32847E-08    7.46535E-06   -1.08274E-06
   642    1.89591E+03    3.18493E+01    8.02967E-02   -3.89114E+00    1.32532E-08    7.52384E-06   -1.08932E-06
   643    1.89025E+03    3.20890E+01    8.03468E-02   -5.26364E+00    1.32219E-08    7.58226E-06   -1.09575E-06
   644    1.88473E+03    3.23248E+01    8.03966E-02   -6.65622E+00    1.31907E-08    7.64059E-06   -1.10203E-06
   645    1.87938E+03    3.25567E+01    8.04462E-02   -8.06831E+00    1.31596E-08    7.69883E-06   -1.10816E-06
   646    1.87419E+03    3.27846E+01    8.04956E-02   -9.49933E+00    1.31287E-08    7.75695E-06   -1.11414E-06
   647    1.86915E+03    3.30083E+01    8.05449E-02   -1.09486E+01    1.30978E-08    7.81496E-06   -1.11997E-06
   648    1.86428E+03    3.32278E+01    8.05941E-02   -1.24158E+01    1.30671E-08    7.87284E-06   -1.12564E-06
   649    1.85958E+03    3.34430E+01    8.06432E-02   -1.39000E+01    1.30365E-08    7.93059E-06   -1.13116E-06
   650    1.85505E+03    3.36539E+01    8.06922E-02   -1.54007E+01    1.30060E-08    7.98818E-06   -1.13653E-06
   651    1.85069E+03    3.38603E+01    8.07412E-02   -1.69172E+01    1.29756E-08    8.04560E-06   -1.14175E-06
   652    1.84650E+03    3.40622E+01    8.07902E-02   -1.84489E+01    1.29453E-08    8.10286E-06   -1.14681E-06
   653    1.84248E+03    3.42596E+01    8.08392E-02   -1.99951E+01    1.29151E-08    8.15993E-06   -1.15172E-06
   654    1.83865E+03    3.44524E+01    8.08882E-02   -2.15553E+01    1.28851E-08    8.21682E-06   -1.15647E-06
   655    1.83500E+03    3.46405E+01    8.09373E-02   -2.31289E+01    1.28551E-08    8.27351E-06   -1.16108E-06
   656    1.83152E+03    3.48239E+01    8.09865E-02   -2.47149E+01    1.28253E-08    8.32999E-06   -1.16553E-06
   657    1.82822E+03    3.50025E+01    8.10359E-02   -2.63129E+01    1.27956E-08    8.38626E-06   -1.16983E-06
   658    1.82511E+03    3.51762E+01    8.10854E-02   -2.79221E+01    1.27660E-08    8.44230E-06   -1.17398E-06
   659    1.82219E+03    3.53449E+01    8.11351E-02   -2.95419E+01    1.27365E-08    8.49811E-06   -1.17798E-06
   660    1.81944E+03    3.55085E+01    8.11849E-02   -3.11716E+01    1.27071E-08    8.55368E-06   -1.18182E-06
   661    1.81689E+03    3.56670E+01    8.12351E-02   -3.28104E+01    1.26778E-08    8.60900E-06   -1.18552E-06
   662    1.81452E+03    3.58203E+01    8.12854E-02   -3.44577E+01    1.26487E-08    8.66407E-06   -1.18907E-06
   663    1.81234E+03    3.59683E+01    8.13361E-02   -3.61128E+01    1.26196E-08    8.71886E-06   -1.19247E-06
   664    1.81035E+03    3.61110E+01    8.13870E-02   -3.77749E+01    1.25906E-08    8.77338E-06   -1.19572E-06
   665    1.80856E+03    3.62483E+01    8.14383E-02   -3.94434E+01    1.25618E-08    8.82761E-06   -1.19883E-06
   666    1.80694E+03    3.63802E+01    8.14899E-02   -4.11175E+01    1.25330E-08    8.88155E-06   -1.20178E-06
   667    1.80552E+03    3.65067E+01    8.15419E-02   -4.27965E+01    1.25044E-08    8.93519E-06   -1.20459E-06
   668    1.80430E+03    3.66276E+01    8.15943E-02   -4.44798E+01    1.24759E-08    8.98852E-06   -1.20725E-06
   669    1.80325E+03    3.67428E+01    8.16472E-02   -4.61665E+01    1.24474E-08    9.04152E-06   -1.20977E-06
   670    1.80241E+03    3.68525E+01    8.17005E-02   -4.78561E+01    1.24191E-08    9.09420E-06   -1.21214E-06
   671    1.80176E+03    3.69566E+01    8.17542E-02   -4.95477E+01    1.23909E-08    9.14654E-06   -1.21436E-06
   672    1.80130E+03    3.70549E+01    8.18085E-02   -5.12407E+01    1.23628E-08    9.19854E-06   -1.21644E-06
   673    1.80103E+03    3.71475E+01    8.18633E-02   -5.29343E+01    1.23348E-08    9.25018E-06   -1.21838E-06
   674    1.80095E+03    3.72343E+01    8.19186E-02   -5.46279E+01    1.23069E-08    9.30146E-06   -1.22017E-06
   675    1.80107E+03    3.73153E+01    8.19745E-02   -5.63206E+01    1.22790E-08    9.35236E-06   -1.22181E-06
   676    1.80137E+03    3.73904E+01    8.20310E-02   -5.80118E+01    1.22513E-08    9.40289E-06   -1.22332E-06
   677    1.80187E+03    3.74598E+01    8.20880E-02   -5.97009E+01    1.22237E-08    9.45302E-06   -1.22468E-06
   678    1.80255E+03    3.75232E+01    8.21458E-02   -6.13868E+01    1.21962E-08    9.50276E-06   -1.22590E-06
   679    1.80343E+03    3.75806E+01    8.22042E-02   -6.30689E+01    1.21688E-08    9.55209E-06   -1.22698E-06
   680    1.80450E+03    3.76320E+01    8.22632E-02   -6.47466E+01    1.21415E-08    9.60101E-06   -1.22791E-06
   681    1.80575E+03    3.76773E+01    8.23230E-02   -6.64187E+01    1.21143E-08    9.64950E-06   -1.22871E-06
   682    1.80718E+03    3.77166E+01    8.23834E-02   -6.80849E+01    1.20872E-08    9.69756E-06   -1.22936E-06
   683    1.80880E+03    3.77498E+01    8.24446E-02   -6.97441E+01    1.20602E-08    9.74517E-06   -1.22988E-06
   684    1.81061E+03    3.77768E+01    8.25066E-02   -7.13958E+01    1.20333E-08    9.79234E-06   -1.23025E-06
   685    1.81260E+03    3.77978E+01    8.25693E-02   -7.30394E+01    1.20064E-08    9.83904E-06   -1.23048E-06
   686    1.81477E+03    3.78128E+01    8.26329E-02   -7.46737E+01    1.19797E-08    9.88528E-06   -1.23058E-06
   687    1.81712E+03    3.78217E+01    8.26972E-02   -7.62990E+01    1.19531E-08    9.93104E-06   -1.23054E-06
   688    1.81965E+03    3.78247E+01    8.27624E-02   -7.79146E+01    1.19266E-08    9.97632E-06   -1.23036E-06
   689    1.82236E+03    3.78216E+01    8.28284E-02   -7.95189E+01    1.19001E-08    1.00211E-05   -1.23004E-06
   690    1.82525E+03    3.78127E+01    8.28953E-02   -8.11114E+01    1.18738E-08    1.00654E-05   -1.22959E-06
   691    1.82832E+03    3.77979E+01    8.29631E-02   -8.26920E+01    1.18475E-08    1.01092E-05   -1.22900E-06
   692    1.83156E+03    3.77770E+01    8.30318E-02   -8.42601E+01    1.18214E-08    1.01524E-05   -1.22827E-06
   693    1.83497E+03    3.77503E+01    8.31014E-02   -8.58150E+01    1.17953E-08    1.01951E-05   -1.22740E-06
   694    1.83855E+03    3.77177E+01    8.31719E-02   -8.73551E+01    1.17693E-08    1.02373E-05   -1.22641E-06
   695    1.84230E+03    3.76792E+01    8.32434E-02   -8.88807E+01    1.17434E-08    1.02789E-05   -1.22527E-06
   696    1.84621E+03    3.76347E+01    8.33158E-02   -9.03901E+01    1.17177E-08    1.03200E-05   -1.22400E-06
   697    1.85029E+03    3.75845E+01    8.33892E-02   -9.18835E+01    1.16920E-08    1.03605E-05   -1.22260E-06
   698    1.85452E+03    3.75283E+01    8.34636E-02   -9.33594E+01    1.16663E-08    1.04005E-05   -1.22107E-06
   699    1.85892E+03    3.74663E+01    8.35389E-02   -9.48180E+01    1.16408E-08    1.04398E-05   -1.21940E-06
   700    1.86348E+03    3.73985E+01    8.36153E-02   -9.62583E+01    1.16154E-08    1.04786E-05   -1.21760E-06
   701    1.86818E+03    3.73250E+01    8.36927E-02   -9.76799E+01    1.15901E-08    1.05168E-05   -1.21566E-06
   702    1.87303E+03    3.72457E+01    8.37711E-02   -9.90819E+01    1.15648E-08    1.05544E-05   -1.21360E-06
   703    1.87803E+03    3.71608E+01    8.38505E-02   -1.00464E+02    1.15396E-08    1.05913E-05   -1.21140E-06
   704    1.88319E+03    3.70702E+01    8.39310E-02   -1.01825E+02    1.15146E-08    1.06277E-05   -1.20908E-06
   705    1.88847E+03    3.69741E+01    8.40125E-02   -1.03165E+02    1.14896E-08    1.06635E-05   -1.20662E-06
   706    1.89391E+03    3.68724E+01    8.40950E-02   -1.04483E+02    1.14647E-08    1.06986E-05   -1.20404E-06
   707    1.89948E+03    3.67654E+01    8.41787E-02   -1.05778E+02    1.14399E-08    1.07331E-05   -1.20133E-06
   708    1.90518E+03    3.66528E+01    8.42634E-02   -1.07051E+02    1.14151E-08    1.07671E-05   -1.19850E-06
   709    1.91101E+03    3.65350E+01    8.43491E-02   -1.08300E+02    1.13905E-08    1.08004E-05   -1.19554E-06
   710    1.91697E+03    3.64118E+01    8.44359E-02   -1.09525E+02    1.13659E-08    1.08331E-05   -1.19245E-06
   711    1.92306E+03    3.62835E+01    8.45238E-02   -1.10726E+02    1.13415E-08    1.08651E-05   -1.18924E-06
   712    1.92927E+03    3.61500E+01    8.46128E-02   -1.11901E+02    1.13171E-08    1.08966E-05   -1.18591E-06
   713    1.93559E+03    3.60113E+01    8.47029E-02   -1.13050E+02    1.12928E-08    1.09274E-05   -1.18246E-06
   714    1.94203E+03    3.58676E+01    8.47940E-02   -1.14173E+02    1.12685E-08    1.09576E-05   -1.17888E-06
   715    1.94859E+03    3.57188E+01    8.48862E-02   -1.15269E+02    1.12444E-08    1.09872E-05   -1.17518E-06
   716    1.95525E+03    3.55651E+01    8.49795E-02   -1.16338E+02    1.12203E-08    1.10161E-05   -1.17137E-06
   717    1.96201E+03    3.54064E+01    8.50738E-02   -1.17379E+02    1.11964E-08    1.10444E-05   -1.16743E-06
   718    1.96887E+03    3.52429E+01    8.51692E-02   -1.18391E+02    1.11725E-08    1.10721E-05   -1.16338E-06
   719    1.97583E+03    3.50746E+01    8.52657E-02   -1.19374E+02    1.11487E-08    1.10991E-05   -1.15921E-06
   720    1.98288E+03    3.49016E+01    8.53632E-02   -1.20328E+02    1.11249E-08    1.11255E-05   -1.15493E-06
   721    1.99002E+03    3.47241E+01    8.54618E-02   -1.21253E+02    1.11013E-08    1.11513E-05   -1.15053E-06
   722    1.99725E+03    3.45420E+01    8.55615E-02   -1.22147E+02    1.10777E-08    1.11764E-05   -1.14601E-06
   723    2.00457E+03    3.43557E+01    8.56621E-02   -1.23012E+02    1.10542E-08    1.12008E-05   -1.14138E-06
   724    2.01196E+03    3.41652E+01    8.57639E-02   -1.23846E+02    1.10308E-08    1.12246E-05   -1.13664E-06
   725    2.01944E+03    3.39705E+01    8.58666E-02   -1.24650E+02    1.10075E-08    1.12478E-05   -1.13179E-06
   726    2.02700E+03    3.37718E+01    8.59704E-02   -1.25422E+02    1.09842E-08    1.12703E-05   -1.12682E-06
   727    2.03462E+03    3.35691E+01    8.60752E-02   -1.26163E+02    1.09611E-08    1.12922E-05   -1.12175E-06
   728    2.04232E+03    3.33625E+01    8.61810E-02   -1.26873E+02    1.09380E-08    1.13134E-05   -1.11656E-06
   729    2.05008E+03    3.31522E+01    8.62877E-02   -1.27549E+02    1.09150E-08    1.13339E-05   -1.11127E-06
   730    2.05790E+03    3.29381E+01    8.63955E-02   -1.28194E+02    1.08920E-08    1.13538E-05   -1.10587E-06
   731    2.06578E+03    3.27205E+01    8.65042E-02   -1.28806E+02    1.08692E-08    1.13730E-05   -1.10036E-06
   732    2.07371E+03    3.24992E+01    8.66139E-02   -1.29384E+02    1.08464E-08    1.13916E-05   -1.09475E-06
   733    2.08168E+03    3.22746E+01    8.67245E-02   -1.29929E+02    1.08237E-08    1.14095E-05   -1.08903E-06
   734    2.08971E+03    3.20466E+01    8.68361E-02   -1.30439E+02    1.08010E-08    1.14267E-05   -1.08320E-06
   735    2.09777E+03    3.18155E+01    8.69486E-02   -1.30917E+02    1.07785E-08    1.14432E-05   -1.07728E-06
   736    2.10587E+03    3.15812E+01    8.70619E-02   -1.31359E+02    1.07560E-08    1.14591E-05   -1.07125E-06
   737    2.11400E+03    3.13439E+01    8.71762E-02   -1.31767E+02    1.07336E-08    1.14743E-05   -1.06512E-06
   738    2.12216E+03    3.11038E+01    8.72914E-02   -1.32141E+02    1.07113E-08    1.14888E-05   -1.05888E-06
   739    2.13034E+03    3.08608E+01    8.74074E-02   -1.32479E+02    1.06890E-08    1.15027E-05   -1.05255E-06
   740    2.13854E+03    3.06152E+01    8.75242E-02   -1.32782E+02    1.06668E-08    1.15158E-05   -1.04612E-06
   741    2.14676E+03    3.03671E+01    8.76419E-02   -1.33050E+02    1.06447E-08    1.15283E-05   -1.03959E-06
   742    2.15498E+03    3.01166E+01    8.77604E-02   -1.33283E+02    1.06227E-08    1.15401E-05   -1.03296E-06
   743    2.16322E+03    2.98638E+01    8.78797E-02   -1.33480E+02    1.06007E-08    1.15512E-05   -1.02624E-06
   744    2.17145E+03    2.96089E+01    8.79998E-02   -1.33641E+02    1.05788E-08    1.15616E-05   -1.01942E-06
   745    2.17967E+03    2.93519E+01    8.81206E-02   -1.33767E+02    1.05570E-08    1.15713E-05   -1.01250E-06
   746    2.18789E+03    2.90930E+01    8.82422E-02   -1.33857E+02    1.05352E-08    1.15803E-05   -1.00549E-06
   747    2.19610E+03    2.88323E+01    8.83645E-02   -1.33911E+02    1.05135E-08    1.15887E-05   -9.98391E-07
   748    2.20429E+03    2.85699E+01    8.84875E-02   -1.33930E+02    1.04919E-08    1.15963E-05   -9.91195E-07
   749    2.21246E+03    2.83059E+01    8.86112E-02   -1.33912E+02    1.04704E-08    1.16032E-05   -9.83908E-07
   750    2.22061E+03    2.80405E+01    8.87355E-02   -1.33859E+02    1.04489E-08    1.16094E-05   -9.76531E-07
   751    2.22873E+03    2.77737E+01    8.88605E-02   -1.33769E+02    1.04275E-08    1.16149E-05   -9.69063E-07
   752    2.23681E+03    2.75057E+01    8.89861E-02   -1.33643E+02    1.04062E-08    1.16197E-05   -9.61507E-07
   753    2.24485E+03    2.72365E+01    8.91123E-02   -1.33483E+02    1.03849E-08    1.16239E-05   -9.53865E-07
   754    2.25286E+03    2.69663E+01    8.92392E-02   -1.33285E+02    1.03637E-08    1.16273E-05   -9.46137E-07
   755    2.26083E+03    2.66953E+01    8.93665E-02   -1.33053E+02    1.03426E-08    1.16300E-05   -9.38326E-07
   756    2.26874E+03    2.64235E+01    8.94944E-02   -1.32784E+02    1.03215E-08    1.16320E-05   -9.30434E-07
   757    2.27661E+03    2.61513E+01    8.96229E-02   -1.32480E+02    1.03005E-08    1.16334E-05   -9.22461E-07
   758    2.28443E+03    2.58784E+01    8.97518E-02   -1.32142E+02    1.02796E-08    1.16341E-05   -9.14411E-07
   759    2.29220E+03    2.56054E+01    8.98812E-02   -1.31769E+02    1.02587E-08    1.16340E-05   -9.06283E-07
   760    2.29991E+03    2.53322E+01    9.00111E-02   -1.31360E+02    1.02379E-08    1.16334E-05   -8.98081E-07
   761    2.30756E+03    2.50589E+01    9.01414E-02   -1.30917E+02    1.02172E-08    1.16320E-05   -8.89805E-07
   762    2.31515E+03    2.47857E+01    9.02721E-02   -1.30439E+02    1.01965E-08    1.16300E-05   -8.81457E-07
   763    2.32267E+03    2.45127E+01    9.04031E-02   -1.29927E+02    1.01759E-08    1.16273E-05   -8.73040E-07
   764    2.33011E+03    2.42399E+01    9.05346E-02   -1.29380E+02    1.01554E-08    1.16239E-05   -8.64554E-07
   765    2.33747E+03    2.39676E+01    9.06663E-02   -1.28798E+02    1.01349E-08    1.16199E-05   -8.56001E-07
   766    2.34475E+03    2.36958E+01    9.07984E-02   -1.28182E+02    1.01145E-08    1.16152E-05   -8.47384E-07
   767    2.35194E+03    2.34245E+01    9.09307E-02   -1.27531E+02    1.00942E-08    1.16099E-05   -8.38703E-07
   768    2.35904E+03    2.31540E+01    9.10633E-02   -1.26845E+02    1.00739E-08    1.16039E-05   -8.29960E-07
   769    2.36603E+03    2.28844E+01    9.11962E-02   -1.26126E+02    1.00537E-08    1.15973E-05   -8.21157E-07
   770    2.37292E+03    2.26159E+01    9.13292E-02   -1.25374E+02    1.00335E-08    1.15900E-05   -8.12296E-07
   771    2.37971E+03    2.23485E+01    9.14624E-02   -1.24589E+02    1.00134E-08    1.15821E-05   -8.03378E-07
   772    2.38639E+03    2.20824E+01    9.15958E-02   -1.23770E+02    9.99342E-09    1.15736E-05   -7.94405E-07
   773    2.39295E+03    2.18179E+01    9.17292E-02   -1.22919E+02    9.97346E-09    1.15644E-05   -7.85379E-07
   774    2.39940E+03    2.15548E+01    9.18628E-02   -1.22037E+02    9.95356E-09    1.15546E-05   -7.76301E-07
   775    2.40572E+03    2.12935E+01    9.19964E-02   -1.21123E+02    9.93373E-09    1.15441E-05   -7.67173E-07
   776    2.41192E+03    2.10340E+01    9.21301E-02   -1.20179E+02    9.91395E-09    1.15331E-05   -7.57997E-07
   777    2.41801E+03    2.07765E+01    9.22638E-02   -1.19203E+02    9.89424E-09    1.15214E-05   -7.48773E-07
   778    2.42397E+03    2.05210E+01    9.23974E-02   -1.18198E+02    9.87459E-09    1.15091E-05   -7.39505E-07
   779    2.42982E+03    2.02676E+01    9.25310E-02   -1.17163E+02    9.85500E-09    1.14962E-05   -7.30193E-07
   780    2.43553E+03    2.00166E+01    9.26645E-02   -1.16099E+02    9.83547E-09    1.14827E-05   -7.20840E-07
   781    2.44113E+03    1.97678E+01    9.27980E-02   -1.15007E+02    9.81600E-09    1.14686E-05   -7.11446E-07
   782    2.44658E+03    1.95216E+01    9.29312E-02   -1.13887E+02    9.79659E-09    1.14539E-05   -7.02014E-07
   783    2.45192E+03    1.92779E+01    9.30643E-02   -1.12737E+02    9.77724E-09    1.14385E-05   -6.92545E-07
   784    2.45711E+03    1.90370E+01    9.31972E-02   -1.11560E+02    9.75795E-09    1.14226E-05   -6.83041E-07
   785    2.46215E+03    1.87987E+01    9.33299E-02   -1.10355E+02    9.73872E-09    1.14061E-05   -6.73504E-07
   786    2.46705E+03    1.85634E+01    9.34623E-02   -1.09122E+02    9.71954E-09    1.13890E-05   -6.63935E-07
   787    2.47179E+03    1.83309E+01    9.35944E-02   -1.07862E+02    9.70043E-09    1.13713E-05   -6.54336E-07
   788    2.47638E+03    1.81016E+01    9.37262E-02   -1.06574E+02    9.68137E-09    1.13530E-05   -6.44708E-07
   789    2.48079E+03    1.78754E+01    9.38577E-02   -1.05260E+02    9.66237E-09    1.13341E-05   -6.35053E-07
   790    2.48505E+03    1.76526E+01    9.39887E-02   -1.03919E+02    9.64343E-09    1.13147E-05   -6.25374E-07
   791    2.48914E+03    1.74332E+01    9.41194E-02   -1.02554E+02    9.62455E-09    1.12947E-05   -6.15670E-07
   792    2.49307E+03    1.72175E+01    9.42496E-02   -1.01165E+02    9.60572E-09    1.12741E-05   -6.05945E-07
   793    2.49683E+03    1.70056E+01    9.43793E-02   -9.97525E+01    9.58695E-09    1.12530E-05   -5.96200E-07
   794    2.50042E+03    1.67975E+01    9.45085E-02   -9.83176E+01    9.56824E-09    1.12313E-05   -5.86437E-07
   795    2.50384E+03    1.65935E+01    9.46372E-02   -9.68617E+01    9.54958E-09    1.12090E-05   -5.76656E-07
   796    2.50708E+03    1.63935E+01    9.47653E-02   -9.53840E+01    9.53098E-09    1.11862E-05   -5.66860E-07
   797    2.51016E+03    1.61976E+01    9.48928E-02   -9.38861E+01    9.51244E-09    1.11628E-05   -5.57051E-07
   798    2.51306E+03    1.60059E+01    9.50197E-02   -9.23679E+01    9.49394E-09    1.11388E-05   -5.47230E-07
   799    2.51579E+03    1.58185E+01    9.51459E-02   -9.08301E+01    9.47551E-09    1.11144E-05   -5.37399E-07
   800    2.51835E+03    1.56353E+01    9.52714E-02   -8.92719E+01    9.45713E-09    1.10893E-05   -5.27559E-07
   801    2.52073E+03    1.54565E+01    9.53962E-02   -8.76956E+01    9.43880E-09    1.10638E-05   -5.17713E-07
   802    2.52294E+03    1.52819E+01    9.55203E-02   -8.61003E+01    9.42053E-09    1.10377E-05   -5.07860E-07
   803    2.52498E+03    1.51120E+01    9.56436E-02   -8.44868E+01    9.40231E-09    1.10110E-05   -4.98001E-07
   804    2.52683E+03    1.49465E+01    9.57661E-02   -8.28565E+01    9.38415E-09    1.09839E-05   -4.88136E-07
   805    2.52850E+03    1.47858E+01    9.58877E-02   -8.12087E+01    9.36603E-09    1.09562E-05   -4.78267E-07
   806    2.52998E+03    1.46299E+01    9.60085E-02   -7.95455E+01    9.34798E-09    1.09281E-05   -4.68393E-07
   807    2.53125E+03    1.44790E+01    9.61284E-02   -7.78654E+01    9.32997E-09    1.08994E-05   -4.58516E-07
   808    2.53233E+03    1.43330E+01    9.62474E-02   -7.61713E+01    9.31202E-09    1.08702E-05   -4.48635E-07
   809    2.53321E+03    1.41922E+01    9.63654E-02   -7.44626E+01    9.29412E-09    1.08406E-05   -4.38752E-07
   810    2.53388E+03    1.40566E+01    9.64825E-02   -7.27398E+01    9.27627E-09    1.08104E-05   -4.28866E-07
   811    2.53436E+03    1.39263E+01    9.65985E-02   -7.10046E+01    9.25848E-09    1.07798E-05   -4.18978E-07
   812    2.53464E+03    1.38011E+01    9.67135E-02   -6.92575E+01    9.24073E-09    1.07488E-05   -4.09089E-07
   813    2.53473E+03    1.36813E+01    9.68275E-02   -6.74996E+01    9.22304E-09    1.07172E-05   -3.99199E-07
   814    2.53463E+03    1.35667E+01    9.69404E-02   -6.57317E+01    9.20540E-09    1.06852E-05   -3.89308E-07
   815    2.53435E+03    1.34575E+01    9.70522E-02   -6.39546E+01    9.18781E-09    1.06528E-05   -3.79418E-07
   816    2.53389E+03    1.33537E+01    9.71629E-02   -6.21692E+01    9.17027E-09    1.06199E-05   -3.69529E-07
   817    2.53325E+03    1.32553E+01    9.72724E-02   -6.03759E+01    9.15279E-09    1.05866E-05   -3.59640E-07
   818    2.53242E+03    1.31624E+01    9.73808E-02   -5.85749E+01    9.13535E-09    1.05529E-05   -3.49753E-07
   819    2.53139E+03    1.30751E+01    9.74879E-02   -5.67667E+01    9.11797E-09    1.05187E-05   -3.39869E-07
   820    2.53017E+03    1.29934E+01    9.75939E-02   -5.49516E+01    9.10063E-09    1.04842E-05   -3.29987E-07
   821    2.52873E+03    1.29174E+01    9.76986E-02   -5.31299E+01    9.08335E-09    1.04492E-05   -3.20108E-07
   822    2.52709E+03    1.28472E+01    9.78020E-02   -5.13020E+01    9.06611E-09    1.04138E-05   -3.10233E-07
   823    2.52522E+03    1.27827E+01    9.79041E-02   -4.94682E+01    9.04893E-09    1.03780E-05   -3.00362E-07
   824    2.52316E+03    1.27240E+01    9.80050E-02   -4.76296E+01    9.03179E-09    1.03419E-05   -2.90496E-07
   825    2.52089E+03    1.26712E+01    9.81045E-02   -4.57873E+01    9.01470E-09    1.03054E-05   -2.80635E-07
   826    2.51842E+03    1.26243E+01    9.82027E-02   -4.39424E+01    8.99767E-09    1.02685E-05   -2.70779E-07
   827    2.51575E+03    1.25832E+01    9.82995E-02   -4.20961E+01    8.98068E-09    1.02312E-05   -2.60930E-07
   828    2.51290E+03    1.25480E+01    9.83950E-02   -4.02494E+01    8.96374E-09    1.01935E-05   -2.51087E-07
   829    2.50986E+03    1.25186E+01    9.84890E-02   -3.84035E+01    8.94685E-09    1.01556E-05   -2.41252E-07
   830    2.50665E+03    1.24952E+01    9.85816E-02   -3.65594E+01    8.93000E-09    1.01172E-05   -2.31424E-07
