#    L    TT             EE             BB             TE             PP             PT             PE         
    38    1.19879E+03    4.92169E-02    1.40669E-03    1.79125E+00    1.39618E-07    1.04272E-03   -3.36965E-07
    39    1.21694E+03    5.36551E-02    1.46857E-03    1.74474E+00    1.39407E-07    1.01998E-03   -3.07630E-07
    40    1.23529E+03    5.83466E-02    1.53107E-03    1.68666E+00    1.39156E-07    9.98129E-04   -2.93181E-07
    41    1.25373E+03    6.33081E-02    1.59407E-03    1.61594E+00    1.38869E-07    9.76762E-04   -2.77382E-07
    42    1.27227E+03    6.85443E-02    1.65754E-03    1.53363E+00    1.38548E-07    9.55849E-04   -2.58281E-07
    43    1.29094E+03    7.40569E-02    1.72144E-03    1.44094E+00    1.38195E-07    9.35453E-04   -2.37484E-07
    44    1.30976E+03    7.98453E-02    1.78574E-03    1.33747E+00    1.37812E-07    9.15638E-04   -2.16592E-07
    45    1.32883E+03    8.59063E-02    1.85041E-03    1.22253E+00    1.37402E-07    8.96469E-04   -1.97200E-07
    46    1.34809E+03    9.22359E-02    1.91543E-03    1.09584E+00    1.36968E-07    8.77986E-04   -1.82103E-07
    47    1.36754E+03    9.88407E-02    1.98075E-03    9.57015E-01    1.36510E-07    8.60136E-04   -1.78894E-07
    48    1.38714E+03    1.05723E-01    2.04632E-03    8.05594E-01    1.36031E-07    8.42841E-04   -1.96350E-07
    49    1.40690E+03    1.12883E-01    2.11209E-03    6.41204E-01    1.35533E-07    8.26028E-04   -2.43225E-07
    50    1.42685E+03    1.20335E-01    2.17801E-03    4.63609E-01    1.35017E-07    8.09619E-04   -3.28258E-07
    51    1.44707E+03    1.28090E-01    2.24404E-03    2.72793E-01    1.34484E-07    7.93565E-04   -4.54100E-07
    52    1.46749E+03    1.36149E-01    2.31014E-03    6.94264E-02    1.33936E-07    7.77914E-04   -5.99137E-07
    53    1.48805E+03    1.44509E-01    2.37629E-03   -1.45862E-01    1.33373E-07    7.62739E-04   -7.35740E-07
    54    1.50872E+03    1.53167E-01    2.44247E-03   -3.73302E-01    1.32797E-07    7.48113E-04   -8.36340E-07
    55    1.52949E+03    1.62123E-01    2.50864E-03   -6.13492E-01    1.32209E-07    7.34109E-04   -8.73421E-07
    56    1.55047E+03    1.71369E-01    2.57479E-03   -8.67558E-01    1.31609E-07    7.20773E-04   -8.29248E-07
    57    1.57178E+03    1.80903E-01    2.64087E-03   -1.13617E+00    1.30999E-07    7.08048E-04   -7.25025E-07
    58    1.59336E+03    1.90724E-01    2.70685E-03   -1.41921E+00    1.30378E-07    6.95846E-04   -5.91632E-07
    59    1.61513E+03    2.00833E-01    2.77269E-03   -1.71627E+00    1.29748E-07    6.84085E-04   -4.59892E-07
    60    1.63707E+03    2.11225E-01    2.83837E-03   -2.02652E+00    1.29109E-07    6.72679E-04   -3.60576E-07
    61    1.65920E+03    2.21893E-01    2.90385E-03   -2.34925E+00    1.28461E-07    6.61551E-04   -3.17098E-07
    62    1.68151E+03    2.32834E-01    2.96911E-03   -2.68448E+00    1.27806E-07    6.50646E-04   -3.23625E-07
    63    1.70403E+03    2.44047E-01    3.03414E-03   -3.03246E+00    1.27144E-07    6.39919E-04   -3.67037E-07
    64    1.72676E+03    2.55529E-01    3.09892E-03   -3.39345E+00    1.26477E-07    6.29323E-04   -4.34239E-07
    65    1.74972E+03    2.67279E-01    3.16344E-03   -3.76772E+00    1.25806E-07    6.18811E-04   -5.12155E-07
    66    1.77296E+03    2.79291E-01    3.22769E-03   -4.15558E+00    1.25131E-07    6.08359E-04   -5.89116E-07
    67    1.79645E+03    2.91557E-01    3.29165E-03   -4.55649E+00    1.24453E-07    5.98032E-04   -6.59024E-07
    68    1.82015E+03    3.04066E-01    3.35529E-03   -4.96968E+00    1.23772E-07    5.87917E-04   -7.17174E-07
    69    1.84402E+03    3.16811E-01    3.41860E-03   -5.39442E+00    1.23090E-07    5.78102E-04   -7.58869E-07
    70    1.86803E+03    3.29783E-01    3.48156E-03   -5.83017E+00    1.22405E-07    5.68673E-04   -7.79414E-07
    71    1.89216E+03    3.42977E-01    3.54415E-03   -6.27671E+00    1.21720E-07    5.59695E-04   -7.76016E-07
    72    1.91652E+03    3.56390E-01    3.60637E-03   -6.73501E+00    1.21033E-07    5.51138E-04   -7.53465E-07
    73    1.94122E+03    3.70017E-01    3.66823E-03   -7.20607E+00    1.20345E-07    5.42950E-04   -7.18437E-07
    74    1.96628E+03    3.83846E-01    3.72974E-03   -7.68984E+00    1.19656E-07    5.35080E-04   -6.77603E-07
    75    1.99170E+03    3.97866E-01    3.79089E-03   -8.18593E+00    1.18966E-07    5.27476E-04   -6.37622E-07
    76    2.01743E+03    4.12063E-01    3.85169E-03   -8.69386E+00    1.18275E-07    5.20087E-04   -6.04454E-07
    77    2.04335E+03    4.26426E-01    3.91214E-03   -9.21218E+00    1.17584E-07    5.12875E-04   -5.81271E-07
    78    2.06944E+03    4.40945E-01    3.97224E-03   -9.74043E+00    1.16892E-07    5.05798E-04   -5.70546E-07
    79    2.09575E+03    4.55607E-01    4.03198E-03   -1.02785E+01    1.16200E-07    4.98820E-04   -5.74751E-07
    80    2.12230E+03    4.70402E-01    4.09136E-03   -1.08263E+01    1.15509E-07    4.91902E-04   -5.96355E-07
    81    2.14910E+03    4.85319E-01    4.15038E-03   -1.13836E+01    1.14819E-07    4.85016E-04   -6.36386E-07
    82    2.17618E+03    5.00349E-01    4.20904E-03   -1.19500E+01    1.14130E-07    4.78180E-04   -6.90109E-07
    83    2.20350E+03    5.15478E-01    4.26735E-03   -1.25252E+01    1.13443E-07    4.71426E-04   -7.51357E-07
    84    2.23107E+03    5.30697E-01    4.32531E-03   -1.31085E+01    1.12757E-07    4.64783E-04   -8.13965E-07
    85    2.25888E+03    5.45994E-01    4.38294E-03   -1.36999E+01    1.12073E-07    4.58280E-04   -8.71775E-07
    86    2.28693E+03    5.61359E-01    4.44023E-03   -1.42986E+01    1.11392E-07    4.51943E-04   -9.19836E-07
    87    2.31518E+03    5.76779E-01    4.49720E-03   -1.49041E+01    1.10714E-07    4.45770E-04   -9.58003E-07
    88    2.34361E+03    5.92240E-01    4.55386E-03   -1.55160E+01    1.10038E-07    4.39755E-04   -9.87335E-07
    89    2.37224E+03    6.07730E-01    4.61021E-03   -1.61338E+01    1.09364E-07    4.33894E-04   -1.00889E-06
    90    2.40107E+03    6.23231E-01    4.66628E-03   -1.67571E+01    1.08694E-07    4.28180E-04   -1.02371E-06
    91    2.43010E+03    6.38730E-01    4.72206E-03   -1.73856E+01    1.08027E-07    4.22607E-04   -1.03277E-06
    92    2.45935E+03    6.54211E-01    4.77759E-03   -1.80189E+01    1.07362E-07    4.17170E-04   -1.03664E-06
    93    2.48881E+03    6.69660E-01    4.83288E-03   -1.86566E+01    1.06701E-07    4.11865E-04   -1.03577E-06
    94    2.51850E+03    6.85065E-01    4.88796E-03   -1.92984E+01    1.06043E-07    4.06687E-04   -1.03064E-06
    95    2.54841E+03    7.00411E-01    4.94286E-03   -1.99439E+01    1.05388E-07    4.01632E-04   -1.02173E-06
    96    2.57856E+03    7.15683E-01    4.99759E-03   -2.05926E+01    1.04737E-07    3.96695E-04   -1.00950E-06
    97    2.60892E+03    7.30867E-01    5.05218E-03   -2.12441E+01    1.04089E-07    3.91871E-04   -9.94415E-07
    98    2.63952E+03    7.45949E-01    5.10666E-03   -2.18980E+01    1.03444E-07    3.87157E-04   -9.76953E-07
    99    2.67033E+03    7.60913E-01    5.16105E-03   -2.25537E+01    1.02803E-07    3.82546E-04   -9.57580E-07
   100    2.70136E+03    7.75749E-01    5.21537E-03   -2.32108E+01    1.02165E-07    3.78035E-04   -9.36763E-07
   101    2.73262E+03    7.90441E-01    5.26964E-03   -2.38687E+01    1.01531E-07    3.73620E-04   -9.14970E-07
   102    2.76409E+03    8.04969E-01    5.32390E-03   -2.45272E+01    1.00901E-07    3.69295E-04   -8.92668E-07
   103    2.79576E+03    8.19332E-01    5.37815E-03   -2.51855E+01    1.00274E-07    3.65057E-04   -8.70326E-07
   104    2.82764E+03    8.33501E-01    5.43244E-03   -2.58432E+01    9.96509E-08    3.60899E-04   -8.48411E-07
   105    2.85972E+03    8.47469E-01    5.48678E-03   -2.64997E+01    9.90317E-08    3.56820E-04   -8.27388E-07
   106    2.89199E+03    8.61221E-01    5.54119E-03   -2.71544E+01    9.84163E-08    3.52812E-04   -8.07725E-07
   107    2.92444E+03    8.74751E-01    5.59570E-03   -2.78069E+01    9.78048E-08    3.48873E-04   -7.89889E-07
   108    2.95706E+03    8.88035E-01    5.65034E-03   -2.84565E+01    9.71973E-08    3.44997E-04   -7.74345E-07
   109    2.98986E+03    9.01068E-01    5.70512E-03   -2.91027E+01    9.65939E-08    3.41181E-04   -7.61559E-07
   110    3.02281E+03    9.13828E-01    5.76008E-03   -2.97449E+01    9.59947E-08    3.37419E-04   -7.51997E-07
   111    3.05593E+03    9.26306E-01    5.81523E-03   -3.03828E+01    9.53996E-08    3.33708E-04   -7.46004E-07
   112    3.08919E+03    9.38496E-01    5.87061E-03   -3.10154E+01    9.48086E-08    3.30047E-04   -7.43438E-07
   113    3.12260E+03    9.50375E-01    5.92625E-03   -3.16425E+01    9.42219E-08    3.26436E-04   -7.44039E-07
   114    3.15614E+03    9.61929E-01    5.98217E-03   -3.22634E+01    9.36393E-08    3.22875E-04   -7.47543E-07
   115    3.18981E+03    9.73158E-01    6.03841E-03   -3.28774E+01    9.30608E-08    3.19363E-04   -7.53690E-07
   116    3.22361E+03    9.84046E-01    6.09500E-03   -3.34842E+01    9.24866E-08    3.15901E-04   -7.62218E-07
   117    3.25752E+03    9.94572E-01    6.15196E-03   -3.40830E+01    9.19165E-08    3.12489E-04   -7.72866E-07
   118    3.29153E+03    1.00474E+00    6.20933E-03   -3.46733E+01    9.13505E-08    3.09126E-04   -7.85373E-07
   119    3.32564E+03    1.01452E+00    6.26714E-03   -3.52545E+01    9.07887E-08    3.05813E-04   -7.99478E-07
   120    3.35985E+03    1.02392E+00    6.32542E-03   -3.58261E+01    9.02311E-08    3.02548E-04   -8.14919E-07
   121    3.39413E+03    1.03292E+00    6.38419E-03   -3.63875E+01    8.96776E-08    2.99333E-04   -8.31437E-07
   122    3.42848E+03    1.04152E+00    6.44350E-03   -3.69382E+01    8.91282E-08    2.96167E-04   -8.48770E-07
   123    3.46289E+03    1.04970E+00    6.50336E-03   -3.74775E+01    8.85830E-08    2.93050E-04   -8.66659E-07
   124    3.49735E+03    1.05745E+00    6.56382E-03   -3.80050E+01    8.80419E-08    2.89981E-04   -8.84841E-07
   125    3.53186E+03    1.06477E+00    6.62491E-03   -3.85200E+01    8.75050E-08    2.86962E-04   -9.03059E-07
   126    3.56640E+03    1.07164E+00    6.68665E-03   -3.90222E+01    8.69722E-08    2.83991E-04   -9.21050E-07
   127    3.60096E+03    1.07808E+00    6.74907E-03   -3.95107E+01    8.64435E-08    2.81069E-04   -9.38556E-07
   128    3.63554E+03    1.08405E+00    6.81222E-03   -3.99853E+01    8.59190E-08    2.78195E-04   -9.55316E-07
   129    3.67012E+03    1.08956E+00    6.87611E-03   -4.04454E+01    8.53986E-08    2.75370E-04   -9.71069E-07
   130    3.70470E+03    1.09460E+00    6.94079E-03   -4.08903E+01    8.48824E-08    2.72593E-04   -9.85557E-07
   131    3.73926E+03    1.09917E+00    7.00628E-03   -4.13196E+01    8.43703E-08    2.69865E-04   -9.98571E-07
   132    3.77381E+03    1.10326E+00    7.07261E-03   -4.17327E+01    8.38623E-08    2.67183E-04   -1.01011E-06
   133    3.80832E+03    1.10687E+00    7.13980E-03   -4.21294E+01    8.33584E-08    2.64547E-04   -1.02022E-06
   134    3.84280E+03    1.11000E+00    7.20789E-03   -4.25089E+01    8.28586E-08    2.61956E-04   -1.02895E-06
   135    3.87724E+03    1.11264E+00    7.27688E-03   -4.28710E+01    8.23628E-08    2.59407E-04   -1.03636E-06
   136    3.91162E+03    1.11479E+00    7.34682E-03   -4.32151E+01    8.18710E-08    2.56901E-04   -1.04248E-06
   137    3.94595E+03    1.11645E+00    7.41772E-03   -4.35407E+01    8.13831E-08    2.54435E-04   -1.04737E-06
   138    3.98022E+03    1.11762E+00    7.48962E-03   -4.38475E+01    8.08992E-08    2.52008E-04   -1.05109E-06
   139    4.01440E+03    1.11831E+00    7.56252E-03   -4.41351E+01    8.04192E-08    2.49619E-04   -1.05367E-06
   140    4.04852E+03    1.11850E+00    7.63647E-03   -4.44029E+01    7.99431E-08    2.47267E-04   -1.05516E-06
   141    4.08254E+03    1.11821E+00    7.71149E-03   -4.46508E+01    7.94709E-08    2.44950E-04   -1.05562E-06
   142    4.11647E+03    1.11743E+00    7.78759E-03   -4.48781E+01    7.90025E-08    2.42668E-04   -1.05510E-06
   143    4.15031E+03    1.11617E+00    7.86482E-03   -4.50846E+01    7.85379E-08    2.40418E-04   -1.05364E-06
   144    4.18402E+03    1.11443E+00    7.94318E-03   -4.52699E+01    7.80770E-08    2.38200E-04   -1.05129E-06
   145    4.21762E+03    1.11221E+00    8.02271E-03   -4.54335E+01    7.76199E-08    2.36012E-04   -1.04811E-06
   146    4.25108E+03    1.10953E+00    8.10343E-03   -4.55751E+01    7.71665E-08    2.33853E-04   -1.04413E-06
   147    4.28438E+03    1.10638E+00    8.18536E-03   -4.56943E+01    7.67169E-08    2.31721E-04   -1.03941E-06
   148    4.31752E+03    1.10278E+00    8.26854E-03   -4.57906E+01    7.62709E-08    2.29616E-04   -1.03400E-06
   149    4.35049E+03    1.09872E+00    8.35298E-03   -4.58638E+01    7.58285E-08    2.27537E-04   -1.02795E-06
   150    4.38326E+03    1.09423E+00    8.43870E-03   -4.59133E+01    7.53897E-08    2.25481E-04   -1.02130E-06
   151    4.41582E+03    1.08930E+00    8.52573E-03   -4.59389E+01    7.49546E-08    2.23447E-04   -1.01410E-06
   152    4.44818E+03    1.08394E+00    8.61409E-03   -4.59403E+01    7.45230E-08    2.21437E-04   -1.00638E-06
   153    4.48031E+03    1.07817E+00    8.70378E-03   -4.59172E+01    7.40949E-08    2.19448E-04   -9.98154E-07
   154    4.51223E+03    1.07200E+00    8.79481E-03   -4.58695E+01    7.36704E-08    2.17482E-04   -9.89446E-07
   155    4.54392E+03    1.06543E+00    8.88719E-03   -4.57968E+01    7.32493E-08    2.15537E-04   -9.80277E-07
   156    4.57539E+03    1.05849E+00    8.98094E-03   -4.56989E+01    7.28318E-08    2.13615E-04   -9.70667E-07
   157    4.60661E+03    1.05117E+00    9.07605E-03   -4.55756E+01    7.24176E-08    2.11713E-04   -9.60638E-07
   158    4.63760E+03    1.04351E+00    9.17255E-03   -4.54266E+01    7.20069E-08    2.09834E-04   -9.50210E-07
   159    4.66834E+03    1.03550E+00    9.27044E-03   -4.52517E+01    7.15996E-08    2.07976E-04   -9.39406E-07
   160    4.69882E+03    1.02718E+00    9.36972E-03   -4.50508E+01    7.11956E-08    2.06139E-04   -9.28246E-07
   161    4.72902E+03    1.01854E+00    9.47041E-03   -4.48236E+01    7.07950E-08    2.04323E-04   -9.16750E-07
   162    4.75894E+03    1.00961E+00    9.57252E-03   -4.45701E+01    7.03978E-08    2.02527E-04   -9.04941E-07
   163    4.78855E+03    1.00041E+00    9.67604E-03   -4.42897E+01    7.00038E-08    2.00753E-04   -8.92838E-07
   164    4.81785E+03    9.90957E-01    9.78099E-03   -4.39827E+01    6.96131E-08    1.98999E-04   -8.80463E-07
   165    4.84684E+03    9.81260E-01    9.88736E-03   -4.36485E+01    6.92256E-08    1.97266E-04   -8.67838E-07
   166    4.87549E+03    9.71344E-01    9.99518E-03   -4.32873E+01    6.88414E-08    1.95553E-04   -8.54982E-07
   167    4.90379E+03    9.61232E-01    1.01044E-02   -4.28989E+01    6.84604E-08    1.93860E-04   -8.41918E-07
   168    4.93175E+03    9.50946E-01    1.02151E-02   -4.24832E+01    6.80826E-08    1.92187E-04   -8.28665E-07
   169    4.95936E+03    9.40508E-01    1.03273E-02   -4.20403E+01    6.77080E-08    1.90533E-04   -8.15246E-07
   170    4.98660E+03    9.29934E-01    1.04409E-02   -4.15699E+01    6.73365E-08    1.88900E-04   -8.01680E-07
   171    5.01346E+03    9.19252E-01    1.05560E-02   -4.10721E+01    6.69681E-08    1.87286E-04   -7.87990E-07
   172    5.03996E+03    9.08486E-01    1.06725E-02   -4.05469E+01    6.66028E-08    1.85691E-04   -7.74195E-07
   173    5.06606E+03    8.97658E-01    1.07905E-02   -3.99942E+01    6.62406E-08    1.84116E-04   -7.60318E-07
   174    5.09176E+03    8.86789E-01    1.09099E-02   -3.94139E+01    6.58814E-08    1.82559E-04   -7.46378E-07
   175    5.11705E+03    8.75918E-01    1.10309E-02   -3.88063E+01    6.55253E-08    1.81022E-04   -7.32397E-07
   176    5.14194E+03    8.65058E-01    1.11533E-02   -3.81712E+01    6.51722E-08    1.79503E-04   -7.18393E-07
   177    5.16640E+03    8.54248E-01    1.12771E-02   -3.75087E+01    6.48220E-08    1.78003E-04   -7.04368E-07
   178    5.19042E+03    8.43509E-01    1.14024E-02   -3.68189E+01    6.44748E-08    1.76521E-04   -6.90322E-07
   179    5.21400E+03    8.32865E-01    1.15291E-02   -3.61017E+01    6.41305E-08    1.75056E-04   -6.76256E-07
   180    5.23714E+03    8.22352E-01    1.16572E-02   -3.53574E+01    6.37891E-08    1.73608E-04   -6.62169E-07
   181    5.25983E+03    8.12000E-01    1.17867E-02   -3.45860E+01    6.34506E-08    1.72177E-04   -6.48061E-07
   182    5.28205E+03    8.01840E-01    1.19176E-02   -3.37876E+01    6.31148E-08    1.70763E-04   -6.33932E-07
   183    5.30381E+03    7.91893E-01    1.20499E-02   -3.29624E+01    6.27819E-08    1.69364E-04   -6.19781E-07
   184    5.32508E+03    7.82198E-01    1.21835E-02   -3.21107E+01    6.24518E-08    1.67981E-04   -6.05609E-07
   185    5.34588E+03    7.72791E-01    1.23184E-02   -3.12323E+01    6.21244E-08    1.66613E-04   -5.91415E-07
   186    5.36618E+03    7.63695E-01    1.24547E-02   -3.03275E+01    6.17997E-08    1.65260E-04   -5.77199E-07
   187    5.38599E+03    7.54940E-01    1.25923E-02   -2.93966E+01    6.14777E-08    1.63921E-04   -5.62961E-07
   188    5.40529E+03    7.46567E-01    1.27311E-02   -2.84398E+01    6.11584E-08    1.62596E-04   -5.48701E-07
   189    5.42408E+03    7.38607E-01    1.28713E-02   -2.74572E+01    6.08417E-08    1.61284E-04   -5.34418E-07
   190    5.44235E+03    7.31094E-01    1.30127E-02   -2.64492E+01    6.05276E-08    1.59986E-04   -5.20112E-07
   191    5.46010E+03    7.24061E-01    1.31553E-02   -2.54160E+01    6.02161E-08    1.58700E-04   -5.05784E-07
   192    5.47731E+03    7.17542E-01    1.32991E-02   -2.43578E+01    5.99071E-08    1.57426E-04   -4.91433E-07
   193    5.49398E+03    7.11571E-01    1.34441E-02   -2.32747E+01    5.96006E-08    1.56165E-04   -4.77058E-07
   194    5.51011E+03    7.06183E-01    1.35903E-02   -2.21673E+01    5.92966E-08    1.54914E-04   -4.62660E-07
   195    5.52568E+03    7.01414E-01    1.37377E-02   -2.10358E+01    5.89951E-08    1.53675E-04   -4.48239E-07
   196    5.54071E+03    6.97301E-01    1.38862E-02   -1.98807E+01    5.86960E-08    1.52447E-04   -4.33794E-07
   197    5.55518E+03    6.93880E-01    1.40359E-02   -1.87022E+01    5.83993E-08    1.51228E-04   -4.19325E-07
   198    5.56910E+03    6.91186E-01    1.41866E-02   -1.75007E+01    5.81050E-08    1.50020E-04   -4.04832E-07
   199    5.58245E+03    6.89257E-01    1.43385E-02   -1.62765E+01    5.78130E-08    1.48821E-04   -3.90314E-07
   200    5.59524E+03    6.88126E-01    1.44914E-02   -1.50302E+01    5.75233E-08    1.47631E-04   -3.75773E-07
   201    5.60746E+03    6.87833E-01    1.46453E-02   -1.37619E+01    5.72360E-08    1.46450E-04   -3.61207E-07
   202    5.61910E+03    6.88412E-01    1.48003E-02   -1.24723E+01    5.69509E-08    1.45277E-04   -3.46619E-07
   203    5.63014E+03    6.89900E-01    1.49563E-02   -1.11616E+01    5.66680E-08    1.44113E-04   -3.32010E-07
   204    5.64058E+03    6.92334E-01    1.51133E-02   -9.83029E+00    5.63874E-08    1.42957E-04   -3.17383E-07
   205    5.65039E+03    6.95751E-01    1.52712E-02   -8.47884E+00    5.61090E-08    1.41810E-04   -3.02740E-07
   206    5.65959E+03    7.00185E-01    1.54301E-02   -7.10763E+00    5.58328E-08    1.40671E-04   -2.88083E-07
   207    5.66815E+03    7.05674E-01    1.55900E-02   -5.71704E+00    5.55587E-08    1.39540E-04   -2.73414E-07
   208    5.67607E+03    7.12255E-01    1.57507E-02   -4.30768E+00    5.52868E-08    1.38418E-04   -2.58734E-07
   209    5.68338E+03    7.19963E-01    1.59123E-02   -2.88008E+00    5.50171E-08    1.37304E-04   -2.44047E-07
   210    5.69007E+03    7.28834E-01    1.60748E-02   -1.43482E+00    5.47495E-08    1.36198E-04   -2.29354E-07
   211    5.69613E+03    7.38907E-01    1.62381E-02    2.75702E-02    5.44839E-08    1.35100E-04   -2.14658E-07
   212    5.70160E+03    7.50215E-01    1.64023E-02    1.50651E+00    5.42205E-08    1.34011E-04   -1.99959E-07
   213    5.70645E+03    7.62797E-01    1.65672E-02    3.00145E+00    5.39591E-08    1.32929E-04   -1.85262E-07
   214    5.71072E+03    7.76688E-01    1.67330E-02    4.51183E+00    5.36997E-08    1.31855E-04   -1.70566E-07
   215    5.71438E+03    7.91918E-01    1.68994E-02    6.03705E+00    5.34424E-08    1.30790E-04   -1.55876E-07
   216    5.71743E+03    8.08533E-01    1.70666E-02    7.57652E+00    5.31871E-08    1.29732E-04   -1.41192E-07
   217    5.71987E+03    8.26561E-01    1.72346E-02    9.12962E+00    5.29338E-08    1.28682E-04   -1.26516E-07
   218    5.72170E+03    8.46031E-01    1.74032E-02    1.06958E+01    5.26824E-08    1.27639E-04   -1.11852E-07
   219    5.72290E+03    8.66989E-01    1.75724E-02    1.22745E+01    5.24330E-08    1.26605E-04   -9.72006E-08
   220    5.72348E+03    8.89462E-01    1.77423E-02    1.38651E+01    5.21855E-08    1.25578E-04   -8.25642E-08
   221    5.72344E+03    9.13481E-01    1.79129E-02    1.54668E+01    5.19399E-08    1.24559E-04   -6.79450E-08
   222    5.72276E+03    9.39089E-01    1.80840E-02    1.70793E+01    5.16962E-08    1.23547E-04   -5.33449E-08
   223    5.72146E+03    9.66309E-01    1.82556E-02    1.87016E+01    5.14544E-08    1.22543E-04   -3.87661E-08
   224    5.71953E+03    9.95176E-01    1.84278E-02    2.03333E+01    5.12144E-08    1.21547E-04   -2.42107E-08
   225    5.71698E+03    1.02571E+00    1.86006E-02    2.19736E+01    5.09763E-08    1.20557E-04   -9.68076E-09
   226    5.71381E+03    1.05796E+00    1.87738E-02    2.36220E+01    5.07400E-08    1.19576E-04    4.82168E-09
   227    5.71001E+03    1.09196E+00    1.89474E-02    2.52776E+01    5.05055E-08    1.18601E-04    1.92945E-08
   228    5.70559E+03    1.12772E+00    1.91215E-02    2.69398E+01    5.02728E-08    1.17634E-04    3.37356E-08
   229    5.70056E+03    1.16528E+00    1.92960E-02    2.86080E+01    5.00418E-08    1.16674E-04    4.81430E-08
   230    5.69491E+03    1.20467E+00    1.94709E-02    3.02815E+01    4.98126E-08    1.15721E-04    6.25145E-08
   231    5.68864E+03    1.24590E+00    1.96461E-02    3.19595E+01    4.95851E-08    1.14776E-04    7.68480E-08
