#    L    TT             EE             BB             TE         
   221    5.73464E+03    8.86654E-01    3.92354E-03    1.53702E+01
   222    5.73409E+03    9.11759E-01    3.93687E-03    1.69880E+01
   223    5.73292E+03    9.38482E-01    3.95110E-03    1.86160E+01
   224    5.73111E+03    9.66860E-01    3.96612E-03    2.02535E+01
   225    5.72869E+03    9.96915E-01    3.98186E-03    2.18999E+01
   226    5.72563E+03    1.02869E+00    3.99824E-03    2.35546E+01
   227    5.72195E+03    1.06222E+00    4.01517E-03    2.52168E+01
   228    5.71764E+03    1.09752E+00    4.03258E-03    2.68859E+01
   229    5.71272E+03    1.13463E+00    4.05037E-03    2.85612E+01
   230    5.70716E+03    1.17358E+00    4.06847E-03    3.02420E+01
   231    5.70100E+03    1.21438E+00    4.08679E-03    3.19277E+01
   232    5.69422E+03    1.25707E+00    4.10524E-03    3.36175E+01
   233    5.68682E+03    1.30169E+00    4.12376E-03    3.53106E+01
   234    5.67880E+03    1.34824E+00    4.14225E-03    3.70064E+01
   235    5.67018E+03    1.39677E+00    4.16063E-03    3.87043E+01
   236    5.66094E+03    1.44731E+00    4.17882E-03    4.04034E+01
   237    5.65111E+03    1.49985E+00    4.19674E-03    4.21031E+01
   238    5.64067E+03    1.55442E+00    4.21430E-03    4.38025E+01
   239    5.62963E+03    1.61106E+00    4.23142E-03    4.55010E+01
   240    5.61799E+03    1.66978E+00    4.24801E-03    4.71978E+01
   241    5.60576E+03    1.73060E+00    4.26401E-03    4.88922E+01
   242    5.59294E+03    1.79355E+00    4.27931E-03    5.05834E+01
   243    5.57954E+03    1.85864E+00    4.29384E-03    5.22707E+01
   244    5.56555E+03    1.92588E+00    4.30752E-03    5.39534E+01
   245    5.55100E+03    1.99530E+00    4.32026E-03    5.56307E+01
   246    5.53589E+03    2.06690E+00    4.33198E-03    5.73021E+01
   247    5.52020E+03    2.14071E+00    4.34260E-03    5.89666E+01
   248    5.50397E+03    2.21674E+00    4.35204E-03    6.06236E+01
   249    5.48718E+03    2.29499E+00    4.36020E-03    6.22724E+01
   250    5.46986E+03    2.37549E+00    4.36702E-03    6.39122E+01
   251    5.45198E+03    2.45823E+00    4.37242E-03    6.55422E+01
   252    5.43357E+03    2.54323E+00    4.37642E-03    6.71615E+01
   253    5.41461E+03    2.63049E+00    4.37904E-03    6.87696E+01
   254    5.39513E+03    2.72002E+00    4.38030E-03    7.03653E+01
   255    5.37511E+03    2.81181E+00    4.38025E-03    7.19481E+01
   256    5.35456E+03    2.90589E+00    4.37889E-03    7.35172E+01
   257    5.33350E+03    3.00224E+00    4.37627E-03    7.50720E+01
   258    5.31194E+03    3.10087E+00    4.37241E-03    7.66114E+01
   259    5.28988E+03    3.20178E+00    4.36733E-03    7.81358E+01
   260    5.26735E+03    3.30497E+00    4.36106E-03    7.96432E+01
   261    5.24435E+03    3.41044E+00    4.35364E-03    8.11341E+01
   262    5.22091E+03    3.51819E+00    4.34508E-03    8.26071E+01
   263    5.19702E+03    3.62821E+00    4.33542E-03    8.40622E+01
   264    5.17269E+03    3.74051E+00    4.32468E-03    8.54979E+01
   265    5.14794E+03    3.85506E+00    4.31289E-03    8.69151E+01
   266    5.12275E+03    3.97185E+00    4.30008E-03    8.83113E+01
   267    5.09716E+03    4.09088E+00    4.28627E-03    8.96860E+01
   268    5.07116E+03    4.21214E+00    4.27150E-03    9.10398E+01
   269    5.04475E+03    4.33561E+00    4.25579E-03    9.23705E+01
   270    5.01793E+03    4.46127E+00    4.23916E-03    9.36789E+01
   271    4.99074E+03    4.58912E+00    4.22165E-03    9.49627E+01
   272    4.96315E+03    4.71914E+00    4.20328E-03    9.62227E+01
   273    4.93522E+03    4.85130E+00    4.18407E-03    9.74574E+01
   274    4.90691E+03    4.98559E+00    4.16407E-03    9.86675E+01
   275    4.87826E+03    5.12198E+00    4.14329E-03    9.98508E+01
   276    4.84928E+03    5.26046E+00    4.12176E-03    1.01008E+02
   277    4.81998E+03    5.40101E+00    4.09951E-03    1.02138E+02
   278    4.79035E+03    5.54360E+00    4.07657E-03    1.03239E+02
   279    4.76042E+03    5.68820E+00    4.05295E-03    1.04313E+02
   280    4.73021E+03    5.83477E+00    4.02871E-03    1.05358E+02
   281    4.69970E+03    5.98331E+00    4.00384E-03    1.06374E+02
   282    4.66893E+03    6.13376E+00    3.97840E-03    1.07360E+02
   283    4.63789E+03    6.28610E+00    3.95240E-03    1.08316E+02
   284    4.60660E+03    6.44030E+00    3.92586E-03    1.09241E+02
   285    4.57506E+03    6.59634E+00    3.89883E-03    1.10134E+02
   286    4.54329E+03    6.75416E+00    3.87132E-03    1.10996E+02
   287    4.51130E+03    6.91374E+00    3.84337E-03    1.11826E+02
   288    4.47911E+03    7.07503E+00    3.81499E-03    1.12622E+02
   289    4.44671E+03    7.23800E+00    3.78622E-03    1.13387E+02
   290    4.41412E+03    7.40261E+00    3.75709E-03    1.14117E+02
   291    4.38136E+03    7.56883E+00    3.72762E-03    1.14814E+02
   292    4.34843E+03    7.73654E+00    3.69784E-03    1.15477E+02
   293    4.31534E+03    7.90580E+00    3.66777E-03    1.16106E+02
   294    4.28211E+03    8.07655E+00    3.63745E-03    1.16698E+02
   295    4.24873E+03    8.24863E+00    3.60691E-03    1.17256E+02
   296    4.21522E+03    8.42211E+00    3.57616E-03    1.17779E+02
   297    4.18158E+03    8.59685E+00    3.54524E-03    1.18264E+02
   298    4.14784E+03    8.77285E+00    3.51417E-03    1.18712E+02
   299    4.11400E+03    8.95004E+00    3.48298E-03    1.19125E+02
   300    4.08007E+03    9.12833E+00    3.45170E-03    1.19500E+02
   301    4.04606E+03    9.30781E+00    3.42036E-03    1.19838E+02
   302    4.01199E+03    9.48824E+00    3.38897E-03    1.20139E+02
   303    3.97787E+03    9.66971E+00    3.35756E-03    1.20402E+02
   304    3.94371E+03    9.85214E+00    3.32613E-03    1.20629E+02
   305    3.90953E+03    1.00355E+01    3.29471E-03    1.20817E+02
   306    3.87532E+03    1.02197E+01    3.26332E-03    1.20968E+02
   307    3.84111E+03    1.04046E+01    3.23198E-03    1.21081E+02
   308    3.80690E+03    1.05903E+01    3.20069E-03    1.21155E+02
   309    3.77271E+03    1.07766E+01    3.16949E-03    1.21192E+02
   310    3.73852E+03    1.09634E+01    3.13839E-03    1.21191E+02
   311    3.70438E+03    1.11509E+01    3.10740E-03    1.21151E+02
   312    3.67028E+03    1.13387E+01    3.07655E-03    1.21073E+02
   313    3.63623E+03    1.15270E+01    3.04585E-03    1.20956E+02
   314    3.60224E+03    1.17156E+01    3.01532E-03    1.20800E+02
   315    3.56832E+03    1.19045E+01    2.98499E-03    1.20606E+02
