#    L    TT             EE             BB             TE         
   220    5.73213E+03    8.58080E-01    0.00000E+00    1.37536E+01
   221    5.73223E+03    8.81613E-01    0.00000E+00    1.53625E+01
   222    5.73169E+03    9.06737E-01    0.00000E+00    1.69823E+01
   223    5.73051E+03    9.33475E-01    0.00000E+00    1.86123E+01
   224    5.72872E+03    9.61862E-01    0.00000E+00    2.02519E+01
   225    5.72630E+03    9.91923E-01    0.00000E+00    2.19002E+01
   226    5.72325E+03    1.02370E+00    0.00000E+00    2.35569E+01
   227    5.71958E+03    1.05722E+00    0.00000E+00    2.52211E+01
   228    5.71528E+03    1.09252E+00    0.00000E+00    2.68921E+01
   229    5.71037E+03    1.12962E+00    0.00000E+00    2.85694E+01
   230    5.70483E+03    1.16855E+00    0.00000E+00    3.02522E+01
   231    5.69868E+03    1.20934E+00    0.00000E+00    3.19397E+01
   232    5.69192E+03    1.25201E+00    0.00000E+00    3.36313E+01
   233    5.68453E+03    1.29660E+00    0.00000E+00    3.53263E+01
   234    5.67654E+03    1.34313E+00    0.00000E+00    3.70240E+01
   235    5.66793E+03    1.39163E+00    0.00000E+00    3.87236E+01
   236    5.65871E+03    1.44213E+00    0.00000E+00    4.04244E+01
   237    5.64890E+03    1.49464E+00    0.00000E+00    4.21257E+01
   238    5.63848E+03    1.54918E+00    0.00000E+00    4.38268E+01
   239    5.62746E+03    1.60577E+00    0.00000E+00    4.55269E+01
   240    5.61584E+03    1.66445E+00    0.00000E+00    4.72252E+01
   241    5.60363E+03    1.72523E+00    0.00000E+00    4.89210E+01
   242    5.59084E+03    1.78813E+00    0.00000E+00    5.06136E+01
   243    5.57746E+03    1.85317E+00    0.00000E+00    5.23022E+01
   244    5.56350E+03    1.92037E+00    0.00000E+00    5.39862E+01
   245    5.54898E+03    1.98974E+00    0.00000E+00    5.56648E+01
   246    5.53389E+03    2.06129E+00    0.00000E+00    5.73372E+01
   247    5.51823E+03    2.13505E+00    0.00000E+00    5.90028E+01
   248    5.50203E+03    2.21102E+00    0.00000E+00    6.06607E+01
   249    5.48527E+03    2.28922E+00    0.00000E+00    6.23104E+01
   250    5.46797E+03    2.36967E+00    0.00000E+00    6.39510E+01
   251    5.45012E+03    2.45236E+00    0.00000E+00    6.55816E+01
   252    5.43174E+03    2.53730E+00    0.00000E+00    6.72015E+01
   253    5.41281E+03    2.62450E+00    0.00000E+00    6.88100E+01
   254    5.39336E+03    2.71398E+00    0.00000E+00    7.04062E+01
   255    5.37337E+03    2.80572E+00    0.00000E+00    7.19894E+01
